developer	publisher	positive	negative	average_forever	average_2weeks	median_forever	median_2weeks	price	initialprice	languages	tags	genre	appid	num_lang
拾英工作室	SakuraGame	9358	189	188	0	240	0	3.99	3.99	English, Simplified Chinese, Traditional Chinese, Japanese	{'RPG': 92, 'Adventure': 85, 'Indie': 81, 'Pixel Graphics': 77, 'RPGMaker': 75, 'Horror': 70, 'Story Rich': 58, 'Female Protagonist': 48, 'Anime': 46, 'Atmospheric': 31, 'Visual Novel': 28, 'Singleplayer': 22, 'Puzzle': 16, 'Psychological Horror': 15, '2D': 13}	Adventure, Indie, RPG	1093910	6
Team Ladybug, WSS playground, Vaka Game Magazine	WSS playground, PLAYISM	11893	269	328	0	392	0	17.99	17.99	English, Simplified Chinese, Japanese, Korean, French, German	"{'Metroidvania': 366, 'Female Protagonist': 348, 'Bullet Hell': 338, 'Faith': 333, 'Side Scroller': 311, 'Exploration': 310, 'Platformer': 302, 'Time Manipulation': 301, '2D': 299, ""Beat 'em up"": 285, 'Action-Adventure': 282, 'Pixel Graphics': 281, 'Cute': 278, 'Anime': 267, 'Controller': 262, 'Action': 260, 'Singleplayer': 248, 'Adventure': 242, 'Indie': 230, 'Great Soundtrack': 189}"	Action, Adventure, Indie	851100	7
Galaxy Shark Studios	Galaxy Shark Studios	5935	118	0	0	0	0	0.0	0.0	English, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Italian, Russian, French, Norwegian, German	{'Free to Play': 104, 'Puzzle': 85, 'Puzzle-Platformer': 69, 'First-Person': 63, 'Indie': 61, 'Singleplayer': 60, 'Adventure': 52, 'Funny': 37, '3D Platformer': 33, 'Sci-fi': 32, 'Comedy': 28, 'Space': 23, 'Short': 19, 'Parkour': 16, 'Dark Humor': 12, 'Platformer': 6, '3D': 5}	Action, Adventure, Free to Play, Indie	1067310	14
NEXT Studios	NEXT Studios, 505 Games	26089	935	432	0	349	0	3.14	6.99	English, Simplified Chinese, Japanese	{'Detective': 172, 'Puzzle': 118, 'Indie': 111, 'Mystery': 105, 'RPG': 101, 'Simulation': 98, 'Story Rich': 80, 'Horror': 37, 'Singleplayer': 36, 'Atmospheric': 31, 'Point & Click': 25, '2D': 20, 'Investigation': 19, 'Top-Down': 16, 'Short': 12, 'Multiplayer': 10, 'Crime': 5}	Indie, RPG, Simulation	942970	4
Beat Games	Beat Games	65722	2792	1760	144	789	204	29.99	29.99	English, French, German, Spanish - Spain, Japanese, Korean, Spanish - Latin America	{'VR': 836, 'Rhythm': 631, 'Music': 590, 'Moddable': 380, 'Fast-Paced': 376, 'Indie': 370, 'Singleplayer': 368, 'First-Person': 366, 'Difficult': 364, 'Multiplayer': 362, 'Swordplay': 361, 'Action': 360, 'Sports': 356, 'Futuristic': 354, 'Casual': 352, 'Music-Based Procedural Generation': 350, 'Games Workshop': 348, 'Early Access': 345, 'PvP': 344, 'Great Soundtrack': 342, 'VR Only': 1}	Indie	620980	12
sprite, NekoNyan Ltd.	NekoNyan Ltd., HIKARI FIELD	3955	70	861	0	1006	0	34.99	34.99	English, Japanese, Simplified Chinese, Traditional Chinese	{'Visual Novel': 113, 'Anime': 90, 'Casual': 87, 'Adventure': 79, 'Story Rich': 61, 'Romance': 55, 'Dating Sim': 40, 'Mature': 27, 'Hentai': 19, 'Sports': 18, 'Great Soundtrack': 14, 'Singleplayer': 12, 'NSFW': 11, 'Cute': 10}	Adventure, Casual	1044620	6
FromSoftware	Activision (Excluding Japan and Asia), FromSoftware (Japan), 方块游戏 (Asia)	220614	10912	2538	489	1689	674	59.99	59.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Thai, Traditional Chinese, Portuguese - Brazil	{'Souls-like': 2117, 'Difficult': 1848, 'Action': 1816, 'Singleplayer': 1483, 'Ninja': 1361, 'Stealth': 1113, 'Adventure': 1025, 'Third Person': 999, 'Open World': 837, 'Story Rich': 793, 'Violent': 717, 'Atmospheric': 703, 'Assassin': 660, 'Dark Fantasy': 620, 'Hack and Slash': 589, 'RPG': 552, 'Great Soundtrack': 536, 'Gore': 531, 'Dark': 397, 'Rhythm': 354}	Action, Adventure	814380	19
CAPCOM Co., Ltd.	CAPCOM Co., Ltd.	97426	4579	998	517	608	174	29.99	29.99	English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean	{'Action': 1570, 'Hack and Slash': 1227, 'Great Soundtrack': 883, 'Character Action Game': 847, 'Demons': 812, 'Spectacle fighter': 751, 'Third Person': 618, 'Singleplayer': 589, 'Violent': 518, 'Stylized': 388, 'Nudity': 371, 'Story Rich': 371, 'Classic': 366, 'Gore': 357, 'Difficult': 350, 'Multiplayer': 314, 'Controller': 305, 'Adventure': 282, 'Anime': 238, 'Co-op': 158}	Action	601150	18
Quiet River	Quiet River	7476	211	101	0	91	0	1.99	1.99	English, Russian, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese	{'Puzzle': 182, 'Casual': 175, 'Indie': 171, 'Fast-Paced': 167, '2D': 163, 'Physics': 153, 'Short': 149, 'Relaxing': 146, 'Minimalist': 144, 'Puzzle-Platformer': 141, 'Point & Click': 137, 'Mouse only': 134, 'Singleplayer': 125, 'Cute': 114, 'Trading Card Game': 105, 'Cyberpunk': 98, 'Family Friendly': 89, 'Atmospheric': 71, 'PvE': 53, 'Fighting': 34}	Casual, Indie	601220	40
Con Man Games, SmashGames	SmashGames	3309	65	645	0	635	0	7.49	14.99	English	{'Adventure': 92, 'Pixel Graphics': 76, 'Violent': 74, 'Gore': 72, 'Funny': 70, 'Indie': 68, 'Puzzle': 59, 'Singleplayer': 55, 'Comedy': 48, 'Dark Humor': 42, '2D': 33, 'Blood': 24, 'RPG': 20, 'Horror': 18, 'Dark': 18, 'Story Rich': 16, 'Action': 16, 'Choices Matter': 14, 'Psychological Horror': 10, 'Cute': 6}	Adventure, Indie	1067850	1
Matt Dabrowski	tinyBuild	17419	677	741	112	304	112	19.99	19.99	English, French, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Korean	{'Rogue-lite': 332, 'Action Roguelike': 315, 'Pixel Graphics': 312, 'RPG': 307, 'Multiplayer': 298, 'Action': 269, 'Indie': 267, 'Rogue-like': 261, 'Co-op': 232, 'Adventure': 195, 'Local Co-Op': 158, 'Funny': 155, 'Stealth': 141, 'Online Co-Op': 140, 'Great Soundtrack': 125, '2D': 119, 'Procedural Generation': 114, 'Gore': 95, 'Violent': 94, 'Early Access': 87}	Action, Adventure, Indie, RPG	512900	13
eduweb	eduweb	5716	159	371	0	381	0	19.99	19.99	English	{'Early Access': 322, 'Life Sim': 292, 'Survival': 274, 'Co-op': 266, 'Multiplayer': 265, 'Open World': 261, 'PvE': 250, 'Online Co-Op': 248, 'Nature': 241, 'RPG': 241, 'Realistic': 178, 'Hunting': 174, 'Education': 168, 'Action': 168, 'Exploration': 162, 'Singleplayer': 159, 'Simulation': 154, 'Action RPG': 151, 'Immersive Sim': 145, 'Action-Adventure': 141}	Action, RPG, Simulation, Early Access	926990	1
Simogo	Annapurna Interactive	6975	212	452	0	201	0	7.79	12.99	English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish	{'Great Soundtrack': 103, 'Rhythm': 91, 'Music': 91, 'Action': 90, 'Casual': 78, 'Beautiful': 75, 'Female Protagonist': 67, 'Arcade': 60, 'Stylized': 55, 'Colorful': 55, 'Singleplayer': 53, 'Short': 51, 'Atmospheric': 39, '3D': 38, 'LGBTQ+': 37, 'Indie': 37, 'Adventure': 33, 'Story Rich': 33, 'Action-Adventure': 26, 'Fantasy': 21}	Action, Casual	1122720	28
Moonsprout Games	DANGEN Entertainment	4010	95	646	0	814	0	19.99	19.99	English, Spanish - Latin America, Japanese, Portuguese - Brazil, German, Korean	{'RPG': 126, 'Indie': 123, 'Adventure': 119, 'Action': 95, 'Turn-Based Combat': 59, 'Great Soundtrack': 51, 'Cute': 46, 'Story Rich': 45, 'Turn-Based': 38, 'Singleplayer': 34, 'Comedy': 25, 'JRPG': 25, '2D': 8, 'Funny': 6, 'Colorful': 6, 'Party-Based RPG': 6}	Action, Adventure, Indie, RPG	1082710	11
DeadToast Entertainment	Devolver Digital	24591	1065	231	452	184	452	19.99	19.99	English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese	{'Action': 268, 'Indie': 186, 'Shooter': 169, 'Parkour': 155, 'Violent': 147, 'Bullet Time': 145, 'Great Soundtrack': 133, 'Gore': 127, 'Singleplayer': 116, 'Side Scroller': 108, 'Platformer': 102, 'Fast-Paced': 96, 'Funny': 81, 'Comedy': 71, '2.5D': 68, '2D': 67, 'Blood': 66, 'Physics': 56, 'Controller': 45, 'Multiplayer': 33}	Action, Indie	557340	16
Steel Wool Studios	ScottGames	9172	329	499	0	470	0	29.99	29.99	English, French, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese	{'Horror': 369, 'VR': 296, 'Singleplayer': 241, 'Survival Horror': 234, 'Robots': 231, 'First-Person': 225, 'Action': 216, 'Psychological Horror': 177, 'Dark': 169, 'Survival': 161, 'Casual': 154, 'Atmospheric': 144, 'Difficult': 135, 'Puzzle': 125, 'Story Rich': 89, 'Indie': 88, 'Strategy': 80, 'Funny': 58, 'Adventure': 50, 'Family Friendly': 33}	Action, Casual	732690	20
Angela He	Angela He	13331	530	32	0	23	0	0.0	0.0	English	{'Free to Play': 372, 'Visual Novel': 341, 'LGBTQ+': 260, 'Choices Matter': 258, 'Romance': 244, 'Psychological Horror': 225, 'Emotional': 221, 'Female Protagonist': 212, 'Indie': 205, 'Psychological': 163, 'Singleplayer': 150, 'Story Rich': 148, 'Great Soundtrack': 140, 'Casual': 139, 'Simulation': 124, 'Horror': 114, 'Memes': 110, 'Atmospheric': 109, 'Anime': 96, 'Sexual Content': 74}	Casual, Free to Play, Indie, Simulation	812810	1
Eternal Dream	Eternal Dream, 迷糊的安安	2872	62	0	0	0	0	0.0	0.0	English, Not supported, Simplified Chinese	{'Free to Play': 104, 'RPG': 74, 'Indie': 59, 'Adventure': 55, 'Anime': 46, 'Story Rich': 42, 'RPGMaker': 42, 'Pixel Graphics': 36, 'Female Protagonist': 32, 'Cute': 22, 'Puzzle': 12, 'Psychological Horror': 10, '2D': 10}	Adventure, Free to Play, Indie, RPG	1122750	5
Forgotten Empires, Tantalus Media, Wicked Witch, World's Edge	Xbox Game Studios	116257	6357	3211	436	641	479	19.99	19.99	English, French, Italian, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Vietnamese, Spanish - Spain, Polish, Hindi, Malay	{'Strategy': 786, 'RTS': 497, 'City Builder': 410, 'Multiplayer': 386, 'Base-Building': 318, 'Historical': 273, 'Medieval': 257, 'Singleplayer': 252, 'Resource Management': 195, 'Classic': 187, 'Tactical': 142, 'Real-Time': 134, 'Co-op': 120, 'Remake': 119, 'Isometric': 77, 'Replay Value': 72, '2D': 69, 'Action': 66, 'Adventure': 56, 'Great Soundtrack': 50}	Strategy	813780	26
AnukenDev	AnukenDev	13868	570	1161	0	502	0	9.99	9.99	English, Spanish - Spain, Japanese, Portuguese - Portugal, Simplified Chinese, Traditional Chinese, French, German, Korean, Polish, Portuguese - Brazil, Russian, Ukrainian, Italian, Czech, Romanian, Swedish, Vietnamese, Turkish, Basque, Catalan	{'Base-Building': 307, 'Resource Management': 289, 'Tower Defense': 284, 'Strategy': 265, 'Automation': 229, 'Multiplayer': 195, 'Sandbox': 188, 'Building': 179, 'Co-op': 168, '2D': 122, 'Online Co-Op': 115, 'Pixel Graphics': 115, 'RTS': 106, 'Singleplayer': 103, 'Indie': 97, 'PvP': 94, 'PvE': 94, 'Survival': 80, 'Management': 73, 'Action': 60}	Strategy	1127400	29
Redamz	Redamz	0	0	0	0	0	0	0.0	0.0	English	[]	Adventure, Free to Play, Indie	943700	1
AZGames	AZGames	2497	53	279	7	296	7	5.99	5.99	English, Simplified Chinese, Japanese, Italian	{'Simulation': 43, 'Casual': 40, 'Indie': 38, 'Early Access': 34, 'Crafting': 26, 'Relaxing': 20, 'Singleplayer': 17, 'Realistic': 15, 'Atmospheric': 14}	Casual, Indie, Simulation, Early Access	1160490	5
EggNut	Raw Fury	4002	114	27	0	3	0	0.0	0.0	English	{'Free to Play': 237, 'Adventure': 207, 'Indie': 205, 'RPG': 181, 'Pixel Graphics': 93, 'Noir': 78, 'Detective': 74, 'Story Rich': 66, 'Point & Click': 50, 'Singleplayer': 50, 'Atmospheric': 47, 'Great Soundtrack': 37, 'Dystopian ': 34, 'Cinematic': 31, '2.5D': 30, 'Mystery': 25, 'Retro': 22, 'Dark': 22, '2D': 9, 'Puzzle': 7}	Adventure, Free to Play, Indie, RPG	992310	1
Applique	HIKARI FIELD	2628	60	391	0	391	0	5.91	15.99	Japanese, Simplified Chinese, Traditional Chinese	{'Visual Novel': 64, 'Sexual Content': 56, 'Adventure': 54, 'Anime': 49, 'Casual': 48, 'Mystery': 42, 'Gore': 40, 'Nudity': 35, 'Violent': 34, 'Psychological Horror': 11, 'Hentai': 10}	Adventure, Casual	1069230	5
4G	4G	9517	371	29551	5341	9605	5791	0.0	0.0	English	{'Free to Play': 148, 'Idler': 124, 'Indie': 116, 'Clicker': 88, 'Adventure': 87, 'Simulation': 75, 'Funny': 70, 'RPG': 47, 'Singleplayer': 44, 'Casual': 43, 'Psychological Horror': 17, 'Story Rich': 16}	Adventure, Free to Play, Indie, Simulation	1147690	1
Chimeric	Pixeljam	9410	367	789	39	718	39	17.99	17.99	English, French, Russian, Simplified Chinese, Traditional Chinese, Japanese, Polish, Portuguese - Brazil, Korean, Spanish - Spain	"{'Action Roguelike': 176, 'Indie': 166, 'Space': 162, 'Rogue-lite': 146, 'Action': 144, 'Arcade': 144, 'Shooter': 132, 'Bullet Hell': 132, ""Shoot 'Em Up"": 125, 'Replay Value': 119, 'Early Access': 105, '2D': 98, 'Arena Shooter': 94, 'Great Soundtrack': 82, 'Rogue-like': 79, 'Singleplayer': 79, 'Retro': 78, 'Action RPG': 54, 'Colorful': 48, 'Casual': 29}"	Action, Indie, Early Access	858210	16
Tendershoot, Michael Lasch, ThatWhichIs Media	No More Robots	3135	82	463	0	505	0	19.99	19.99	English	"{""1990's"": 116, 'Simulation': 113, 'Point & Click': 84, 'Surreal': 73, 'Retro': 73, 'Alternate History': 62, 'Detective': 57, 'Great Soundtrack': 56, 'Atmospheric': 49, 'Funny': 48, 'Indie': 47, 'Singleplayer': 46, 'Puzzle': 46, 'Story Rich': 45, 'Psychedelic': 40, 'Interactive Fiction': 38, 'Adventure': 36, 'Mystery': 35, 'Psychological': 28, 'Fantasy': 17}"	Simulation	844590	1
peropero	hasuhasu	81156	4681	783	71	176	77	2.99	2.99	Japanese, Simplified Chinese, English, Traditional Chinese, Korean	{'Music': 773, 'Rhythm': 717, 'Anime': 546, 'Cute': 493, 'Sexual Content': 362, 'Female Protagonist': 361, 'Casual': 326, 'Great Soundtrack': 303, 'Singleplayer': 269, '2D': 241, 'Indie': 222, 'Action': 201, 'Colorful': 197, 'Difficult': 173, 'Funny': 152, 'Hentai': 145, 'Arcade': 138, 'Nudity': 102, 'Beautiful': 97, 'Mature': 75}	Action, Casual, Indie	774171	7
AsicxArt	SakuraGame	2905	82	215	0	257	0	1.99	1.99	English, Simplified Chinese, Traditional Chinese, Japanese	{'Visual Novel': 58, 'Indie': 51, 'Adventure': 45, 'Casual': 41, 'Anime': 40, 'Sexual Content': 36, 'Cute': 34}	Adventure, Casual, Indie, RPG	1038740	6
#workshop	NVLMaker	2480	66	164	0	164	0	3.99	3.99	English, Simplified Chinese, Traditional Chinese	{'Indie': 57, 'Casual': 57, 'Adventure': 52, 'Visual Novel': 28, 'Anime': 23, 'Romance': 22, 'Nudity': 17, 'Sexual Content': 12}	Adventure, Casual, Indie	944020	5
东方幕华祭制作组	东方幕华祭制作组	2025	48	513	0	766	0	12.99	12.99	Simplified Chinese, English, Japanese, Russian	"{'Bullet Hell': 74, 'Indie': 51, 'Faith': 44, ""Shoot 'Em Up"": 40, 'Great Soundtrack': 36, 'Anime': 26, 'Difficult': 24, 'Female Protagonist': 24, 'Singleplayer': 21, '2D': 13}"	Indie	1031480	5
OKYO GAMES	OKYO GAMES	5869	231	86	0	32	0	0.0	0.0	English, French, Spanish - Spain, Simplified Chinese, Portuguese - Portugal, Russian	{'Free to Play': 550, 'Rhythm': 147, 'Music': 127, 'Great Soundtrack': 106, 'Indie': 102, '2D': 98, 'Platformer': 83, 'Singleplayer': 73, 'Precision Platformer': 62, 'Minimalist': 55, 'Short': 50, 'Difficult': 49, 'Replay Value': 40, 'Score Attack': 36, 'Controller': 31, 'Hidden Object': 22, 'Casual': 10, '2D Platformer': 8}	Free to Play, Indie	1064610	11
Silver Dollar Games	Silver Dollar Games	3928	137	512	0	663	0	7.99	7.99	English	"{'Action': 102, 'Indie': 75, ""Beat 'em up"": 68, 'Casual': 64, 'Fast-Paced': 59, 'Martial Arts': 42, '2D': 40, 'Arcade': 32, '2D Fighter': 31, 'Mouse only': 21, 'Gore': 19, 'Singleplayer': 15, 'Violent': 15, 'Difficult': 13, 'Great Soundtrack': 12, 'Rhythm': 11, 'Fighting': 8, 'Funny': 5}"	Action, Casual, Indie	980300	1
Mismatch Studio, Nicky Case (Originally)	Mismatch Studio	3255	106	0	0	0	0	0.0	0.0	English	{'Violent': 43, 'Free to Play': 39, 'Indie': 39, 'Gore': 39, 'Casual': 33, 'Point & Click': 19, 'Funny': 16, 'Psychological Horror': 14, '2D': 12, 'Short': 8}	Casual, Indie	1103210	1
Dr PinkCake	Dr PinkCake	0	0	623	0	836	0	7.99	9.99	English	[]	Indie	1045520	1
scriptwelder	Armor Games Studios	1672	37	406	0	399	0	14.99	14.99	English, Polish, German	{'Adventure': 100, 'Indie': 94, 'Point & Click': 94, 'Pixel Graphics': 93, 'Post-apocalyptic': 91, 'Singleplayer': 65, 'Story Rich': 63, 'Choices Matter': 58, '2D': 48, 'Great Soundtrack': 44, 'Sci-fi': 44, 'Atmospheric': 44, 'Survival': 42, 'Mystery': 42, 'Puzzle': 32, 'Strategy': 25, 'Thriller': 23, 'Replay Value': 14, 'Retro': 5}	Adventure, Indie	611760	3
Hello There Games	Wired Productions	2782	86	221	0	286	0	4.99	19.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Swedish, Danish, Turkish	{'Casual': 103, 'Indie': 100, 'Music': 33, 'Rhythm': 31, 'Multiplayer': 13, '4 Player Local': 8, 'Local Multiplayer': 8, 'Electronic Music': 5}	Casual, Indie	986800	21
ArtPlay	505 Games	32153	1828	1085	61	1106	61	13.99	39.99	Japanese, English, French, Italian, German, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America	{'Metroidvania': 527, 'RPG': 362, 'Action': 336, 'Female Protagonist': 327, 'Adventure': 245, 'Anime': 238, 'Side Scroller': 213, '2.5D': 192, 'Platformer': 176, 'Great Soundtrack': 174, 'Dark Fantasy': 140, 'Gothic': 138, 'Exploration': 131, 'Singleplayer': 119, 'Crafting': 102, '2D': 87, 'Difficult': 64, 'Nudity': 55, 'Sexual Content': 36, 'Indie': 23}	Action, Adventure, RPG	692850	18
HIROKO IMAKI	Pujia8 Studio	944	11	0	0	0	0	0.0	0.0	English, Not supported, Simplified Chinese	{'Casual': 56, 'RPG': 55, 'Indie': 53, 'Female Protagonist': 20, 'Pixel Graphics': 17, 'Visual Novel': 12, 'Otome': 8, 'Anime': 7, 'Free to Play': 6}	Casual, Indie, RPG	1198320	5
Ryu Ga Gotoku Studio	SEGA	11722	575	1983	0	1773	0	19.99	19.99	English, Japanese	"{'Action': 309, 'Story Rich': 236, 'RPG': 161, ""Beat 'em up"": 160, 'Sexual Content': 136, 'Singleplayer': 134, 'Adventure': 132, 'Violent': 126, 'Open World': 121, 'Minigames': 119, 'Crime': 109, 'Great Soundtrack': 101, 'Comedy': 93, 'Third Person': 67, 'Funny': 64, 'Remake': 63, 'Action RPG': 61, 'Drama': 60, 'JRPG': 54, 'Anime': 15}"	Action, Adventure, RPG	927380	2
