developer	publisher	positive	negative	average_forever	average_2weeks	median_forever	median_2weeks	price	initialprice	languages	tags	genre	appid	num_lang
Modern Storyteller	Dear Villagers	7249	265	554	0	663	0	24.99	24.99	English, German, French, Spanish - Spain, Simplified Chinese, Russian, Japanese, Korean	{'Adventure': 244, 'Time Travel': 227, 'Mystery': 220, 'Exploration': 218, 'Indie': 213, 'Choices Matter': 211, 'Investigation': 207, 'RPG': 206, 'Story Rich': 198, 'First-Person': 189, 'Walking Simulator': 185, 'Multiple Endings': 179, 'Atmospheric': 177, 'Great Soundtrack': 153, 'Philosophical': 145, 'Remake': 141, 'Fantasy': 141, 'Open World': 130, 'Rome': 116, 'Silent Protagonist': 113}	Adventure, Indie, RPG	874260	11
Majorariatto	Majorariatto	1972	38	51	0	51	0	5.99	5.99	English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese	"{'Minigames': 271, 'Arcade': 264, 'Casual': 260, '2D': 258, 'Colorful': 253, 'Singleplayer': 252, 'Funny': 245, 'Platformer': 244, 'Side Scroller': 243, 'Action': 234, 'Pixel Graphics': 228, 'Family Friendly': 228, 'Score Attack': 224, 'Cute': 214, '2D Platformer': 201, 'Sports': 198, 'Runner': 195, 'Female Protagonist': 183, ""Shoot 'Em Up"": 182, 'Shooter': 178}"	Action, Casual, Indie	1268960	40
SOFTSTAR ENTERTAINMENT	SOFTSTAR ENTERTAINMENT	2808	71	326	0	547	0	4.99	4.99	Simplified Chinese, Traditional Chinese	{'RPG': 116, 'Story Rich': 116, 'Turn-Based Combat': 109, 'Singleplayer': 98, 'Fantasy': 96, '2D': 90, 'Retro': 89, 'Romance': 89, 'Drama': 78, 'Colorful': 73, 'Third Person': 68, 'Magic': 60, '2D Platformer': 44, 'Party-Based RPG': 37, 'Classic': 36, 'Female Protagonist': 31}	RPG	1546570	4
Freebird Games	Freebird Games	8615	344	193	0	219	0	9.99	9.99	English, Korean, Simplified Chinese, French, Italian, German, Spanish - Spain, Polish, Russian, Ukrainian, Portuguese - Portugal, Portuguese - Brazil	{'Story Rich': 241, 'Pixel Graphics': 235, 'Adventure': 232, 'RPG': 229, '2D': 225, 'Singleplayer': 216, 'Emotional': 214, 'Atmospheric': 210, 'Psychological': 208, 'Psychological Horror': 206, 'RPGMaker': 204, 'Comedy': 200, 'Mystery': 197, 'Casual': 194, 'Interactive Fiction': 190, 'Linear': 179, 'Cute': 170, 'Funny': 157, 'Retro': 145, 'Romance': 139}	Adventure, Indie, RPG	1182620	19
		0	0	0	0	0	0	0.0	0.0		[]		1625450	0
Wishes Ultd., Greg Lobanov, Alexis Dean-Jones, Lena Raine, Madeline Berger, A Shell in the Pit	Finji	2268	51	350	0	350	0	19.99	19.99	English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian	{'Indie': 183, 'Adventure': 161, 'RPG': 143, 'Great Soundtrack': 57, 'Cute': 56, 'Colorful': 54, 'Emotional': 53, 'Story Rich': 49, 'Puzzle': 35, 'Local Co-Op': 32, 'Funny': 31, 'Singleplayer': 25, 'Relaxing': 25, '2D': 19, 'LGBTQ+': 18, 'Metroidvania': 16, 'Co-op': 14, 'Casual': 13, 'Psychological Horror': 9}	Adventure, Indie, RPG	1123450	11
OpenTTD	OpenTTD	9070	378	0	0	0	0	0.0	0.0	English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese	{'Simulation': 247, 'Building': 226, 'Free to Play': 220, 'Sandbox': 206, 'Trains': 181, 'Economy': 175, 'Management': 168, 'Transportation': 144, 'Multiplayer': 143, 'Resource Management': 128, 'Moddable': 120, 'Singleplayer': 113, 'City Builder': 112, '2D': 109, 'Isometric': 102, 'Strategy': 84, 'Online Co-Op': 82, 'Co-op': 68, 'Casual': 65, 'Indie': 63}	Casual, Free to Play, Indie, Simulation	1536610	40
Landfall	Landfall	16986	816	447	226	294	226	5.99	5.99	English	{'Multiplayer': 688, 'Fighting': 661, 'Local Multiplayer': 650, '2D Fighter': 647, 'Deckbuilding': 634, 'Action': 621, 'Rogue-lite': 616, 'Indie': 611, 'Physics': 610, 'Card Battler': 600, '2D': 583, 'Roguelike Deckbuilder': 573, 'Card Game': 566, 'PvP': 565, 'Platformer': 556, 'Side Scroller': 547, 'Party Game': 539, '2D Platformer': 538, 'Arcade': 536, 'Twin Stick Shooter': 519}	Action, Indie	1557740	1
Zero Creation Games	Zero Creation Games, Fun Quarter	4318	144	8	0	12	0	9.09	13.99	Simplified Chinese, Traditional Chinese, English	{'Adventure': 173, 'Mystery': 173, 'Multiple Endings': 170, 'Investigation': 162, 'Interactive Fiction': 157, 'Story Rich': 155, 'Visual Novel': 154, 'Word Game': 149, 'Dating Sim': 143, 'Anime': 124, 'Indie': 110, 'Singleplayer': 109, 'Casual': 96, '2D': 93, 'Romance': 86, 'Drama': 85, 'Mature': 83, 'Dark': 75, 'Time Management': 57, 'FPS': 54}	Adventure, Casual, Indie, RPG	1506980	5
		0	0	31	0	27	0	0.0	0.0		[]		1481400	0
Akaba Studio	Akaba Studio	19841	988	106	0	100	0	1.99	1.99	English, Japanese, Traditional Chinese, Italian, Spanish - Spain, Russian, Portuguese - Brazil, Polish, Korean, French, German, Simplified Chinese	{'Romance': 184, 'Dating Sim': 182, 'Choices Matter': 170, 'Story Rich': 164, 'Great Soundtrack': 162, 'Visual Novel': 151, 'Multiple Endings': 145, 'Cute': 141, 'Beautiful': 121, 'Simulation': 113, 'Casual': 105, 'Indie': 96, 'RPG': 83, 'Adventure': 81, 'Early Access': 71, 'Interactive Fiction': 63, 'Puzzle': 58, '2D': 54, 'Stylized': 50, 'Anime': 48}	Adventure, Indie, RPG, Simulation	939400	18
Sewer Cat, Heavy Sheep	Sewer Cat	2832	83	526	0	664	0	2.99	2.99	English, Portuguese - Brazil	{'Difficult': 277, 'Arcade': 263, '2D': 262, 'Cute': 256, 'Action-Adventure': 256, 'Pixel Graphics': 251, 'Funny': 249, 'Anime': 246, 'Action': 244, 'Colorful': 237, 'Adventure': 232, 'Souls-like': 228, 'Co-op': 226, 'Singleplayer': 225, 'Indie': 224, 'Multiplayer': 211, 'Local Multiplayer': 206, 'Platformer': 201, 'Procedural Generation': 198, 'Atmospheric': 188}	Action, Adventure, Casual, Indie, Racing	584640	4
Exit Plan Games	Untold Tales	2408	65	965	0	1659	0	21.99	21.99	English, French, German, Polish, Russian, Portuguese - Brazil, Spanish - Spain, Simplified Chinese, Japanese, Korean, Turkish	{'Early Access': 433, 'Adventure': 393, 'Action': 382, '3D Platformer': 369, 'Cute': 355, 'Singleplayer': 354, 'Family Friendly': 352, 'Casual': 348, 'Colorful': 337, 'Platformer': 335, 'Cartoony': 332, 'Funny': 324, 'Atmospheric': 323, 'Collectathon': 320, 'Multiplayer': 317, 'Memes': 311, 'Exploration': 309, 'PvE': 299, 'Comedy': 292, '3D': 292}	Action, Adventure, Casual, Indie, Early Access	1227650	16
上海アリス幻樂団	Mediascape Co., Ltd.	1622	33	142	0	142	0	14.99	14.99	English, Not supported, Japanese	"{'Bullet Hell': 91, ""Shoot 'Em Up"": 87, 'Action': 86, 'Shooter': 70, 'Faith': 70, 'Singleplayer': 67, 'Great Soundtrack': 65, 'Cute': 57, 'Indie': 55, 'Female Protagonist': 44, 'Difficult': 42, 'Rogue-lite': 24, 'Anime': 22, 'Arcade': 9, '2D': 8}"	Action, Indie	1566410	4
		0	0	11	0	12	0	0.0	0.0		[]		1800730	0
		0	0	0	0	0	0	0.0	0.0		[]		1511860	0
		0	0	61	0	84	0	0.0	0.0		[]		1580970	0
So Far So Good	So Far So Good	2321	64	67	0	103	0	4.99	4.99	English, French, Italian, German, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Thai, Turkish, Vietnamese	{'Casual': 77, 'Rhythm': 57, 'Cartoony': 49, '2D': 47, 'Stylized': 43, 'Audio Production': 42, 'Family Friendly': 36, 'Music-Based Procedural Generation': 32, 'Relaxing': 31, 'Singleplayer': 30, 'Music': 29, 'Indie': 27, 'Education': 25, 'Minimalist': 20, 'Great Soundtrack': 7}	Casual, Indie	1545450	24
semiwork	semiwork	1873	45	239	0	356	0	14.99	14.99	English, Swedish	{'Early Access': 355, 'Action Roguelike': 322, 'Top-Down Shooter': 308, 'Bullet Hell': 304, 'Procedural Generation': 301, 'Exploration': 300, 'Pixel Graphics': 295, 'Colorful': 290, 'Hunting': 280, 'Shooter': 277, 'Cartoony': 274, 'Perma Death': 274, 'Action-Adventure': 270, 'Rogue-like': 267, 'Difficult': 252, 'Top-Down': 243, '2D': 242, 'Cute': 227, 'Action': 219, 'Loot': 219}	Action, Adventure, Indie, Early Access	1304680	2
Chris Nordgren, Jordi Roca	Foreign Gnomes, Surefire.Games	9772	453	490	1	520	1	9.99	9.99	English, Simplified Chinese, Japanese, French, Traditional Chinese, Italian, German, Spanish - Spain, Russian, Korean, Portuguese - Brazil	{'Great Soundtrack': 257, 'Music': 235, 'Story Rich': 208, 'Singleplayer': 190, '2D': 188, 'Psychedelic': 185, 'Bullet Hell': 184, 'RPG': 171, 'Pixel Graphics': 171, 'Surreal': 166, 'Rhythm': 149, '2.5D': 144, 'Action-Adventure': 142, 'Colorful': 140, 'Multiple Endings': 131, 'Indie': 126, 'Action': 125, 'Level Editor': 115, 'Adventure': 111, 'Epic': 61}	Action, Adventure, Indie, RPG	1229380	17
Maxim Karpenko	Maxim Karpenko	22223	1202	1109	253	428	460	19.99	19.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish, Danish, Dutch, Polish, Portuguese - Brazil, Swedish, Thai, Ukrainian, Arabic, Czech, Finnish, Greek, Hungarian, Norwegian, Romanian, Vietnamese	{'Early Access': 565, 'God Game': 513, 'Sandbox': 506, 'Pixel Graphics': 461, 'Simulation': 431, 'Colony Sim': 388, 'Life Sim': 351, 'Destruction': 346, 'Building': 331, 'Political Sim': 313, 'Artificial Intelligence': 313, 'Fantasy': 299, 'Indie': 291, 'Medieval': 284, 'Procedural Generation': 267, 'Management': 264, 'Relaxing': 262, 'Mythology': 239, 'Politics': 239, 'Idler': 236}	Indie, Simulation, Early Access	1206560	35
Eidos-Montréal	Eidos Interactive Corp.	25619	1416	879	455	862	597	59.99	59.99	English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese	{'Singleplayer': 120, 'Story Rich': 115, 'Action': 113, 'Action-Adventure': 100, 'Third-Person Shooter': 98, 'Choices Matter': 89, 'Exploration': 89, 'Superhero': 89, 'Adventure': 84, 'Space': 82, 'Comedy': 82, 'Sci-fi': 81, 'Shooter': 80, 'Cinematic': 63, 'Atmospheric': 58, 'Great Soundtrack': 54, 'Aliens': 51, 'RPG': 37, 'Violent': 32, 'Realistic': 30}	Action, Adventure	1088850	23
Live Wire, Adglobe	Binary Haze Interactive	23326	1295	700	0	559	0	24.99	24.99	English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese	{'Metroidvania': 609, 'Female Protagonist': 495, 'Dark Fantasy': 447, 'Souls-like': 441, 'Singleplayer': 392, 'Atmospheric': 339, 'Great Soundtrack': 310, '2D': 292, 'Difficult': 276, 'Indie': 275, 'Multiple Endings': 240, 'Dark': 229, 'Post-apocalyptic': 216, 'Medieval': 192, 'Action RPG': 192, 'Action': 180, 'Hand-drawn': 178, 'Anime': 136, 'Dragons': 121, 'Zombies': 111}	Action, Indie, RPG	1369630	17
Tarsier Studios	BANDAI NAMCO Entertainment	25506	1444	349	0	362	0	29.99	29.99	English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese	{'Horror': 539, 'Adventure': 453, 'Singleplayer': 392, 'Puzzle': 365, 'Dark': 344, 'Atmospheric': 324, 'Story Rich': 275, 'Psychological Horror': 267, 'Action-Adventure': 197, 'Stealth': 196, 'Puzzle-Platformer': 177, 'Indie': 158, 'Platformer': 155, 'Great Soundtrack': 149, 'Multiplayer': 126, '2.5D': 117, 'Thriller': 115, 'Action': 100, 'Violent': 70, 'Co-op': 60}	Adventure	860510	23
Worldwalker Games LLC	Worldwalker Games LLC, WhisperGames	14246	742	1178	0	537	0	24.99	24.99	English, Simplified Chinese, Portuguese - Brazil, German, Spanish - Latin America	{'Party-Based RPG': 272, 'Choices Matter': 247, 'Story Rich': 245, 'Turn-Based Tactics': 242, 'Character Customization': 229, 'Procedural Generation': 204, 'Fantasy': 189, 'Tactical RPG': 187, 'Hand-drawn': 160, 'Rogue-lite': 160, 'Turn-Based Strategy': 156, 'Emotional': 149, 'RPG': 142, 'Turn-Based': 129, 'Comic Book': 128, 'Moddable': 120, 'Indie': 114, 'Strategy': 108, 'Singleplayer': 94, '2.5D': 82}	Indie, RPG, Strategy	763890	11
Duoyi Games	Duoyi Games	80192	5169	2415	160	1313	214	19.99	19.99	English, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Spanish - Spain, German, Russian, Japanese, Portuguese - Portugal, Portuguese - Brazil, Thai, Vietnamese, Korean, French, Italian, Turkish, Polish, Indonesian	{'FPS': 448, 'Rogue-lite': 445, 'Online Co-Op': 412, 'Co-op': 408, 'Rogue-like': 404, 'Multiplayer': 369, 'Looter Shooter': 249, 'Indie': 236, 'Action': 224, 'Adventure': 201, 'RPG': 195, 'Shooter': 181, 'Action Roguelike': 174, 'First-Person': 154, 'Dungeon Crawler': 142, 'Early Access': 128, 'Replay Value': 125, 'Singleplayer': 106, 'Fast-Paced': 88, 'Loot': 61}	Action, Adventure, Indie, RPG	1217060	29
Gal Mamalya	Second Maze	2515	81	0	0	0	0	0.0	0.0	English	{'Free to Play': 169, 'Surreal': 159, 'Choices Matter': 150, 'Choose Your Own Adventure': 147, 'Point & Click': 141, 'Exploration': 138, 'Psychological Horror': 131, 'Funny': 130, '2D': 128, 'Mystery': 127, 'Multiple Endings': 125, 'Comedy': 118, 'Casual': 116, 'Atmospheric': 109, 'Adventure': 102, 'Singleplayer': 68, 'Indie': 55}	Adventure, Indie	1516240	1
		0	0	0	0	0	0	0.0	0.0		[]		1722570	0
		0	0	0	0	0	0	0.0	0.0		[]		1754720	0
		0	0	522	30	379	44	0.0	0.0		[]		1419170	0
Mechanistry	Mechanistry	17077	980	1843	888	885	1146	24.99	24.99	English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Italian, Japanese, Korean, Ukrainian	{'Early Access': 591, 'City Builder': 537, 'Colony Sim': 505, 'Base-Building': 486, 'Survival': 464, 'Building': 451, 'Management': 428, 'Resource Management': 406, 'Automation': 357, 'Sandbox': 354, 'Economy': 342, 'Singleplayer': 339, 'Post-apocalyptic': 331, 'Agriculture': 311, 'Strategy': 301, 'Level Editor': 272, '3D': 266, 'Science': 261, 'Top-Down': 244, 'Voxel': 213}	Indie, Simulation, Strategy, Early Access	1062090	17
011 Games	011 Games	2124	70	323	0	454	0	5.99	5.99	English, Simplified Chinese	{'Rogue-lite': 182, 'Bullet Hell': 172, 'Minimalist': 167, 'Replay Value': 161, 'Rogue-like': 159, 'Action Roguelike': 154, 'Casual': 154, 'Arena Shooter': 151, '2D': 146, 'Relaxing': 140, 'PvE': 137, 'Shooter': 136, 'Funny': 130, 'Stylized': 130, 'Physics': 126, 'Singleplayer': 125, 'Abstract': 117, 'Strategy': 112, 'Early Access': 96, 'Action': 92}	Action, Casual, Indie	1255650	3
落叶岛项目组, 橘子班	NVLMaker	9020	471	811	211	1021	211	10.99	10.99	English, Not supported, Simplified Chinese	{'Capitalism': 502, 'Visual Novel': 478, 'Dating Sim': 446, 'Simulation': 446, 'Story Rich': 437, 'Anime': 434, 'Cute': 417, 'Life Sim': 405, 'Tactical': 402, 'RPG': 397, 'Romance': 396, 'Multiple Endings': 388, '2D': 379, 'Casual': 369, 'Fantasy': 356, 'Adventure': 351, 'Singleplayer': 348, 'Time Management': 340, 'Management': 338, 'Indie': 327}	Adventure, Indie, Simulation	1111460	5
DU&I	DU&I	776	10	88	0	88	0	2.99	2.99	English, German, Spanish - Spain, Greek, Japanese, Portuguese - Portugal, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Korean, Polish, Russian, French, Norwegian, Finnish, Swedish, Czech, Dutch, Ukrainian, Turkish, Arabic	{'Casual': 108, 'Cozy': 101, 'Dog': 100, 'Wholesome': 95, 'Relaxing': 91, 'Puzzle': 88, 'Cute': 85, '2D': 82, 'Colorful': 77, 'Hand-drawn': 75, 'Family Friendly': 73, 'Singleplayer': 71, 'Cartoony': 68, 'Memes': 64, 'Minimalist': 63, 'Stylized': 61, 'Atmospheric': 58, 'Comedy': 55, 'Funny': 53, 'Indie': 53}	Casual, Indie	1597730	31
KAIJYU-09	KAIJYU-09	1650	48	273	0	273	0	24.99	24.99	English, Japanese, Traditional Chinese, Spanish - Spain, Simplified Chinese, French, Vietnamese, Korean	{'LGBTQ+': 406, 'Visual Novel': 303, 'Nudity': 249, 'Choices Matter': 245, 'Story Rich': 207, 'Sexual Content': 203, 'Fantasy': 195, 'Drama': 193, 'Dragons': 192, 'Choose Your Own Adventure': 185, 'Text-Based': 166, 'Adventure': 157, 'Cute': 149, 'Casual': 145, 'Anime': 142, '2D': 141, 'Colorful': 108, 'Hand-drawn': 97, 'Simulation': 97, 'Singleplayer': 78}	Adventure, Casual, Simulation	1510030	12
Business Goose Studios	Business Goose Studios	845	13	80	0	80	0	9.99	9.99	English, Simplified Chinese, German, Spanish - Spain, Japanese, Dutch, Portuguese - Portugal, Polish, French, Swedish, Italian	{'Casual': 151, 'Puzzle': 148, 'Hidden Object': 142, 'Indie': 138, 'Exploration': 132, 'Relaxing': 130, 'Singleplayer': 127, '3D': 124, 'Minimalist': 118, 'Isometric': 110, 'Cute': 106, 'Colorful': 96, 'Top-Down': 87, 'Fantasy': 77, 'Atmospheric': 65, 'Physics': 57, 'Linear': 54, 'Strategy': 30, 'Great Soundtrack': 27, 'Beautiful': 13}	Casual, Indie	1333910	16
Pixile	Modus Games	33730	2157	583	52	119	72	0.0	0.0	English, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil	{'Battle Royale': 319, 'Free to Play': 264, 'Cute': 258, 'Multiplayer': 236, 'Casual': 231, 'Online Co-Op': 204, 'Funny': 203, 'Massively Multiplayer': 203, 'Shooter': 202, 'Character Customization': 197, 'Co-op': 196, 'Top-Down Shooter': 188, 'Indie': 183, 'Action': 182, 'Lore-Rich': 174, 'PvP': 172, 'Survival': 171, 'Colorful': 171, 'Family Friendly': 169, 'Adventure': 164}	Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer	843380	21
Klei Entertainment	Klei Entertainment	12036	674	1606	0	592	0	19.99	19.99	English, Simplified Chinese, Traditional Chinese, French, German, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Spanish - Spain	{'Card Battler': 265, 'Rogue-lite': 260, 'Deckbuilding': 250, 'RPG': 239, 'Choices Matter': 238, 'Turn-Based': 223, 'Story Rich': 221, 'Card Game': 219, 'Dark Humor': 200, 'Strategy': 200, 'Rogue-like': 196, 'Turn-Based Combat': 181, '2D': 177, 'Comic Book': 174, 'Choose Your Own Adventure': 163, 'Multiple Endings': 155, 'Singleplayer': 152, 'Hand-drawn': 146, 'Sci-fi': 143, 'Atmospheric': 139}	Indie	601840	17
Saga Planets	NekoNyan Ltd., HIKARI FIELD	1279	32	516	0	762	0	34.99	34.99	English, Japanese, Simplified Chinese, Traditional Chinese	{'Casual': 77, 'Visual Novel': 75, 'Sexual Content': 71, 'Dating Sim': 66, 'Nudity': 56, 'Romance': 53, '2D': 45, 'Anime': 44, 'Cute': 44, 'Simulation': 39, 'Story Rich': 35, 'Choices Matter': 34, 'Funny': 34, 'Multiple Endings': 31, 'Singleplayer': 25, 'Narration': 25, 'Hentai': 23, 'FPS': 11, 'NSFW': 10}	Casual, Simulation	1277940	6
Yangyang Mobile	Yangyang Mobile	844	14	30	0	30	0	7.99	7.99	English, German, Russian, Simplified Chinese, Traditional Chinese	{'Visual Novel': 77, 'LGBTQ+': 65, 'Female Protagonist': 50, 'Indie': 35, 'Adventure': 34, 'Casual': 34, 'Anime': 31, 'Sexual Content': 31, 'Story Rich': 20, 'Romance': 15}	Adventure, Casual, Indie	578540	7
Silver Lining Studio	Akupara Games, Akatsuki Taiwan Inc.	4124	187	114	0	121	0	12.99	12.99	English, Traditional Chinese, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese	{'Atmospheric': 671, 'Singleplayer': 581, 'Story Rich': 534, 'Puzzle': 532, 'RPG': 527, 'Exploration': 518, 'Female Protagonist': 517, 'First-Person': 513, 'Anime': 513, 'Relaxing': 510, 'Narrative': 504, 'Interactive Fiction': 499, 'Cute': 486, 'Point & Click': 480, 'Clicker': 479, 'Hidden Object': 465, 'Hand-drawn': 463, 'Cinematic': 453, 'Drama': 451, '360 Video': 441}	Adventure, Casual, Indie	1634150	14
		0	0	0	0	0	0	0.0	0.0		[]		1808800	0
Monstars Inc., Resonair, Stage Games	Enhance	5043	245	627	48	250	48	39.99	39.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Thai, Traditional Chinese	{'Puzzle': 225, 'Casual': 221, 'Colorful': 190, 'Abstract': 179, 'Psychedelic': 178, 'VR': 176, 'Stylized': 153, 'Controller': 142, 'PvP': 128, 'Score Attack': 115, 'Co-op': 102, 'Tutorial': 102, 'Local Co-Op': 83, 'Local Multiplayer': 70, 'Multiplayer': 63, 'Great Soundtrack': 56, 'Singleplayer': 45, 'Online Co-Op': 37, 'Indie': 37, 'Beautiful': 29}	Casual, Indie	1003590	14
OnlyCans Team	OnlyCans Team	0	0	0	0	0	0	0.0	0.0	English	[]	Free to Play, Indie, Simulation	417360	1
Aluba Studio	Aluba Studio	11461	672	558	0	610	0	9.99	9.99	Simplified Chinese, English, Traditional Chinese	{'Simulation': 250, 'RPG': 209, 'Puzzle': 194, 'Hacking': 171, 'Indie': 170, 'Mystery': 141, 'Singleplayer': 82, 'Crime': 78, 'Detective': 77, 'Immersive Sim': 73, 'Story Rich': 70, 'Cyberpunk': 59, '2D': 51, 'Atmospheric': 33, 'Casual': 29, 'Word Game': 26, 'Investigation': 24, 'Psychological Horror': 19, 'Early Access': 19, 'Linear': 18}	Indie, RPG, Simulation	1216710	5
ωstar, Seikei Production	Seikei Production	2395	95	246	0	330	0	29.99	29.99	Simplified Chinese	{'FPS': 930, 'Sexual Content': 559, 'Shooter': 390, 'Visual Novel': 355, 'Story Rich': 290, 'Anime': 272, 'Interactive Fiction': 264, 'Thriller': 183, '2D': 170, 'RPG': 165, 'Fantasy': 145, 'Singleplayer': 141, 'Mystery': 137, 'World War II': 129, '2D Platformer': 122, 'Family Friendly': 113, 'Adventure': 108, 'Action': 93, 'Indie': 92, 'Atmospheric': 56}	Adventure, Indie	1310990	2
Lily Spinel	HUBLOTS, mirai works	681	10	218	0	218	0	16.99	16.99	English, Simplified Chinese, Traditional Chinese, Japanese	{'Adventure': 69, 'Visual Novel': 61, 'LGBTQ+': 61, 'Female Protagonist': 56, 'Dating Sim': 50, 'Choose Your Own Adventure': 39, 'Anime': 38, '2D': 36, 'Cute': 34, 'Romance': 31, 'Multiple Endings': 18, 'Singleplayer': 17, 'Nudity': 5}	Adventure	1637370	6
Siactro	Siactro	680	10	39	0	39	0	0.99	0.99	English	"{'Action': 420, 'Adventure': 390, 'Platformer': 389, '3D Platformer': 388, 'Action-Adventure': 385, 'Exploration': 366, 'Precision Platformer': 359, '3D': 354, '3D Vision': 339, 'Anime': 327, 'Cartoony': 323, 'Colorful': 314, 'Cute': 301, 'Pixel Graphics': 285, 'Psychedelic': 269, 'Third Person': 256, 'Stylized': 255, ""1990's"": 235, 'Old School': 216, 'Atmospheric': 194}"	Action, Casual, Indie	1722620	1
Lil Hentai Games	Lil Hentai Games	4270	208	119	0	147	0	1.99	1.99	English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Thai, Turkish, Traditional Chinese, Portuguese - Brazil, Hungarian	{'Hentai': 180, 'Nudity': 166, 'Puzzle': 132, 'Casual': 127, 'Sexual Content': 126, 'Anime': 114, 'RPG': 105, 'Cute': 100, 'Collectathon': 99, '2D': 95, 'Interactive Fiction': 92, 'Choices Matter': 90, 'Romance': 89, 'Dating Sim': 87, 'Colorful': 79, 'Hand-drawn': 74, 'Singleplayer': 67, 'Inventory Management': 65, 'Resource Management': 59, 'LGBTQ+': 52}	Casual, RPG	1504020	20
Snoozy Kazoo	Graffiti Games	8143	461	137	0	171	0	14.99	14.99	English, French, Italian, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Japanese	{'Indie': 119, 'Adventure': 116, 'Pixel Graphics': 111, 'Cute': 107, '2D': 94, 'Action': 86, 'Casual': 81, 'Singleplayer': 74, 'Crime': 60, 'Comedy': 49, 'Psychological Horror': 49, 'Great Soundtrack': 47, 'Memes': 39, 'Story Rich': 33, 'Top-Down': 30, 'Exploration': 27, 'Cartoony': 27, 'Puzzle': 27, 'Farming Sim': 26, 'RPG': 23}	Action, Adventure, Casual, Indie	1205450	15
a327ex	a327ex	3789	180	920	41	905	41	2.99	2.99	English	"{'Action Roguelike': 311, 'Rogue-lite': 303, 'Arena Shooter': 294, 'Top-Down Shooter': 288, ""Shoot 'Em Up"": 281, 'Deckbuilding': 275, 'Replay Value': 268, 'Arcade': 254, 'Shooter': 253, 'Action RPG': 232, '2D': 228, 'Action': 223, 'PvE': 213, 'Casual': 205, 'Physics': 183, 'Top-Down': 174, 'Relaxing': 150, 'Abstract': 136, 'Minimalist': 123, 'Class-Based': 102}"	Action, Casual, Indie	915310	1
WildMonkey	WildMonkey, Gamera Games	1313	40	134	0	142	0	2.99	2.99	Simplified Chinese	"{'Puzzle-Platformer': 49, 'Adventure': 43, 'Clicker': 43, 'Pixel Graphics': 41, 'Puzzle': 40, 'Story Rich': 40, 'Dark Humor': 37, 'Conversation': 30, 'Crime': 26, ""1990's"": 25, 'Indie': 24, 'Retro': 21, 'Singleplayer': 21}"	Adventure, Indie	1626890	2
Steelpan Interactive	Steelpan Interactive	959	23	955	0	1726	0	11.99	11.99	English, Dutch	{'Racing': 175, 'Driving': 161, 'Arcade': 159, 'Multiplayer': 157, 'Action': 151, 'Physics': 146, 'Level Editor': 144, 'PvP': 142, 'Sports': 141, 'Character Customization': 139, '4 Player Local': 136, '3D': 133, 'Cute': 125, 'Third Person': 121, 'Relaxing': 115, 'Funny': 107, 'Controller': 107, 'Indie': 101, 'Colorful': 87, 'Early Access': 86}	Action, Indie, Racing, Sports, Early Access	1440670	2
