;App_id;24_Hour_Peak;All_time_peak
908;1511670;5;44
909;944430;Invalid;Invalid
910;1696720;Invalid;Invalid
911;1368780;Invalid;Invalid
912;657000;Invalid;Invalid
913;1460830;Invalid;Invalid
914;1775550;57;108
915;978630;Invalid;Invalid
916;1098470;Invalid;Invalid
917;1393210;Invalid;Invalid
918;1506820;Invalid;Invalid
919;1810960;1;32
920;1306720;0;38
921;1740070;6;42
922;1813820;5;118
923;1638340;1;16
924;1109300;0;6
925;1522850;Invalid;Invalid
926;1555400;13;345
927;747660;229;11252
928;1660290;2;26
929;1098130;12;392
930;1510670;Invalid;Invalid
931;1774220;Invalid;Invalid
932;1784780;3;136
933;1590850;Invalid;Invalid
934;842180;21;1609
935;1283430;0;10
936;1655700;Invalid;Invalid
937;1391530;33;102
938;1147130;0;16
939;988310;0;6
940;1599080;1;50
941;1482430;Invalid;Invalid
942;1490490;Invalid;Invalid
943;1542860;Invalid;Invalid
944;1516080;2;223
945;1196440;Invalid;Invalid
946;1118240;33;815
947;346820;Invalid;Invalid
948;1449630;9;27
949;1023550;Invalid;Invalid
950;1222340;Invalid;Invalid
951;1714070;0;4
952;1840920;Invalid;Invalid
953;1253270;Invalid;Invalid
954;1387460;Invalid;Invalid
955;1574700;34;622
956;1139940;76;1144
957;1249210;Invalid;Invalid
958;1359630;Invalid;Invalid
959;1836310;0;15
960;1636700;Invalid;Invalid
961;1598010;Invalid;Invalid
962;1184760;7;329
963;1588380;4;187
964;1339000;6;140
965;1569180;Invalid;Invalid
966;1462430;Invalid;Invalid
967;1578060;Invalid;Invalid
968;1687150;0;7
969;1315160;Invalid;Invalid
970;1378020;7;19
971;982350;Invalid;Invalid
972;1678600;Invalid;Invalid
973;1741120;9;18
974;1184370;5510;46563
975;862440;4;185
976;1805930;0;24
977;1270850;Invalid;Invalid
978;1033950;11;133
979;1483870;1296;40450
980;1579120;0;5
981;949200;3;84
982;1592340;Invalid;Invalid
983;1418180;1;23
984;1580800;14;70
985;1543980;Invalid;Invalid
986;1463730;10;391
987;1395270;0;2
988;977880;45;12296
989;1343640;1;16
990;1079230;Invalid;Invalid
991;1511140;0;17
992;1466690;2;27
993;1418540;0;9
994;1645640;Invalid;Invalid
995;1656600;Invalid;Invalid
996;1577260;0;5
997;1078920;17;281
998;1749350;0;4
999;1752250;Invalid;Invalid
1000;1092140;Invalid;Invalid
1001;1561750;Invalid;Invalid
1002;1681480;Invalid;Invalid
1003;1651680;Invalid;Invalid
1004;1593350;1262;2117
1005;1284870;Invalid;Invalid
1006;1534180;Invalid;Invalid
1007;1602900;0;32
1008;1561910;Invalid;Invalid
1009;1212850;Invalid;Invalid
1010;1715690;0;10
1011;1745750;Invalid;Invalid
1012;1301210;882;5972
1013;1500600;Invalid;Invalid
1014;1591520;3;504
1015;1630590;5;25
1016;847680;Invalid;Invalid
1017;1016700;Invalid;Invalid
1018;1699960;Invalid;Invalid
1019;1712150;Invalid;Invalid
1020;1618230;7;254
1021;1585570;89;514
1022;1511460;74;491
1023;1492200;Invalid;Invalid
1024;1295260;0;4
1025;1581580;2;13
1026;1119730;624;3386
1027;1593730;0;6
1028;1120810;19;2037
1029;1062830;18;636
1030;1644720;Invalid;Invalid
1031;1795170;12;666
1032;1780690;Invalid;Invalid
1033;1192380;Invalid;Invalid
1034;1372530;103;593
1035;1424300;Invalid;Invalid
1036;1548400;2;15
1037;1694260;Invalid;Invalid
1038;1773410;Invalid;Invalid
1039;1316910;8;296
1040;1624830;0;18
1041;1550510;10;97
1042;1522820;312;13129
1043;1279260;Invalid;Invalid
1044;1586290;Invalid;Invalid
1045;1508680;7;861
1046;1635590;7;67
1047;1760020;Invalid;Invalid
1048;1783510;0;3
1049;1428370;Invalid;Invalid
1050;1539750;Invalid;Invalid
1051;1542840;0;2
1052;1593700;Invalid;Invalid
1053;1769510;Invalid;Invalid
1054;1316530;Invalid;Invalid
1055;1483470;0;2
1056;1502520;Invalid;Invalid
1057;1771200;Invalid;Invalid
1058;1436590;46;312
1059;1222750;7;35
1060;1338770;522;6961
1061;768450;2;66
1062;1523390;1;78
1063;1554400;Invalid;Invalid
1064;1647940;0;21
1065;1596850;Invalid;Invalid
1066;1485120;Invalid;Invalid
1067;1583390;Invalid;Invalid
1068;1482620;38;1819
1069;673910;Invalid;Invalid
1070;1163090;0;4
1071;1651780;0;19
1072;1438090;Invalid;Invalid
1073;1786640;0;11
1074;1231460;Invalid;Invalid
1075;1235800;Invalid;Invalid
1076;1338940;Invalid;Invalid
1077;1475440;Invalid;Invalid
1078;1519690;Invalid;Invalid
1079;1641020;Invalid;Invalid
1080;638990;8;264
1081;1204940;Invalid;Invalid
1082;1406000;Invalid;Invalid
1083;1409180;Invalid;Invalid
1084;1680500;Invalid;Invalid
1085;622680;Invalid;Invalid
1086;1529810;Invalid;Invalid
1087;989440;14;1584
1088;1590570;Invalid;Invalid
1089;1258790;Invalid;Invalid
1090;1071220;0;52
1091;714590;0;4
1092;1721270;0;6
1093;1695680;28;300
1094;1276750;Invalid;Invalid
1095;1577620;6;217
1096;1277510;5;223
1097;1211990;Invalid;Invalid
1098;1506260;0;32
1099;1534700;Invalid;Invalid
1100;1617450;Invalid;Invalid
1101;1736710;Invalid;Invalid
1102;1419290;Invalid;Invalid
1103;1568940;11;650
1104;1445980;Invalid;Invalid
1105;1454080;Invalid;Invalid
1106;1497820;2;21
1107;1660040;Invalid;Invalid
1108;1727660;Invalid;Invalid
1109;1728740;0;12
1110;673610;372;2719
1111;1257200;Invalid;Invalid
1112;1613190;Invalid;Invalid
1113;1114900;Invalid;Invalid
1114;1318240;0;7
1115;1524690;0;3
1116;1598210;0;3
1117;1611350;0;6
1118;1698520;Invalid;Invalid
1119;1153640;46;947
1120;1588570;Invalid;Invalid
1121;1585540;4;122
1122;1706820;1;9
1123;1736300;Invalid;Invalid
1124;1349040;9;2442
1125;1016600;32;1073
