,App_id,Review
239,1986880,9
240,1135810,9
241,1808400,9
242,1182900,9
243,1850550,9
244,1766740,9
245,1592670,9
246,1570010,9
247,1732750,9
248,2173570,9
249,1477070,9
250,1722520,9
251,1916970,6
252,1460220,9
253,1709170,9
254,2084930,9
255,1908670,9
256,1900340,9
257,1076130,9
258,1792250,9
259,2125770,9
260,2081460,9
261,1885750,9
262,1568540,9
263,1983000,9
264,1859470,6
265,2005660,9
266,1697700,9
267,1726400,9
268,1573630,9
269,1594940,9
270,1341290,6
271,1975180,9
272,1669420,9
273,896520,9
274,2124780,9
275,1399240,9
276,1909420,9
277,1896170,9
278,1918520,9
279,1028350,9
280,1373950,9
281,1865370,9
282,1783110,9
283,1769320,9
284,634410,9
285,2180300,9
286,1779560,9
287,1835440,9
288,987480,9
289,1721170,9
290,1771360,9
291,1829420,9
292,2099080,9
293,844670,9
294,1600500,9
295,2074480,9
296,2185770,9
297,1949740,9
298,1601280,9
299,2151290,9
300,1253920,9
301,1158160,9
302,1740850,9
303,1385380,9
304,1957990,9
305,1346720,9
306,1229240,9
307,704920,9
308,1182310,9
309,2098790,9
310,1862520,9
311,374190,9
312,1739070,9
313,1950570,9
314,2108600,9
315,2009720,9
316,1921780,9
317,1705180,9
318,1141580,9
319,1841390,9
320,2060480,9
321,1089630,9
322,1295920,9
323,2066020,9
324,1730590,9
325,2013900,9
326,1701190,9
327,1668690,9
328,1221250,9
329,1294420,9
330,1611410,9
331,2022180,9
332,837350,9
333,1469620,9
334,1893620,9
335,2022270,9
336,856890,9
337,1420810,9
338,1432050,9
339,1811950,9
340,1637730,9
341,1798780,9
342,887570,9
343,1129540,9
344,1571940,9
345,1918300,9
346,2102020,9
347,1371720,9
348,2092620,9
349,2106810,9
350,1940040,9
351,1776160,9
352,2160000,9
353,1846460,9
354,1718910,9
355,1789650,9
356,1932230,9
357,1840660,9
358,1697720,9
359,2197490,9
360,876160,9
361,1098280,9
362,1029650,9
363,1782120,9
364,1390190,9
365,1637320,9
366,2153330,9
367,1667320,9
368,1319460,9
369,1647550,9
370,1410640,9
371,1917920,9
372,1650590,9
373,1859280,9
374,1848960,9
375,1261220,9
376,1172800,9
377,2010250,9
378,1813150,9
379,2092750,9
380,1360390,3
381,1231880,9
382,889910,9
383,1353920,9
384,2184130,9
385,1967870,9
386,1608070,9
387,1245430,9
388,1714590,9
389,1970580,9
390,2089350,9
391,1462040,9
392,1866180,9
393,1929360,9
394,981430,9
395,1587130,9
396,2000150,9
397,2000280,9
398,1161580,9
399,1780370,9
400,1953060,9
401,1192440,9
402,1229390,9
403,1878570,9
404,1854980,9
405,1329500,9
406,287310,9
407,1136370,3
408,1069190,9
409,765480,9
410,2020860,9
411,1901490,9
412,1857650,9
413,1877960,9
414,2196980,9
415,1604030,9
416,1919550,9
417,2157110,9
418,992300,9
419,1897120,9
420,1988940,9
421,1787500,9
422,1016180,9
423,1890120,9
424,1669360,9
425,1927780,9
426,1031460,9
427,1996210,9
428,2097180,9
429,357330,9
430,1684100,9
431,2129490,9
432,1922560,9
433,1086850,9
434,1996420,9
435,1145130,9
436,1411740,9
437,1548940,9
438,1980390,9
439,1766010,9
440,1280930,9
441,1223870,9
442,2010420,9
443,1926680,9
444,1805200,9
445,2058150,9
446,1491490,9
447,1121640,9
448,2058950,9
449,1504340,9
450,968250,9
451,869480,9
452,1986760,3
453,1989990,9
454,1740680,9
455,2025610,9
456,1788780,9
457,1574240,9
458,261550,9
459,1861290,9
460,1297210,9
461,962130,9
462,1911390,9
463,2168600,9
464,1863080,9
465,1378800,9
466,1718130,9
467,1478160,9
468,1659420,9
469,2061440,9
470,1891700,9
471,1671280,9
472,1510460,9
473,2093900,9
474,2111060,9
475,1190170,9
476,2113050,9
477,2027550,9
478,1730260,9
479,2110460,9
480,2138700,9
481,1910680,9
482,1603410,9
483,2017370,9
484,2143770,9
485,1676130,3
486,1831250,9
487,1797680,9
488,1601340,9
489,1546400,9
490,1896880,9
491,1531490,9
492,1919750,9
493,1668190,9
494,1837330,9
495,1583230,9
496,1973710,9
497,852780,9
498,1533470,9
499,1352930,9
500,1341820,9
501,2050590,9
502,1946430,9
503,1059980,9
504,973230,9
505,1862270,9
506,1607130,9
507,1680550,9
508,1909810,9
509,1939790,9
510,2204230,9
511,1790490,9
512,1768280,9
513,1726760,9
514,793830,9
515,2001570,9
516,2025840,9
517,1485080,9
518,1102930,9
519,1935570,9
520,1978760,9
521,2245890,9
522,1807750,3
523,1907180,9
524,1742610,9
525,1622770,9
526,1731200,9
527,1977110,9
528,1688100,9
529,1818180,9
530,1968430,9
531,1880710,9
532,1709730,9
533,1572080,9
534,1829650,9
535,1886830,9
536,2009380,9
537,1936360,9
538,1410440,9
539,1645820,9
540,1874490,9
541,1744570,9
542,2081470,9
543,1941110,9
544,949290,9
545,2183010,9
546,1829470,9
547,1943950,9
548,1257660,9
549,1824080,9
550,2067760,9
551,1409530,9
552,1867740,9
553,2055540,9
554,1909290,9
555,1173820,9
556,1700870,9
557,525680,9
558,1582290,9
559,1974610,9
560,1284210,9
561,1961520,9
562,1853380,9
563,1114220,9
564,1324780,9
565,1773490,9
566,2063480,9
567,1914970,9
568,1490340,9
569,2152190,9
570,987840,9
571,2101220,9
572,1907060,9
573,903630,9
574,2088080,9
575,1611430,9
576,1373930,9
577,1515490,9
578,1409770,3
579,1131670,9
580,2025660,9
581,2099110,9
582,1879380,9
583,1906020,9
584,1956600,3
585,2196790,9
586,2182750,9
587,2084050,9
588,993110,9
589,1872860,9
590,1961950,9
591,1863540,7
592,1768920,9
593,1849310,9
594,1390410,9
595,1288900,9
596,1687940,9
597,1202130,9
598,1860850,9
599,833360,9
600,1920540,9
601,1573090,9
602,2138350,9
603,1855830,9
604,520010,9
605,1904980,3
606,2143340,9
607,1318970,9
608,1881800,9
609,1453490,9
610,1765780,9
611,1646350,9
612,2015700,9
613,1811740,9
614,1985250,9
615,1860570,9
616,1888660,9
617,1714420,9
618,1477590,9
619,1970980,9
620,1685750,9
621,1678430,9
622,685240,9
623,2063680,3
624,2095250,9
625,1808060,9
626,1702990,9
627,1399720,9
628,1788850,9
629,1108170,7
630,2105960,9
631,1904540,9
632,1734680,9
633,787510,9
634,1191770,7
635,1753270,9
636,1880490,7
637,2093760,9
638,1960270,9
639,1959480,6
640,1950440,9
641,2005210,9
642,1180130,9
643,1747890,9
644,1084600,9
645,1797930,9
646,2101350,9
647,1836160,9
648,2074890,9
649,2109010,9
650,1954640,7
651,2018640,9
652,1985360,9
653,2010530,9
654,611790,1
655,867210,9
656,1846630,9
657,1875950,9
658,2216960,9
659,1291010,9
660,2066250,9
661,2065330,9
662,2066950,7
663,2026520,9
664,1997040,9
665,1104450,1
666,1956370,9
667,1890480,9
668,1843030,9
669,1938850,9
670,1985240,7
671,2217440,7
672,1515900,9
673,1923680,9
674,2177620,9
675,1446780,9
676,1939560,2
677,1461600,9
678,1616280,9
679,2169800,9
680,2006140,9
681,1946550,9
682,1919470,9
683,1320490,9
684,1818750,1
685,2096600,9
686,1431230,1
687,1933740,9
688,1024160,9
689,1224840,7
690,1730000,7
691,1965800,9
692,1626460,9
693,1933640,9
694,1782600,9
695,1952760,9
696,1449200,9
697,1706210,9
698,1802850,9
699,1595510,9
700,1655890,7
701,2130000,9
702,1570980,9
703,1856900,9
704,2084010,9
705,1812390,9
706,1860760,9
707,2163810,9
708,1892850,9
709,2098350,9
710,1858530,9
711,2126870,9
712,1804270,9
713,1899620,9
714,2027360,9
715,1509510,9
716,1762480,9
717,1220010,9
718,1947300,9
719,2150700,7
720,1324530,9
721,1832050,9
722,1533680,9
723,2070390,9
724,2109640,9
725,1750200,9
726,1836120,9
727,1614270,9
728,1728660,9
729,1952910,9
730,2065000,9
731,2105660,9
732,334540,9
733,1603500,7
734,1872740,9
735,1938260,0
736,1218210,9
737,1637760,9
738,2004440,9
739,1709050,9
740,1949190,9
741,1919500,9
742,1839510,9
743,1841640,9
744,2092190,9
745,1640160,9
746,2066360,9
747,1945250,9
748,1907980,9
749,2157340,9
750,1911980,9
751,1910320,7
752,1885030,9
753,1879330,3
754,1881200,9
755,1483370,9
756,1708990,9
757,1896900,9
758,1987060,9
759,1380910,3
760,2076250,0
761,1763620,9
762,1829910,9
763,1860900,7
764,1084220,9
765,1714080,7
766,1843350,9
767,1819160,9
768,1712950,9
769,1957230,9
770,1301010,9
771,1755580,9
772,1707870,9
773,1097100,9
774,1850360,9
775,1929870,9
776,1808900,9
777,2096610,9
778,1808120,1
779,1491340,9
780,1899700,9
781,1704730,7
782,2197950,7
783,1156380,9
784,1727180,9
785,1508530,9
786,1452210,9
787,1844100,9
788,1627310,9
789,1491200,9
790,1843430,9
791,1247360,9
792,1248840,9
793,1755030,9
794,1468720,3
795,1850740,9
796,1297790,9
797,1886070,9
798,1629520,9
799,1881120,9
800,1915740,9
801,1581500,7
802,1709700,7
803,2023910,7
804,2076260,7
805,2114370,9
806,1259140,9
807,1492620,9
808,1877710,9
809,1799190,7
810,1853260,9
811,1898290,1
812,2168610,9
813,1815340,9
814,1779180,9
815,2063420,9
816,2083250,9
817,2140900,9
818,1931240,9
819,1908870,9
820,1347550,9
821,1879280,9
822,1930440,9
823,1876560,7
824,1996600,9
825,1844330,7
826,1968730,9
827,2098470,9
828,1882280,9
829,1702840,9
830,1944060,9
831,1605320,9
832,1701460,9
833,1372110,9
834,1812060,9
835,1779460,9
836,1902650,9
837,2004180,7
838,2089490,9
839,1901340,9
840,1587860,7
841,2135990,7
842,1748230,9
843,1853840,9
844,1873510,9
845,1885690,9
846,1767320,9
847,1949010,9
848,1862880,9
849,1493520,9
850,1990050,9
851,1184820,9
852,1384940,7
853,1629940,7
854,1737980,7
855,1983580,7
856,2163620,7
857,2190290,9
858,1232100,9
859,1543380,9
860,1847240,9
861,1777000,9
862,1603640,9
863,1811600,9
864,2094750,9
865,1550760,9
866,1829620,9
867,1757490,9
868,1170080,9
869,1973450,7
870,2090700,7
871,2025650,9
872,1474120,7
873,698700,9
874,1895860,9
875,1677570,9
876,1920660,9
877,285110,9
878,2062210,9
879,2026870,9
880,1393420,9
881,2054740,9
882,2214950,7
883,1934100,9
884,2185290,9
885,1881350,9
886,1809650,9
887,1552310,9
888,2113490,9
889,1608470,9
890,1750600,7
891,1770820,7
892,2093950,7
893,2127230,7
894,1674890,9
895,1937750,9
896,1345860,9
897,1743080,9
898,1981380,9
899,2175250,9
900,1489120,9
901,1905270,9
902,2137630,9
903,1233410,9
904,777470,9
905,1261300,7
906,1351140,7
907,1521810,9
908,2027530,9
909,1860550,9
910,1960590,9
911,1948620,9
912,1807080,9
913,1829640,9
914,1774890,7
915,2091790,7
916,2006330,9
917,1276070,9
918,1960920,1
919,1997080,9
920,1000700,9
921,2061230,9
922,2135500,9
923,1792270,7
924,1910260,7
925,1620540,9
926,1394480,7
927,1486080,9
928,2093420,9
929,1403020,9
930,1856480,9
931,886200,9
932,1512390,9
933,2167220,9
934,1658930,9
935,1705930,9
936,1818690,9
937,1514950,9
938,982290,9
939,2118130,9
940,1435470,9
941,2060550,9
942,1051350,7
943,1575070,7
944,1693310,7
945,1958400,7
946,1960400,7
947,2207520,7
948,1715730,9
949,1512480,9
950,1461920,9
951,1810270,7
952,1492730,9
953,1441550,9
954,1091320,9
955,1773700,9
956,2085920,9
957,1676910,9
958,2087290,9
959,1343240,9
960,1711420,9
961,1617580,9
962,1835870,9
963,1367490,9
964,2130540,1
965,1796060,7
966,1947350,7
967,2088680,7
968,1987080,9
969,1388870,9
970,2104790,9
971,1768550,9
972,1702830,9
973,1442670,9
974,1590190,7
975,1670870,9
976,1948430,9
977,1649080,9
978,2205950,9
979,1787760,9
980,2179380,9
981,2088520,9
982,1893860,9
983,1484620,9
984,1109680,9
985,1443630,7
986,1709070,7
987,1770830,7
988,720660,9
989,1815230,9
990,1843090,9
991,1354830,9
992,1856030,9
993,1658880,7
994,1965610,9
995,1966580,9
996,1851280,9
997,1851730,9
998,1883580,9
999,2088360,9
1000,1763050,9
1001,1454540,9
1002,1918040,9
1003,1413020,9
1004,1884990,9
1005,1960630,9
1006,2061750,9
1007,1766100,9
1008,1732330,9
1009,1512720,9
1010,2064580,9
1011,917140,7
1012,1206090,7
1013,1827600,7
1014,2145490,7
1015,1046790,9
1016,1945060,9
1017,2009800,9
1018,2165030,7
1019,1285060,9
1020,1393570,9
1021,1550730,9
1022,1033080,9
1023,1911560,7
1024,1890520,9
1025,1096140,9
1026,1044720,9
1027,1614360,0
1028,1390700,9
1029,1653050,9
1030,1961790,9
1031,1290880,9
1032,2222200,9
1033,1883570,7
1034,1935490,7
1035,1979320,7
1036,2213770,7
1037,1781030,9
1038,2176940,9
1039,1298140,9
1040,1315980,9
1041,747200,9
1042,1775110,9
1043,1647390,9
1044,1703930,7
1045,1709180,7
1046,1874810,7
1047,1927140,7
1048,2226780,7
1049,2228140,7
1050,1722840,9
1051,2015040,9
1052,1763190,9
1053,745920,1
1054,1394460,9
1055,1842050,9
1056,1865680,7
1057,861650,9
1058,1772820,3
1059,1999170,9
1060,1933980,9
1061,1849040,9
1062,1862940,9
1063,1750710,9
1064,1012110,9
1065,1998330,9
1066,567590,7
1067,1054350,7
1068,1893020,7
1069,1948870,7
1070,1972740,7
1071,2012500,7
1072,2052680,7
1073,2062920,7
1074,1670120,9
1075,1749430,9
1076,2012440,9
1077,2163450,9
1078,1785000,9
1079,1985510,9
1080,2171920,9
1081,1674820,9
1082,1529160,7
1083,2175650,7
1084,1272320,3
1085,1885670,9
1086,2077870,9
1087,1067220,9
1088,1493730,9
1089,2103710,9
1090,1649630,9
1091,2111040,9
1092,1846920,9
1093,1928010,9
1094,685670,9
1095,1768780,9
1096,1800790,9
1097,1843880,7
1098,1865100,7
1099,1952740,7
1100,2022380,7
1101,2072170,7
1102,2083180,7
1103,1917450,9
1104,1968320,9
1105,1582410,7
1106,1725620,7
1107,1734250,7
1108,2158900,7
1109,2100050,9
1110,2016220,9
1111,1921740,9
1112,1696220,9
1113,1519010,7
1114,1683430,9
1115,1823710,9
1116,1887250,9
1117,1867530,3
1118,1894080,9
1119,1569200,9
1120,1822710,9
1121,2144350,9
1122,1679220,9
1123,1811430,9
1124,1575450,9
1125,1658290,9
1126,1664670,9
1127,1929420,9
1128,1833300,9
1129,1978100,9
1130,2000300,7
1131,1428140,7
1132,1448840,7
1133,1999140,7
1134,1698030,9
1135,1747830,9
1136,1417890,9
1137,1745310,9
1138,1998050,9
1139,1227280,3
1140,1468160,9
1141,1239320,9
1142,1850270,9
1143,1865130,9
1144,1931690,9
1145,1975670,9
1146,1378990,9
1147,1346770,9
1148,2110510,9
1149,1810610,9
1150,848080,7
1151,1339110,7
1152,1465640,7
1153,1531620,7
1154,2027000,7
1155,2065800,7
1156,2169730,7
1157,1364210,9
1158,1826090,7
1159,1833560,7
1160,1994440,7
1161,2128530,7
1162,1892950,9
1163,1921760,9
1164,1858500,9
1165,1952170,9
1166,2021910,9
1167,1914740,7
1168,2081180,9
1169,2095180,9
1170,1966290,9
1171,2078290,9
1172,1829540,9
1173,1847390,9
1174,2162960,9
1175,1553120,9
1176,1494910,9
1177,1175840,7
1178,1898610,9
1179,1849820,9
1180,1639300,7
1181,2091370,7
1182,826540,9
1183,1917090,9
1184,1866430,9
1185,1497710,7
1186,1719690,7
1187,1869870,0
1188,1946990,7
1189,1989310,7
1190,2053360,7
1191,2173670,7
1192,1745690,9
1193,1211240,7
1194,1702980,9
1195,1863670,9
1196,1620720,9
1197,1956670,9
1198,2130680,7
1199,1760240,9
1200,2182690,7
1201,1240590,3
1202,1429500,1
1203,1859360,9
1204,1889640,9
1205,1671480,3
1206,1116880,9
1207,1988630,9
1208,2063500,9
1209,1867610,7
1210,2018830,7
1211,2017890,9
1212,2097540,9
1213,1986230,9
1214,1812090,9
1215,1862020,9
1216,1904610,9
1217,2061020,9
1218,1114290,9
1219,1839180,9
1220,1909800,7
1221,2128220,7
1222,2218420,7
1223,1588610,7
1224,1592360,7
1225,1616520,7
1226,1681010,7
1227,1741080,7
1228,1890550,7
1229,1939500,7
1230,1969850,7
1231,2112150,7
1232,2005950,9
1233,1642170,9
1234,1912460,9
1235,2152630,9
1236,1916930,9
1237,1556790,9
1238,1921560,9
1239,1886290,7
1240,2001970,7
1241,2077550,7
1242,997010,3
1243,1986310,9
1244,1843940,9
1245,951820,9
1246,1345440,7
1247,1846040,9
1248,2210780,7
1249,1266430,9
1250,1609730,9
1251,1763150,9
1252,1895920,9
1253,1590910,9
1254,347800,9
1255,1363680,7
1256,1655420,9
1257,1719550,7
1258,1874950,0
1259,1877000,7
1260,1926390,7
1261,1931060,7
1262,1943740,7
1263,1954020,7
1264,1959510,7
1265,2016540,7
1266,2158130,7
1267,1699860,9
1268,1631350,7
1269,1909220,7
1270,2059250,9
1271,1793030,9
1272,1929900,9
1273,1764810,7
1274,2002410,7
1275,1140150,9
1276,1599660,3
1277,1765560,9
1278,1689350,9
1279,1876350,7
1280,1964330,7
1281,1970060,7
1282,2019370,7
1283,1918130,9
1284,1550840,9
1285,1947530,9
1286,915230,9
1287,1574900,9
1288,1903730,9
1289,885510,9
1290,1482860,3
1291,2088040,9
1292,1151050,9
1293,1650860,9
1294,2073470,1
1295,1683340,9
1296,1975660,7
1297,1522080,9
1298,1714050,7
1299,1771440,7
1300,1807610,7
1301,1888800,7
1302,2020380,7
1303,2109620,7
1304,2116600,7
1305,2121190,7
1306,2166710,7
1307,1288410,7
1308,1492750,7
1309,1724120,7
1310,1909040,7
1311,2068280,9
1312,1540060,9
1313,1852380,7
1314,2118540,7
1315,1679700,9
1316,1817470,9
1317,2132480,9
1318,1617030,9
1319,1343670,9
1320,1928430,9
1321,2181720,9
1322,2007530,9
1323,1909770,9
1324,1047170,7
1325,1220100,7
1326,1865730,9
1327,2181640,9
1328,1080450,7
1329,1167680,9
1330,1985420,9
1331,1659040,9
1332,2081630,9
1333,1291540,9
1334,1666520,9
1335,1766390,9
1336,1783280,9
1337,1771990,7
1338,1905260,7
1339,1990370,7
1340,2189420,7
1341,1705580,7
1342,1771210,7
1343,1897320,7
1344,1982130,7
1345,2003660,7
1346,1141600,7
1347,1309090,7
1348,1550870,7
1349,1677380,7
1350,1856970,7
1351,1889650,7
1352,1934180,7
1353,1943370,7
1354,1973010,7
1355,1995470,7
1356,2086180,7
1357,2159180,7
1358,843810,9
1359,2194810,9
1360,916140,9
1361,1882240,9
1362,2158730,9
1363,2015240,9
1364,1751630,9
1365,1711610,9
1366,2222970,9
1367,1622780,9
1368,1228500,9
1369,1157390,9
1370,1610900,9
1371,2138780,9
1372,1564220,9
1373,1642010,7
1374,1678320,7
1375,1973040,7
1376,2118850,7
1377,1930640,3
1378,1748390,9
1379,789660,9
1380,1934800,9
1381,1665130,9
1382,2074910,9
1383,1550270,7
1384,1578500,7
1385,1767250,7
1386,2075050,7
1387,2176760,7
1388,1973700,9
1389,1846890,7
1390,1964310,7
1391,2076220,7
1392,2181430,9
1393,1923690,9
1394,1729300,9
1395,1857580,9
1396,1275600,7
1397,1452790,7
1398,1484130,7
1399,1673020,7
1400,1887050,0
1401,1920700,7
1402,1938290,7
1403,1967480,7
1404,2021050,7
1405,2023430,7
1406,2059480,7
1407,2185400,7
1408,1410710,9
1409,1964360,9
1410,1916310,9
1411,1861880,9
1412,2142710,9
1413,1660280,9
1414,1968040,9
1415,1693760,7
1416,1778720,7
1417,1907440,7
1418,1928370,7
1419,2018560,7
1420,830540,9
1421,1988190,9
1422,1932280,9
1423,1985930,9
1424,1489110,9
1425,1080040,7
1426,1581880,7
1427,2093280,7
1428,2156120,7
1429,1614550,1
1430,1009560,1
1431,1602010,9
1432,1861970,9
1433,1750770,9
1434,1961300,9
1435,1292040,9
1436,2066240,9
1437,1432390,9
1438,1682060,9
1439,1529220,7
1440,2017270,9
1441,1449070,9
1442,1906180,9
1443,2176270,9
1444,1875610,9
1445,1114950,7
1446,1878770,7
1447,2005800,7
1448,2124440,7
1449,1640320,9
1450,1951940,9
1451,2209190,9
1452,1820570,7
1453,1924910,9
1454,2015620,9
1455,1913490,9
1456,2055500,9
1457,1823930,9
1458,1828690,3
1459,2022090,9
1460,1087760,9
1461,1357220,7
1462,1612100,7
1463,1821340,7
1464,1863560,7
1465,2069110,7
1466,2125120,9
1467,1538730,9
1468,2106680,9
1469,1873030,9
1470,2024230,9
1471,2019830,9
1472,370060,9
1473,1851910,9
1474,2098290,9
1475,2146720,7
1476,1847510,9
1477,1383570,7
1478,1693950,7
1479,1761010,7
1480,1799950,9
1481,1945810,9
1482,1060230,9
1483,1155300,7
1484,1167150,7
1485,2231920,7
1486,2143950,9
1487,1324350,9
1488,1918880,7
1489,1927480,7
1490,1957590,7
1491,1978460,0
1492,1978850,7
1493,1996710,7
1494,2005320,7
1495,2014870,7
1496,2051590,7
1497,2077080,7
1498,2088670,7
1499,2105000,7
1500,2158510,7
1501,2125420,9
1502,1839540,0
1503,1964870,9
1504,2133930,9
1505,2144460,7
1506,1768270,9
1507,2122430,9
1508,1482870,7
1509,1662860,0
1510,1766000,7
1511,1841320,7
1512,1966440,7
1513,2019360,7
1514,2077430,7
1515,2089340,7
1516,2101110,7
1517,2122550,7
1518,1926620,3
1519,1975280,9
1520,853450,9
1521,1825340,9
1522,1599560,9
1523,2168870,9
1524,1732060,9
1525,1254130,9
1526,890550,9
1527,1632140,7
1528,1979120,7
1529,1755350,9
1530,1706850,9
1531,1282760,9
1532,1613670,9
1533,2061250,9
1534,2093250,9
1535,2121100,9
1536,1937720,9
1537,1920400,9
1538,1608660,9
1539,1403310,3
1540,1138100,9
1541,1918450,9
1542,1456470,7
1543,1662010,7
1544,1692340,7
1545,1710830,7
1546,1807500,7
1547,1869580,7
1548,1888590,7
1549,2073530,7
1550,2094730,7
1551,2105910,7
1552,2150760,0
1553,2186240,7
1554,2208060,7
1555,505460,3
1556,1412890,7
1557,1489300,7
1558,1883320,7
1559,1909330,7
1560,2019990,7
1561,2178170,9
1562,2179360,7
1563,1901200,9
1564,503770,9
1565,1577690,7
1566,1654800,7
1567,1705150,7
1568,1762400,7
1569,1830040,7
1570,1866990,7
1571,1885200,7
1572,1927930,7
1573,2111220,7
1574,839330,9
1575,1661640,7
1576,2165740,7
1577,2084110,9
1578,1271260,9
1579,2143010,9
1580,1869980,9
1581,1995680,7
1582,1767220,9
1583,1874720,9
1584,1240480,9
1585,1824220,9
1586,2062550,9
1587,1360940,9
1588,1383640,7
1589,1738890,7
1590,1860960,7
1591,1247860,7
1592,2101560,9
1593,2123120,9
1594,1907720,9
1595,865680,9
1596,1250900,7
1597,1786480,7
1598,1114380,7
1599,1299810,7
1600,2153770,9
1601,1327430,7
1602,1924590,7
1603,2245270,7
1604,2071530,9
1605,1974320,7
1606,2089920,7
1607,1461930,7
1608,1600220,7
1609,1798810,7
1610,1848350,7
1611,1848730,7
1612,1877440,7
1613,1921550,7
1614,1923070,7
1615,1937850,7
1616,1957210,7
1617,2077040,7
1618,2087470,7
1619,2093590,7
1620,1607200,9
1621,2021130,9
1622,957660,9
1623,1175460,9
1624,1881420,3
1625,1981500,9
1626,2055390,9
1627,1402020,1
1628,1811040,9
1629,1655960,7
1630,1813190,7
1631,2050540,7
1632,1716360,9
1633,1732390,7
1634,1088750,7
1635,1915210,9
1636,2117080,7
1637,1972820,9
1638,1532690,9
1639,1761290,9
1640,2006090,9
1641,2148320,9
1642,1833960,9
1643,1191260,9
1644,1588410,9
1645,1248450,7
1646,1694310,7
1647,2137560,7
1648,1643100,9
1649,2025750,9
1650,1351470,0
1651,1544000,7
1652,1778630,0
1653,1908680,7
1654,2142370,7
1655,2149870,7
1656,1594460,7
1657,2012160,9
1658,1322100,9
1659,1862960,9
1660,1992430,9
1661,1719240,7
1662,1809500,7
1663,1884300,7
1664,2086380,7
1665,2144390,7
1666,1524550,9
1667,1923670,9
1668,1478340,9
1669,1837690,7
1670,1964260,7
1671,1508980,7
1672,1683710,0
1673,1695400,7
