;appid;required_age;is_free;controller_support;dlc;metacritic;windows;mac;linux;platforms_num;recommendations;achievements;release_date;release_date_final
38;1504500;0;0.0;full;7.0;90.0;1.0;1.0;0.0;2.0;6354.0;40.0;2021-Aug-31;2021-08-31
39;1764390;0;0.0;full;2.0;;1.0;1.0;1.0;3.0;4772.0;48.0;2021-Oct-26;2021-10-26
40;1408230;0;0.0;;10.0;;1.0;0.0;0.0;1.0;2059.0;;2021-Jul-15;2021-07-15
41;1830840;0;1.0;;;;1.0;0.0;0.0;1.0;;;2021-Dec-19;2021-12-19
42;1407420;0;0.0;;1.0;;1.0;1.0;0.0;2.0;2024.0;10.0;2021-ep-7S;
43;1290490;0;1.0;full;1.0;;1.0;0.0;0.0;1.0;;3.0;2021-ay-7M;
44;1715460;0;1.0;;1.0;;1.0;0.0;0.0;1.0;;7.0;2021-Dec-17;2021-12-17
45;1727650;0;1.0;;;;1.0;0.0;0.0;1.0;;;2021-ep-4S;
46;1641270;0;1.0;;;;1.0;1.0;0.0;2.0;;7.0;2021-Jun-11;2021-06-11
47;1609230;0;0.0;full;4.0;;1.0;1.0;1.0;3.0;1044.0;141.0;2021-Jun-11;2021-06-11
48;1190000;0;0.0;;13.0;;1.0;0.0;0.0;1.0;18536.0;46.0;2021-Aug-11;2021-08-11
49;1161170;0;0.0;;2.0;;1.0;1.0;0.0;2.0;5142.0;29.0;2021-ep-9S;
50;1127500;0;0.0;full;;87.0;1.0;1.0;0.0;2.0;15407.0;115.0;2021-Jul21-20;
51;337320;0;0.0;full;1.0;;1.0;1.0;1.0;3.0;20395.0;30.0;2021-Jul-29;2021-07-29
52;874260;0;0.0;full;2.0;84.0;1.0;0.0;0.0;1.0;6907.0;40.0;2021-Jul-28;2021-07-28
