appid,new_date
866420,2018-06-12
500260,2018-02-13
467820,2018-08-09
993740,2018-12-20
591680,2018-09-27
794800,2018-05-17
630610,2018-09-14
670610,2018-02-12
680360,2018-02-05
764300,2018-05-08
624970,2018-03-01
761460,2018-09-13
779640,2018-08-10
766730,2018-02-14
798840,2018-03-01
527150,2018-04-06
746940,2018-12-17
904570,2018-11-15
738650,2018-09-18
873230,2018-06-25
865090,2018-10-11
869760,2018-06-05
581320,2018-12-12
750470,2018-04-18
741990,2018-08-31
840930,2018-05-14
561260,2018-08-03
633230,2018-08-30
932850,2018-11-30
393520,2018-01-23
947600,2018-10-17
808100,2018-03-16
837190,2018-08-14
971430,2018-12-07
676130,2018-05-03
846800,2018-07-06
696200,2018-02-23
414870,2018-05-01
744050,2018-02-13
816120,2018-05-08
828050,2018-10-25
646270,2018-09-18
883100,2018-09-06
489380,2018-06-18
508790,2018-08-02
994020,2018-12-26
772610,2018-01-15
249630,2018-02-01
970510,2018-11-28
611710,2018-10-31
820600,2018-04-09
779590,2018-02-01
831560,2018-10-16
701040,2018-06-08
788270,2018-02-23
811870,2018-09-18
552500,2018-03-08
931700,2018-09-18
992120,2018-12-31
955320,2018-11-17
913110,2018-09-18
806740,2018-11-01
532210,2018-09-26
742120,2018-09-04
719750,2018-08-02
779430,2018-02-28
869350,2018-07-19
928680,2018-10-29
821320,2018-04-13
794550,2018-12-04
909110,2018-10-01
795040,2018-02-17
828030,2018-04-15
722330,2018-02-08
867490,2018-07-10
940800,2018-12-12
978800,2018-12-28
918380,2018-08-10
775530,2018-02-01
787980,2018-02-14
890070,2018-07-26
841600,2018-04-24
800120,2018-03-07
934410,2018-10-02
927250,2018-12-18
728240,2018-07-17
891130,2018-08-03
988980,2018-12-14
873190,2018-06-19
808910,2018-11-16
851730,2018-05-16
822190,2018-09-25
895140,2018-09-12
658690,2018-11-08
817710,2018-08-16
843170,2018-05-09
891220,2018-08-13
733740,2018-02-12
921700,2018-10-12
460060,2018-07-03
680700,2018-01-23
757180,2018-04-04
501790,2018-05-24
716010,2018-06-01
839240,2018-05-17
789570,2018-05-17
835950,2018-11-06
899270,2018-10-02
925340,2018-10-15
745330,2018-02-20
547480,2018-06-19
856620,2018-08-01
464920,2018-03-15
720250,2018-04-03
837940,2018-06-08
818050,2018-10-01
368620,2018-09-25
795510,2018-07-13
685690,2018-03-08
573320,2018-09-19
766560,2018-03-09
910730,2018-09-28
817860,2018-06-14
945440,2018-12-18
885150,2018-10-10
750920,2018-09-14
778390,2018-10-29
862110,2018-05-29
747350,2018-07-31
836940,2018-05-04
590590,2018-02-05
391140,2018-01-22
774531,2018-03-30
862130,2018-07-13
928970,2018-10-19
976960,2018-12-06
935120,2018-10-01
887260,2018-06-21
880490,2018-06-30
648590,2018-09-06
815000,2018-03-09
914430,2018-09-05
858040,2018-09-13
783940,2018-03-07
855850,2018-05-17
816490,2018-03-22
708160,2018-09-21
897800,2018-07-26
574590,2018-05-18
979090,2018-12-07
646500,2018-05-24
886070,2018-07-26
918670,2018-09-13
952250,2018-10-10
808080,2018-05-24
396900,2018-11-06
935270,2018-10-18
842750,2018-09-06
937350,2018-10-09
674580,2018-04-07
652810,2018-05-30
931930,2018-10-09
312670,2018-08-28
802130,2018-06-21
832080,2018-05-02
934070,2018-09-12
514920,2018-12-20
883070,2018-10-18
848700,2018-07-20
794390,2018-02-20
870890,2018-08-09
873560,2018-09-28
509570,2018-02-15
929850,2018-11-15
781820,2018-05-31
542770,2018-07-13
774221,2018-01-11
735580,2018-11-08
761480,2018-01-04
812560,2018-03-27
626660,2018-08-07
700520,2018-05-30
840310,2018-05-10
589360,2018-03-23
732810,2018-05-21
671620,2018-02-22
838620,2018-11-08
796940,2018-02-15
441010,2018-02-23
671720,2018-02-08
742490,2018-03-22
668430,2018-04-13
883870,2018-11-20
857940,2018-08-17
703730,2018-01-13
899290,2018-08-16
853500,2018-05-22
809850,2018-04-02
648890,2018-12-14
434660,2018-03-20
634340,2018-03-19
525640,2018-04-02
913090,2018-11-01
676180,2018-06-20
581630,2018-03-21
916060,2018-10-26
737710,2018-06-15
885650,2018-06-28
887160,2018-07-06
963930,2018-12-15
553480,2018-03-27
894460,2018-10-05
819230,2018-03-28
851890,2018-07-20
640120,2018-06-27
594350,2018-09-27
889740,2018-08-07
948630,2018-10-11
772180,2018-01-18
206500,2018-03-30
788690,2018-04-19
946560,2018-11-20
897690,2018-08-03
668590,2018-03-05
552620,2018-12-19
764570,2018-01-16
361230,2018-04-10
745660,2018-02-01
932420,2018-09-12
793450,2018-03-16
986710,2018-12-07
718010,2018-09-20
846690,2018-07-16
800190,2018-03-15
802400,2018-05-22
379430,2018-02-13
725120,2018-09-12
822040,2018-11-01
852910,2018-12-20
648050,2018-09-17
759000,2018-03-17
342940,2018-03-13
889080,2018-09-25
791330,2018-02-23
772270,2018-03-01
853250,2018-06-05
968790,2018-12-06
916900,2018-12-12
798650,2018-02-28
677340,2018-10-24
567160,2018-06-18
893690,2018-12-26
936700,2018-09-28
335620,2018-08-01
663210,2018-01-12
831720,2018-05-24
899960,2018-10-23
607820,2018-10-30
837610,2018-07-19
539400,2018-05-16
720940,2018-06-07
637090,2018-04-24
967250,2018-11-05
949790,2018-10-10
826100,2018-04-06
287630,2018-03-13
765870,2018-11-07
776490,2018-01-11
752800,2018-10-25
806720,2018-03-01
929320,2018-10-03
886250,2018-11-08
773430,2018-11-02
693700,2018-05-21
838100,2018-04-24
887510,2018-07-17
984560,2018-12-12
667040,2018-07-03
812800,2018-03-13
861270,2018-10-19
789540,2018-03-06
986830,2018-12-24
955640,2018-11-15
617480,2018-04-12
978250,2018-12-18
637650,2018-03-06
778700,2018-04-13
574560,2018-06-01
708150,2018-02-02
890880,2018-07-22
815150,2018-04-18
977810,2018-11-30
610410,2018-01-30
555880,2018-02-06
878250,2018-06-21
986820,2018-12-13
875300,2018-07-06
565120,2018-02-20
883130,2018-09-27
813530,2018-03-17
781110,2018-01-26
969480,2018-12-14
787450,2018-03-27
576500,2018-08-16
871950,2018-07-03
681530,2018-08-31
797620,2018-02-21
710170,2018-01-29
695970,2018-08-17
623640,2018-02-27
964350,2018-11-01
780210,2018-02-06
802040,2018-04-08
606150,2018-05-29
416870,2018-02-08
420660,2018-02-14
546050,2018-02-27
918530,2018-09-20
893470,2018-09-18
740810,2018-11-01
915140,2018-08-27
817490,2018-03-16
668980,2018-07-31
842170,2018-05-14
885470,2018-07-24
700160,2018-07-24
811270,2018-07-19
841460,2018-10-09
817230,2018-06-08
706510,2018-11-08
819040,2018-07-05
831120,2018-04-20
949770,2018-11-06
733790,2018-08-17
847360,2018-09-14
742480,2018-04-20
617620,2018-05-18
691430,2018-04-27
436470,2018-12-10
829540,2018-04-06
758930,2018-05-22
739050,2018-01-11
857500,2018-10-31
908990,2018-11-17
802450,2018-11-29
922700,2018-10-19
837850,2018-08-03
914170,2018-08-29
598640,2018-10-17
709510,2018-05-16
923900,2018-12-05
936650,2018-10-12
742170,2018-05-31
923470,2018-08-29
857950,2018-11-27
785480,2018-04-26
598880,2018-03-07
630870,2018-04-24
853110,2018-05-29
895420,2018-08-30
859090,2018-06-01
759220,2018-09-17
803930,2018-10-22
761700,2018-08-10
943190,2018-10-03
854860,2018-12-07
928390,2018-11-28
752600,2018-01-31
810640,2018-07-19
809440,2018-06-15
794760,2018-03-09
562230,2018-02-27
620220,2018-05-24
779090,2018-10-31
835430,2018-07-30
747470,2018-05-08
619290,2018-03-22
742700,2018-06-01
820900,2018-04-20
854120,2018-12-12
906280,2018-08-14
930630,2018-11-16
382310,2018-02-06
618550,2018-01-05
705500,2018-05-08
503940,2018-01-26
794030,2018-07-11
820210,2018-04-30
873390,2018-07-17
937490,2018-09-29
953230,2018-10-26
770630,2018-02-22
873070,2018-06-16
879430,2018-07-21
959030,2018-10-30
818960,2018-10-10
605450,2018-10-02
840610,2018-05-11
857080,2018-09-17
751250,2018-02-05
773580,2018-03-12
839340,2018-04-18
824720,2018-04-11
865820,2018-11-15
718250,2018-03-15
892830,2018-08-30
504920,2018-04-25
792160,2018-02-14
798290,2018-06-29
782120,2018-02-02
803280,2018-12-06
892380,2018-10-31
791930,2018-02-13
359100,2018-03-13
818210,2018-07-10
785130,2018-03-13
777220,2018-01-18
352720,2018-08-28
829940,2018-04-04
628730,2018-06-30
820910,2018-06-28
858360,2018-10-16
544750,2018-10-18
510500,2018-10-18
559070,2018-11-16
958720,2018-11-22
813540,2018-06-08
688070,2018-02-20
961640,2018-11-14
984720,2018-12-07
982540,2018-12-14
628770,2018-02-01
759740,2018-11-30
716030,2018-12-10
411980,2018-12-17
794940,2018-02-26
894340,2018-08-28
800180,2018-05-08
816350,2018-03-30
643260,2018-05-04
788330,2018-11-08
865060,2018-12-19
886380,2018-11-02
889400,2018-11-21
893740,2018-07-19
646910,2018-06-29
946010,2018-10-16
851640,2018-10-13
695920,2018-03-06
569530,2018-12-18
952860,2018-11-15
670750,2018-03-01
853200,2018-12-24
998660,2018-12-26
748970,2018-04-10
618080,2018-01-31
622810,2018-06-15
652880,2018-02-06
701810,2018-04-04
739290,2018-03-07
917690,2018-10-20
705280,2018-06-06
780280,2018-02-23
524250,2018-08-17
584990,2018-03-14
658500,2018-10-04
854250,2018-05-17
913600,2018-10-04
780390,2018-09-28
788930,2018-02-28
861240,2018-06-06
922520,2018-08-28
966590,2018-11-12
562500,2018-05-23
790290,2018-02-15
925900,2018-12-04
892560,2018-07-25
894420,2018-11-16
839310,2018-04-29
747360,2018-06-07
833990,2018-05-14
867180,2018-08-23
885120,2018-07-26
720030,2018-02-09
801290,2018-03-26
759440,2018-08-01
772160,2018-01-17
765060,2018-04-20
889260,2018-09-10
925370,2018-12-17
963680,2018-11-05
834150,2018-09-14
863570,2018-09-13
590690,2018-02-08
957720,2018-12-06
861930,2018-07-26
740230,2018-02-07
797430,2018-09-15
993780,2018-12-21
740250,2018-05-04
782180,2018-07-27
899760,2018-10-16
831090,2018-04-19
944810,2018-12-05
749890,2018-02-27
790120,2018-02-20
813650,2018-06-06
356650,2018-08-14
854570,2018-12-28
821640,2018-05-16
792650,2018-02-15
762270,2018-02-02
916320,2018-12-21
416830,2018-04-26
916040,2018-08-31
836640,2018-11-12
809310,2018-11-13
930640,2018-11-09
704640,2018-08-03
886630,2018-07-16
366920,2018-05-03
640290,2018-02-23
646370,2018-01-19
818140,2018-05-22
822940,2018-04-19
838490,2018-04-24
920190,2018-08-24
621930,2018-02-08
948770,2018-11-09
711660,2018-03-07
786820,2018-02-12
800230,2018-02-20
846700,2018-06-19
892780,2018-09-07
947120,2018-11-15
812410,2018-04-13
595730,2018-01-19
926520,2018-10-24
654100,2018-11-29
897760,2018-08-09
738840,2018-02-05
758730,2018-10-23
850050,2018-05-13
682480,2018-05-02
851800,2018-10-12
459830,2018-09-18
777650,2018-02-02
783050,2018-02-08
515180,2018-06-13
673560,2018-06-08
490510,2018-11-27
811110,2018-08-31
879290,2018-08-16
995160,2018-12-22
561930,2018-06-17
845040,2018-07-27
955470,2018-11-30
953950,2018-11-13
974110,2018-11-28
990180,2018-12-22
821560,2018-04-04
799960,2018-09-06
780500,2018-06-19
552400,2018-03-20
778800,2018-06-14
819870,2018-05-14
927850,2018-09-15
849680,2018-06-07
602770,2018-12-10
736250,2018-04-13
573710,2018-01-15
620650,2018-04-24
904540,2018-11-16
704360,2018-05-17
823420,2018-04-07
885940,2018-09-27
750360,2018-06-06
912930,2018-11-09
942600,2018-11-12
551170,2018-04-18
935070,2018-10-15
692100,2018-10-18
614950,2018-01-18
825300,2018-11-23
979080,2018-12-20
801040,2018-07-20
711690,2018-05-30
610980,2018-10-03
667780,2018-02-01
911120,2018-09-14
802730,2018-05-22
896040,2018-08-08
646680,2018-09-20
717780,2018-11-27
968470,2018-11-09
742500,2018-11-08
978790,2018-12-28
944330,2018-12-17
468240,2018-01-30
569720,2018-07-06
485460,2018-07-26
761070,2018-03-09
717980,2018-05-12
813700,2018-05-25
681990,2018-08-23
835710,2018-09-28
956090,2018-10-23
964130,2018-11-01
490220,2018-03-08
776340,2018-01-18
533120,2018-11-26
788420,2018-05-16
677160,2018-02-02
799800,2018-02-20
849800,2018-06-06
974870,2018-12-06
761890,2018-05-16
575900,2018-09-03
800820,2018-05-11
881130,2018-08-31
453690,2018-03-06
882900,2018-07-17
872990,2018-07-06
907820,2018-12-04
740200,2018-05-20
841270,2018-05-02
850630,2018-05-08
576960,2018-07-19
922550,2018-12-13
680400,2018-01-15
769420,2018-01-05
800390,2018-04-19
805320,2018-03-14
872700,2018-07-03
930840,2018-10-08
931090,2018-09-09
598490,2018-04-18
900050,2018-09-03
473780,2018-05-15
577380,2018-11-19
810690,2018-03-09
839940,2018-04-12
878380,2018-09-10
878320,2018-10-25
943170,2018-10-03
594320,2018-01-19
891960,2018-10-31
489630,2018-07-12
802740,2018-03-08
835110,2018-04-21
711750,2018-02-13
384230,2018-05-03
667690,2018-04-19
745720,2018-02-06
984540,2018-12-15
715650,2018-01-19
872240,2018-07-09
680390,2018-01-22
819480,2018-04-25
602480,2018-04-04
666570,2018-05-10
871200,2018-11-30
329070,2018-04-12
599160,2018-10-22
868500,2018-10-23
785840,2018-03-24
626690,2018-02-23
449960,2018-12-14
785880,2018-06-11
572540,2018-11-08
847530,2018-07-20
867050,2018-07-19
864860,2018-06-14
890970,2018-12-04
766940,2018-01-17
799110,2018-03-12
880610,2018-07-23
968290,2018-12-07
531530,2018-08-17
775310,2018-02-18
836610,2018-12-07
918740,2018-10-03
968700,2018-11-19
914620,2018-08-15
727540,2018-05-17
870110,2018-06-27
792410,2018-02-07
810470,2018-07-06
739720,2018-12-19
749410,2018-01-23
831230,2018-04-20
854870,2018-07-23
964990,2018-11-20
781810,2018-06-17
775960,2018-07-18
302670,2018-04-27
942140,2018-10-26
982580,2018-12-31
764510,2018-01-16
925550,2018-09-18
833980,2018-11-30
856450,2018-06-19
878150,2018-07-10
974830,2018-12-03
788380,2018-02-01
786990,2018-04-03
850500,2018-05-16
878680,2018-07-02
844130,2018-05-17
533540,2018-05-12
885140,2018-09-14
842810,2018-05-17
512680,2018-02-16
756790,2018-02-23
758280,2018-01-05
795050,2018-03-13
820480,2018-12-20
821570,2018-03-30
848770,2018-06-08
849630,2018-05-17
899340,2018-09-07
971130,2018-11-16
571430,2018-05-14
714610,2018-03-20
667720,2018-07-03
921070,2018-09-01
572430,2018-10-25
630100,2018-02-26
755980,2018-04-10
758560,2018-01-31
895600,2018-08-03
809500,2018-10-31
684320,2018-05-24
854450,2018-05-23
971500,2018-12-24
696170,2018-03-07
606890,2018-04-10
437690,2018-05-03
930310,2018-10-09
497190,2018-03-15
839560,2018-04-28
704860,2018-04-17
595690,2018-11-08
806140,2018-03-02
920520,2018-08-24
783180,2018-05-16
824460,2018-12-19
844920,2018-05-31
759640,2018-04-05
787710,2018-02-08
690120,2018-04-26
935560,2018-09-22
754840,2018-01-26
814650,2018-04-13
484390,2018-01-24
644580,2018-07-12
846080,2018-11-08
455980,2018-05-03
805610,2018-05-09
929120,2018-09-11
965340,2018-11-14
747620,2018-10-11
859640,2018-05-31
739190,2018-05-17
930460,2018-10-06
736720,2018-04-20
848520,2018-07-13
440900,2018-05-08
735850,2018-04-18
556060,2018-05-30
591360,2018-02-19
861710,2018-07-13
924940,2018-11-08
932570,2018-09-19
517210,2018-08-08
646210,2018-01-25
893390,2018-08-28
594200,2018-01-01
676580,2018-02-14
789480,2018-12-13
813370,2018-06-13
820170,2018-04-06
853410,2018-07-20
870260,2018-07-09
892470,2018-07-27
911100,2018-08-30
943510,2018-10-31
730050,2018-02-12
835520,2018-04-20
516570,2018-10-31
689290,2018-06-15
718120,2018-07-24
742380,2018-06-13
744600,2018-02-13
766740,2018-01-17
768880,2018-01-04
790390,2018-02-05
800690,2018-10-19
853300,2018-09-06
863430,2018-08-23
917870,2018-09-05
949390,2018-10-16
717610,2018-02-08
775430,2018-02-20
843660,2018-04-30
762190,2018-07-13
974840,2018-11-15
286300,2018-02-14
768590,2018-03-01
792560,2018-03-14
803270,2018-03-16
911520,2018-11-02
979100,2018-11-27
776960,2018-01-16
620590,2018-05-22
806510,2018-04-02
824620,2018-07-27
492410,2018-05-11
640880,2018-05-11
531180,2018-07-24
857470,2018-08-16
803830,2018-04-24
682470,2018-02-14
702890,2018-06-05
732360,2018-06-29
529100,2018-09-04
718670,2018-05-31
726590,2018-10-16
492180,2018-06-19
613190,2018-05-29
400940,2018-06-14
684050,2018-04-13
859700,2018-06-03
840720,2018-11-12
568910,2018-02-15
691830,2018-01-31
848230,2018-06-01
887550,2018-09-08
944590,2018-10-22
510490,2018-02-13
640820,2018-09-25
893610,2018-12-05
537340,2018-07-19
884830,2018-12-21
791750,2018-02-06
951740,2018-11-09
765490,2018-03-29
907890,2018-09-25
920770,2018-11-30
922650,2018-09-20
809680,2018-04-25
670290,2018-01-04
838990,2018-12-04
852790,2018-06-21
400280,2018-03-05
512000,2018-03-07
796780,2018-02-22
800050,2018-02-09
399810,2018-10-29
545180,2018-04-27
975000,2018-11-15
758660,2018-03-27
538900,2018-08-01
694550,2018-03-02
698650,2018-03-01
739950,2018-03-15
781490,2018-02-05
842770,2018-05-10
843370,2018-06-21
875660,2018-12-20
894160,2018-08-03
913120,2018-08-17
923670,2018-09-01
940830,2018-11-02
955190,2018-12-05
956990,2018-10-30
862580,2018-06-18
831070,2018-10-06
984570,2018-12-07
597030,2018-04-03
962970,2018-12-13
703840,2018-05-15
746840,2018-03-22
898780,2018-11-06
773130,2018-03-30
893520,2018-08-03
862480,2018-07-12
914400,2018-09-05
872820,2018-11-02
820400,2018-03-23
942050,2018-11-01
734440,2018-08-01
900790,2018-08-10
783210,2018-08-30
570460,2018-05-10
769970,2018-11-15
892690,2018-10-31
712060,2018-04-23
726870,2018-01-31
929000,2018-09-19
268770,2018-02-07
591000,2018-02-12
806580,2018-03-09
828240,2018-07-01
836560,2018-04-30
839230,2018-08-15
872110,2018-07-26
965830,2018-11-05
698450,2018-05-18
809530,2018-12-21
859990,2018-05-31
835700,2018-04-06
666630,2018-10-11
689470,2018-07-11
849000,2018-11-30
894310,2018-10-15
438000,2018-02-28
917920,2018-11-02
644320,2018-10-05
755950,2018-01-16
429540,2018-11-29
622910,2018-01-06
771430,2018-01-14
460540,2018-09-18
946660,2018-11-27
816080,2018-05-03
948990,2018-10-25
427680,2018-01-24
577530,2018-07-31
950530,2018-10-26
839670,2018-06-09
597900,2018-10-25
750350,2018-06-06
789050,2018-03-23
864420,2018-08-02
872580,2018-07-02
520940,2018-03-27
872970,2018-09-03
804350,2018-06-28
886730,2018-09-12
672920,2018-01-08
679410,2018-04-06
699230,2018-05-29
733500,2018-02-09
764370,2018-01-16
773710,2018-04-27
798170,2018-03-08
867510,2018-06-28
868440,2018-06-21
888900,2018-07-18
909370,2018-08-13
915190,2018-11-09
920640,2018-11-04
938070,2018-09-21
968170,2018-11-19
970090,2018-12-06
