;appid;required_age;is_free;controller_support;dlc;metacritic;windows;mac;linux;platforms_num;recommendations;achievements;release_date;release_date_final
702;1282090;0;False;;;;1.0;0.0;0.0;1.0;;;2020-May-22;2020-05-22
703;1309200;0;False;;;;1.0;1.0;1.0;3.0;157.0;;2020-Jun-16;2020-06-16
704;1262580;12;False;;4.0;62.0;1.0;0.0;0.0;1.0;14759.0;57.0;2020-Jun-18;2020-06-18
705;720560;0;False;full;2.0;75.0;1.0;0.0;0.0;1.0;2636.0;47.0;2020-Oct-14;2020-10-14
706;761350;0;False;;1.0;;1.0;1.0;0.0;2.0;273.0;24.0;2020-Jul-22;2020-07-22
707;1453600;0;True;full;;;1.0;0.0;0.0;1.0;;6.0;2020-Nov-25;2020-11-25
708;732930;0;False;full;1.0;;1.0;1.0;1.0;3.0;;41.0;2020-ar-5M;
709;1360000;0;False;;;;1.0;0.0;0.0;1.0;5027.0;;2020-ug-6A;
710;1228600;0;False;;3.0;;1.0;0.0;1.0;2.0;;33.0;2020-Jul-23;2020-07-23
711;1205900;0;False;full;1.0;78.0;1.0;1.0;1.0;3.0;257.0;24.0;2020-Jun-17;2020-06-17
712;944080;0;False;;;;1.0;0.0;0.0;1.0;185.0;9.0;2020-pr-3A;
713;1061180;0;False;full;;;1.0;1.0;1.0;3.0;531.0;32.0;2020-ec-4D;
714;1251690;0;True;;;;1.0;1.0;0.0;2.0;;;2020-Apr-13;2020-04-13
715;1335030;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Jun-26;2020-06-26
716;1195320;0;False;;;;1.0;1.0;1.0;3.0;139.0;58.0;2020-Feb-17;2020-02-17
717;974910;0;False;;;;1.0;0.0;1.0;2.0;150.0;38.0;2020-Feb-17;2020-02-17
718;1431570;0;False;;11.0;;1.0;1.0;0.0;2.0;1150.0;107.0;2020-Nov-22;2020-11-22
719;1110050;0;False;full;1.0;75.0;1.0;1.0;0.0;2.0;644.0;17.0;2020-Jun-11;2020-06-11
720;1198270;0;False;;2.0;;1.0;0.0;0.0;1.0;;;2020-Dec-27;2020-12-27
721;1271170;0;False;full;1.0;;1.0;0.0;0.0;1.0;;72.0;2020-ov-2N;
722;1307070;0;False;;;;1.0;0.0;0.0;1.0;;;2020-May-20;2020-05-20
723;1330930;0;False;full;;;1.0;1.0;0.0;2.0;;5.0;2020-ov-3N;
724;1434880;0;False;full;;;1.0;0.0;0.0;1.0;;42.0;2020-Oct-17;2020-10-17
725;1399780;0;False;;;;1.0;0.0;0.0;1.0;;11.0;2020-Dec-15;2020-12-15
726;486860;0;False;;;;1.0;1.0;1.0;3.0;2226.0;14.0;2020-an-6J;
727;1307870;0;False;full;;;1.0;0.0;0.0;1.0;139.0;15.0;2020-Aug-28;2020-08-28
728;1227400;0;False;full;;;1.0;1.0;0.0;2.0;185.0;49.0;2020-Mar-31;2020-03-31
729;1271090;0;False;full;;;1.0;0.0;0.0;1.0;;41.0;2020-Nov-26;2020-11-26
730;1122100;0;False;full;3.0;;1.0;0.0;0.0;1.0;239.0;33.0;2020-Feb-17;2020-02-17
731;1202070;0;False;full;;;1.0;1.0;1.0;3.0;226.0;4.0;2020-un-5J;
732;619320;0;False;full;;;1.0;0.0;0.0;1.0;;;2020-Jan-31;2020-01-31
733;1210230;0;False;full;1.0;;1.0;0.0;0.0;1.0;147.0;74.0;2020-Oct-16;2020-10-16
734;1338460;0;True;;1.0;;1.0;0.0;0.0;1.0;;5.0;2020-Jul-16;2020-07-16
735;1294760;0;False;;;;1.0;0.0;0.0;1.0;2871.0;;2020-Oct-22;2020-10-22
736;1267810;0;False;;;;1.0;0.0;0.0;1.0;121.0;;2020-pr-6A;
737;1375870;0;False;;;;1.0;0.0;0.0;1.0;1105.0;60.0;2020-Sep-10;2020-09-10
738;1368340;0;True;;;;1.0;0.0;1.0;2.0;;;2020-Jul-27;2020-07-27
739;1198740;0;False;;;;1.0;0.0;0.0;1.0;160.0;24.0;2020-ep-7S;
740;1210800;0;False;;;;1.0;0.0;0.0;1.0;143.0;45.0;2020-ay-1M;
741;1206290;0;True;;2.0;;1.0;0.0;0.0;1.0;;15.0;2020-Apr-30;2020-04-30
742;1458930;0;False;;;;1.0;1.0;0.0;2.0;121.0;;2020-ec-9D;
743;594330;0;False;full;1.0;81.0;1.0;0.0;0.0;1.0;6201.0;27.0;2020-Oct-29;2020-10-29
744;1146310;0;False;full;2.0;;1.0;0.0;1.0;2.0;900.0;32.0;2020-Jul-16;2020-07-16
745;1274290;0;True;;5.0;;1.0;0.0;0.0;1.0;;2.0;2020-Jun-15;2020-06-15
746;804530;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Sep-17;2020-09-17
747;1387150;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Sep-21;2020-09-21
748;890720;0;False;;2.0;;1.0;1.0;0.0;2.0;1241.0;;2020-pr-3A;
749;551620;0;False;;1.0;;1.0;0.0;0.0;1.0;216.0;70.0;2020-ug-5A;
750;1377260;0;False;;;;1.0;1.0;0.0;2.0;147.0;;2020-Aug-13;2020-08-13
751;397540;0;False;full;21.0;81.0;1.0;0.0;0.0;1.0;91582.0;81.0;2020-Mar-13;2020-03-13
752;598730;0;False;full;;;1.0;0.0;0.0;1.0;325.0;25.0;2020-Oct-20;2020-10-20
753;893840;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Aug-25;2020-08-25
754;1451720;0;False;;;;1.0;0.0;0.0;1.0;107.0;8.0;2020-Dec-17;2020-12-17
755;1221640;0;False;;;;1.0;0.0;0.0;1.0;;14.0;2020-Feb-20;2020-02-20
756;1279380;0;False;;;;1.0;0.0;0.0;1.0;;31.0;2020-May-29;2020-05-29
757;1300360;0;True;;2.0;;1.0;0.0;0.0;1.0;;10.0;2020-May-13;2020-05-13
758;1114620;0;False;full;;;1.0;1.0;1.0;3.0;;50.0;2020-Feb-24;2020-02-24
759;1221400;0;False;;;;1.0;0.0;0.0;1.0;;23.0;2020-pr-4A;
760;1175360;0;False;full;;;1.0;0.0;0.0;1.0;456.0;12.0;2020-May-22;2020-05-22
761;1224450;0;False;;1.0;;1.0;1.0;1.0;3.0;;31.0;2020-pr-1A;
762;1255040;0;False;;;;1.0;0.0;0.0;1.0;;;2020-ar-9M;
763;1000010;0;False;;2.0;83.0;1.0;0.0;0.0;1.0;4199.0;48.0;2020-Oct-16;2020-10-16
764;1311510;0;False;full;1.0;85.0;1.0;0.0;0.0;1.0;;21.0;2020-Sep-23;2020-09-23
765;1353370;0;True;;;;1.0;0.0;0.0;1.0;;13.0;2020-ul-7J;
766;1218520;0;False;;1.0;;1.0;0.0;0.0;1.0;237.0;12.0;2020-eb-6F;
767;1316700;0;False;;;;1.0;0.0;0.0;1.0;113.0;;2020-Jun-10;2020-06-10
768;1040070;0;False;full;;;1.0;1.0;1.0;3.0;1245.0;12.0;2020-Apr-17;2020-04-17
769;440640;0;False;;2.0;;1.0;0.0;0.0;1.0;470.0;37.0;2020-May-30;2020-05-30
770;1206700;0;False;;;;1.0;0.0;0.0;1.0;1808.0;20.0;2020-eb-7F;
771;1408110;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Sep-16;2020-09-16
772;1502790;0;True;;1.0;;1.0;0.0;0.0;1.0;;;2020-Dec-31;2020-12-31
773;1169100;0;False;;;;1.0;1.0;0.0;2.0;160.0;;2020-Jan-14;2020-01-14
774;1348300;0;False;;;;1.0;0.0;0.0;1.0;2227.0;;2020-Jul-17;2020-07-17
775;1322290;0;False;;1.0;;1.0;0.0;0.0;1.0;249.0;;2020-Oct-28;2020-10-28
776;807120;0;False;;5.0;78.0;1.0;1.0;1.0;3.0;5756.0;75.0;2020-Apr-23;2020-04-23
777;1386900;0;False;full;2.0;;1.0;0.0;0.0;1.0;1385.0;23.0;2020-Nov-10;2020-11-10
778;1236700;0;False;;;;1.0;1.0;0.0;2.0;313.0;100.0;2020-Feb-25;2020-02-25
779;1401220;0;False;;;;1.0;0.0;0.0;1.0;211.0;;2020-Sep-30;2020-09-30
780;1206240;0;True;;;;1.0;0.0;0.0;1.0;;;2020-pr-2A;
781;1152330;0;False;;;;1.0;0.0;0.0;1.0;;13.0;2020-ar-3M;
782;1433320;0;False;;;;1.0;0.0;0.0;1.0;;8.0;2020-Oct-28;2020-10-28
783;1363690;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Aug-10;2020-08-10
784;828680;0;False;;;;1.0;0.0;0.0;1.0;;27.0;2020-Sep-18;2020-09-18
785;1269590;0;False;full;1.0;;1.0;1.0;1.0;3.0;;46.0;2020-Oct-16;2020-10-16
786;1461200;0;False;;;;1.0;1.0;0.0;2.0;144.0;;2020-Nov-26;2020-11-26
787;1186220;0;False;;;;1.0;0.0;0.0;1.0;125.0;;2020-Jan-17;2020-01-17
788;1372830;0;False;;;;1.0;0.0;0.0;1.0;284.0;11.0;2020-Dec-14;2020-12-14
789;1169020;0;False;;;;1.0;0.0;0.0;1.0;120.0;16.0;2020-Jan-10;2020-01-10
790;1174090;0;False;full;;;1.0;0.0;0.0;1.0;;;2020-Jun-22;2020-06-22
791;1253870;0;False;full;3.0;;1.0;0.0;0.0;1.0;1411.0;100.0;2020-Jul-14;2020-07-14
792;1089830;0;False;full;9.0;72.0;1.0;0.0;0.0;1.0;;50.0;2020-eb-4F;
793;1062060;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-Feb-21;2020-02-21
794;1088150;0;True;;2.0;;1.0;1.0;1.0;3.0;;25.0;2020-Oct-20;2020-10-20
795;1272580;0;False;full;;;1.0;0.0;0.0;1.0;176.0;18.0;2020-ec-4D;
796;1263860;0;False;;17.0;;1.0;1.0;0.0;2.0;507.0;94.0;2020-ec-1D;
797;1397010;0;True;;;;1.0;1.0;0.0;2.0;;;2020-Aug-31;2020-08-31
798;751980;0;False;;2.0;;1.0;1.0;1.0;3.0;;54.0;2020-ec-2D;
799;1261960;0;False;;;;1.0;0.0;0.0;1.0;;32.0;2020-Apr-30;2020-04-30
800;1401570;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Dec-24;2020-12-24
801;1330120;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Jul-24;2020-07-24
802;1058380;0;False;;;;1.0;0.0;0.0;1.0;961.0;34.0;2020-ar-4M;
803;1393500;0;False;full;;;1.0;0.0;0.0;1.0;142.0;104.0;2020-ep-1S;
804;1409710;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Sep-18;2020-09-18
805;1249510;0;False;;;;1.0;1.0;1.0;3.0;;28.0;2020-Apr-30;2020-04-30
806;1373440;0;True;;;;1.0;0.0;0.0;1.0;;6.0;2020-ep-6S;
807;694060;0;True;;1.0;;1.0;1.0;0.0;2.0;;13.0;2020-ec-7D;
808;1233540;0;False;;1.0;;1.0;1.0;0.0;2.0;149.0;31.0;2020-Feb-14;2020-02-14
809;582890;0;False;full;;;1.0;1.0;1.0;3.0;199.0;14.0;2020-May-22;2020-05-22
810;850320;0;False;full;1.0;75.0;1.0;0.0;0.0;1.0;432.0;30.0;2020-ec-3D;
811;958880;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Mar-31;2020-03-31
812;1240240;0;False;full;1.0;;1.0;1.0;0.0;2.0;;11.0;2020-Feb-28;2020-02-28
813;1463470;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-ec-1D;
814;1419370;0;True;;1.0;;1.0;0.0;0.0;1.0;;15.0;2020-ct-6O;
815;1213570;0;False;;;;1.0;1.0;0.0;2.0;;;2020-Jan-12;2020-01-12
816;1261700;0;False;;1.0;;1.0;1.0;0.0;2.0;;8.0;2020-ug-6A;
817;334310;0;False;;2.0;78.0;1.0;0.0;0.0;1.0;2277.0;106.0;2020-pr-8A;
818;1310510;0;False;;;;1.0;0.0;0.0;1.0;426.0;12.0;2020-Jul-31;2020-07-31
819;1193070;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-an-2J;
820;1483800;0;False;;;;1.0;0.0;0.0;1.0;;7.0;2020-Dec-10;2020-12-10
821;1365030;0;False;;;;1.0;0.0;0.0;1.0;;23.0;2020-Jul-28;2020-07-28
822;1321270;0;False;full;;;1.0;1.0;0.0;2.0;270.0;;2020-Jun-22;2020-06-22
823;1011190;0;False;;;69.0;1.0;0.0;0.0;1.0;1115.0;27.0;2020-Jan-30;2020-01-30
824;926860;0;False;full;;;1.0;1.0;1.0;3.0;201.0;47.0;2020-Feb-19;2020-02-19
825;1247940;0;False;;;;1.0;0.0;0.0;1.0;161.0;26.0;2020-Aug-31;2020-08-31
826;1282690;18;False;full;1.0;76.0;1.0;0.0;0.0;1.0;4313.0;;2020-un-4J;
827;1190110;0;False;;1.0;;1.0;0.0;0.0;1.0;921.0;100.0;2020-Jan-16;2020-01-16
828;1257360;0;False;;;;1.0;0.0;0.0;1.0;1126.0;19.0;2020-Jul-10;2020-07-10
829;934580;0;True;;1.0;;1.0;0.0;0.0;1.0;;;2020-un-1J;
830;1364730;0;False;;1.0;;1.0;1.0;1.0;3.0;;26.0;2020-Jul-27;2020-07-27
831;1074620;0;False;full;;;1.0;0.0;0.0;1.0;290.0;49.0;2020-Feb-18;2020-02-18
832;1250770;0;False;;;;1.0;0.0;0.0;1.0;;8.0;2020-Mar-27;2020-03-27
833;1137350;0;False;full;1.0;82.0;1.0;0.0;1.0;2.0;468.0;29.0;2020-Apr-23;2020-04-23
834;727850;0;False;full;2.0;;1.0;0.0;0.0;1.0;1519.0;27.0;2020-Jan-30;2020-01-30
835;1412660;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Sep-21;2020-09-21
836;1139800;0;False;full;;;1.0;1.0;0.0;2.0;906.0;171.0;2020-an-2J;
837;1364960;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Jul-23;2020-07-23
838;1404210;0;False;;;;1.0;0.0;0.0;1.0;46924.0;;2020-ec-1D;
839;1420830;0;False;;1.0;;1.0;0.0;0.0;1.0;385.0;21.0;2020-Oct-15;2020-10-15
840;1164000;0;False;;;;1.0;0.0;0.0;1.0;529.0;7.0;2020-Apr-23;2020-04-23
841;1394090;0;True;full;;;1.0;0.0;0.0;1.0;;12.0;2020-Sep-23;2020-09-23
842;1293040;0;True;;1.0;;1.0;0.0;0.0;1.0;;;2020-May-17;2020-05-17
843;883360;0;False;full;;72.0;1.0;0.0;0.0;1.0;813.0;30.0;2020-Jun-11;2020-06-11
844;1326000;0;False;;;;1.0;1.0;1.0;3.0;;13.0;2020-Jul-20;2020-07-20
845;1115690;0;False;;2.0;;1.0;1.0;0.0;2.0;6343.0;35.0;2020-ar-6M;
846;1362420;0;True;;;;1.0;0.0;0.0;1.0;;11.0;2020-Aug-19;2020-08-19
847;1340120;0;False;;;;1.0;0.0;0.0;1.0;119.0;18.0;2020-Aug-28;2020-08-28
848;1243790;0;False;full;;;1.0;1.0;0.0;2.0;;6.0;2020-ar-6M;
849;1210610;0;False;full;1.0;;1.0;0.0;0.0;1.0;217.0;;2020-Jun-15;2020-06-15
850;1309130;0;False;;1.0;;1.0;1.0;0.0;2.0;;31.0;2020-May-20;2020-05-20
851;1325870;0;False;full;1.0;;1.0;0.0;1.0;2.0;;9.0;2020-ep-1S;
852;1178290;0;False;full;1.0;;1.0;1.0;1.0;3.0;;;2020-Jan-23;2020-01-23
853;1127110;0;True;;2.0;;1.0;1.0;1.0;3.0;;44.0;2020-ay-1M;
854;1324030;0;False;;;;1.0;0.0;0.0;1.0;;8.0;2020-Jun-15;2020-06-15
855;1250520;0;False;;;;1.0;0.0;0.0;1.0;105.0;20.0;2020-Jul-24;2020-07-24
856;1493530;0;False;full;;;1.0;0.0;0.0;1.0;;20.0;2020-Dec-27;2020-12-27
857;1291530;0;True;;;;1.0;1.0;0.0;2.0;;7.0;2020-May-19;2020-05-19
858;1349970;0;True;;2.0;;1.0;0.0;1.0;2.0;;8.0;2020-Aug-23;2020-08-23
859;1360980;0;False;;1.0;;1.0;1.0;1.0;3.0;1935.0;35.0;2020-Jul-27;2020-07-27
860;1218280;0;False;;;;1.0;0.0;0.0;1.0;1187.0;;2020-Jun-15;2020-06-15
861;474220;0;False;;;;1.0;1.0;1.0;3.0;331.0;;2020-Sep-22;2020-09-22
862;1035510;0;False;;1.0;;1.0;1.0;0.0;2.0;1131.0;12.0;2020-ec-8D;
863;1191940;0;False;;;76.0;1.0;1.0;0.0;2.0;156.0;;2020-Apr-30;2020-04-30
864;1224020;0;False;full;;;1.0;1.0;1.0;3.0;1781.0;13.0;2020-Feb-21;2020-02-21
865;1205960;0;False;;1.0;;1.0;0.0;0.0;1.0;863.0;21.0;2020-Apr-16;2020-04-16
866;1429740;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-ct-5O;
867;1340470;0;True;;;;1.0;0.0;0.0;1.0;;;2020-ug-6A;
868;1473840;0;False;;;;1.0;0.0;0.0;1.0;;4.0;2020-Dec-11;2020-12-11
869;1323420;0;False;;1.0;;1.0;0.0;0.0;1.0;710.0;55.0;2020-ep-6S;
870;1062070;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-Feb-21;2020-02-21
871;1047010;0;False;;1.0;;1.0;1.0;1.0;3.0;445.0;9.0;2020-Jul-27;2020-07-27
872;1478650;0;False;;;;1.0;0.0;0.0;1.0;456.0;10.0;2020-Dec-14;2020-12-14
873;594380;0;False;;2.0;;1.0;0.0;0.0;1.0;;19.0;2020-ec-8D;
874;1406140;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Sep-23;2020-09-23
875;801750;0;False;;;;1.0;0.0;0.0;1.0;133.0;35.0;2020-Jan-17;2020-01-17
876;1404090;0;False;full;;;1.0;0.0;0.0;1.0;117.0;42.0;2020-Oct-27;2020-10-27
877;690040;0;False;full;1.0;78.0;1.0;1.0;1.0;3.0;7352.0;14.0;2020-Jul-16;2020-07-16
878;940710;0;False;full;1.0;;1.0;0.0;0.0;1.0;513.0;40.0;2020-Jun-16;2020-06-16
879;1446720;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Nov-25;2020-11-25
880;1318980;0;True;full;;;1.0;1.0;0.0;2.0;;;2020-May-28;2020-05-28
881;1353300;0;True;;;;1.0;0.0;0.0;1.0;477.0;553.0;2020-Dec-21;2020-12-21
882;1184990;0;False;full;1.0;;1.0;0.0;0.0;1.0;285.0;49.0;2020-un-4J;
883;1318420;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-May-29;2020-05-29
884;1065320;0;False;full;;;1.0;0.0;0.0;1.0;;17.0;2020-ov-6N;
885;1377150;0;True;full;;;1.0;0.0;0.0;1.0;;;2020-Aug-28;2020-08-28
886;775580;0;False;full;;;1.0;0.0;0.0;1.0;233.0;16.0;2020-Apr-22;2020-04-22
887;1256490;0;False;;;;1.0;1.0;0.0;2.0;;16.0;2020-Aug-19;2020-08-19
888;1482830;0;True;full;8.0;;1.0;0.0;0.0;1.0;;28.0;2020-Dec-15;2020-12-15
889;1034930;0;False;full;;;1.0;0.0;0.0;1.0;;;2020-Jul-20;2020-07-20
890;1170120;0;False;;;;1.0;0.0;0.0;1.0;;60.0;2020-Mar-26;2020-03-26
891;1279410;0;False;;;;1.0;0.0;0.0;1.0;;26.0;2020-Jun-10;2020-06-10
892;1307880;0;False;;1.0;;1.0;1.0;1.0;3.0;;11.0;2020-Dec-16;2020-12-16
893;1070150;0;True;;1.0;;1.0;0.0;0.0;1.0;;0.0;2020-Mar-20;2020-03-20
894;1131800;0;False;full;;;1.0;1.0;0.0;2.0;;22.0;2020-Oct-30;2020-10-30
895;1127470;0;True;;;;1.0;1.0;0.0;2.0;;;2020-Jan-24;2020-01-24
896;1007520;0;False;full;;;1.0;1.0;1.0;3.0;;22.0;2020-Jan-31;2020-01-31
897;1173370;0;True;;1.0;;1.0;0.0;0.0;1.0;;18.0;2020-ec-7D;
898;971690;0;False;full;;;1.0;0.0;0.0;1.0;193.0;20.0;2020-Oct-14;2020-10-14
899;1357840;0;False;;1.0;;1.0;0.0;0.0;1.0;106.0;8.0;2020-Sep-15;2020-09-15
900;1337890;0;False;full;2.0;;1.0;1.0;1.0;3.0;695.0;19.0;2020-ov-6N;
901;1029760;0;False;full;;;1.0;0.0;0.0;1.0;;32.0;2020-Jun-23;2020-06-23
902;1391220;0;False;;;;1.0;0.0;0.0;1.0;;10.0;2020-ep-9S;
903;1321230;0;False;;;;1.0;0.0;0.0;1.0;312.0;;2020-May-21;2020-05-21
904;1232330;0;False;;;;1.0;1.0;1.0;3.0;;;2020-Feb-26;2020-02-26
905;1181840;0;False;;1.0;;1.0;1.0;1.0;3.0;787.0;49.0;2020-Nov-25;2020-11-25
906;1336060;0;False;;;;1.0;0.0;0.0;1.0;350.0;6.0;2020-Sep-17;2020-09-17
907;1180660;15;False;full;1.0;;1.0;0.0;0.0;1.0;3011.0;30.0;2020-Aug-27;2020-08-27
908;1256610;0;False;;;;1.0;0.0;0.0;1.0;2076.0;31.0;2020-ay-9M;
909;1284820;0;False;;1.0;;1.0;0.0;0.0;1.0;1452.0;;2020-Apr-23;2020-04-23
910;733210;0;False;full;2.0;;1.0;0.0;1.0;2.0;650.0;11.0;2020-May-20;2020-05-20
911;1448800;0;False;;;;1.0;0.0;0.0;1.0;;8.0;2020-ov-9N;
912;1258020;0;False;;;;1.0;1.0;0.0;2.0;;7.0;2020-Aug-12;2020-08-12
913;1218250;0;True;;;;1.0;0.0;0.0;1.0;;11.0;2020-pr-3A;
914;1154850;0;False;full;;;1.0;0.0;0.0;1.0;395.0;50.0;2020-ct-5O;
915;1051960;0;False;full;1.0;;1.0;0.0;0.0;1.0;108.0;31.0;2020-May-28;2020-05-28
916;1191550;0;True;full;;;1.0;0.0;0.0;1.0;;17.0;2020-Oct-29;2020-10-29
917;578650;17;False;full;5.0;82.0;1.0;0.0;0.0;1.0;19816.0;68.0;2020-Oct-23;2020-10-23
918;1262460;0;False;;;;1.0;0.0;0.0;1.0;1124.0;;2020-pr-3A;
919;824570;0;False;full;1.0;;1.0;0.0;0.0;1.0;;13.0;2020-Oct-19;2020-10-19
920;1305720;0;True;;;;1.0;1.0;1.0;3.0;;;2020-ay-9M;
921;1369770;0;True;;;;1.0;0.0;1.0;2.0;;65.0;2020-Oct-23;2020-10-23
922;1303670;0;False;;3.0;;1.0;0.0;1.0;2.0;;100.0;2020-Jun-18;2020-06-18
923;1187330;0;False;;;;1.0;0.0;0.0;1.0;176.0;21.0;2020-May-28;2020-05-28
924;1265220;0;False;;;;1.0;1.0;1.0;3.0;115.0;;2020-Sep-25;2020-09-25
925;910470;0;True;full;;;1.0;0.0;0.0;1.0;;17.0;2020-Feb-20;2020-02-20
926;1404130;0;False;full;;;1.0;1.0;0.0;2.0;;6.0;2020-Sep-23;2020-09-23
927;1215320;0;False;full;;;1.0;0.0;0.0;1.0;;24.0;2020-Apr-16;2020-04-16
928;1278960;0;False;full;;;1.0;0.0;0.0;1.0;;18.0;2020-Apr-17;2020-04-17
929;1289960;0;False;;1.0;;1.0;0.0;0.0;1.0;;27.0;2020-Jun-19;2020-06-19
930;1366100;0;False;;;;1.0;0.0;0.0;1.0;;9.0;2020-ov-9N;
931;1451560;0;False;;;;1.0;0.0;0.0;1.0;;12.0;2020-ov-6N;
932;1339900;0;False;;;;1.0;1.0;0.0;2.0;;20.0;2020-Jun-18;2020-06-18
933;1421970;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Nov-11;2020-11-11
934;839910;0;True;;1.0;;1.0;1.0;0.0;2.0;;;2020-Sep-18;2020-09-18
935;1373430;0;False;;;;1.0;1.0;0.0;2.0;503.0;23.0;2020-Oct-23;2020-10-23
936;1209140;0;False;;;;1.0;0.0;0.0;1.0;188.0;36.0;2020-Jan-28;2020-01-28
937;1390380;0;True;;;;1.0;1.0;0.0;2.0;;;2020-Aug-20;2020-08-20
938;1359120;0;False;;;;1.0;1.0;0.0;2.0;472.0;36.0;2020-Oct-23;2020-10-23
939;1248820;0;True;;;;1.0;0.0;0.0;1.0;;25.0;2020-pr-6A;
940;1178210;0;False;;1.0;76.0;1.0;0.0;0.0;1.0;274.0;32.0;2020-Oct-29;2020-10-29
941;719040;0;False;;4.0;85.0;1.0;1.0;1.0;3.0;13609.0;86.0;2020-Aug-27;2020-08-27
942;1291240;0;True;;;;1.0;1.0;0.0;2.0;;;2020-May-26;2020-05-26
943;1415140;0;False;;;;1.0;0.0;0.0;1.0;452.0;;2020-Oct-20;2020-10-20
944;1056720;0;True;full;;;1.0;0.0;0.0;1.0;;10.0;2020-ct-9O;
945;1293650;0;True;;;;1.0;0.0;0.0;1.0;;;2020-May-15;2020-05-15
946;1086860;0;False;;1.0;;1.0;0.0;0.0;1.0;129.0;46.0;2020-ep-2S;
947;1119520;0;False;;;;1.0;0.0;0.0;1.0;101.0;;2020-an-9J;
948;1202480;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Jan-31;2020-01-31
949;957820;0;False;full;1.0;;1.0;1.0;1.0;3.0;;34.0;2020-Jun-17;2020-06-17
950;1388230;0;False;;1.0;;1.0;0.0;0.0;1.0;;11.0;2020-Oct-12;2020-10-12
951;1279420;0;False;;;;1.0;0.0;0.0;1.0;;32.0;2020-ug-3A;
952;1313810;0;False;;;;1.0;1.0;1.0;3.0;;5.0;2020-ug-3A;
953;1341400;0;False;;1.0;;1.0;1.0;1.0;3.0;;33.0;2020-ec-3D;
954;1391960;0;False;;;;1.0;0.0;0.0;1.0;;;2020-ep-1S;
955;1494840;0;False;full;;;1.0;0.0;0.0;1.0;533.0;;2020-Dec-28;2020-12-28
956;1364130;0;False;;;;1.0;1.0;1.0;3.0;206.0;37.0;2020-Sep-17;2020-09-17
957;1315270;0;False;full;;;1.0;0.0;0.0;1.0;;12.0;2020-ug-3A;
958;1327080;0;False;full;2.0;;1.0;0.0;0.0;1.0;686.0;50.0;2020-Oct-30;2020-10-30
959;1097530;0;False;;1.0;;1.0;0.0;0.0;1.0;486.0;36.0;2020-Jan-29;2020-01-29
960;893900;0;False;full;1.0;;1.0;0.0;0.0;1.0;;59.0;2020-ct-1O;
961;1109490;0;False;full;;;1.0;0.0;1.0;2.0;;9.0;2020-Nov-20;2020-11-20
962;1158410;0;True;;;;1.0;0.0;0.0;1.0;;1.0;2020-Jan-31;2020-01-31
963;1213460;0;True;;;;1.0;0.0;0.0;1.0;;23.0;2020-Jan-21;2020-01-21
964;1293900;0;False;;;;1.0;0.0;0.0;1.0;;;2020-Jul-29;2020-07-29
965;1298020;0;True;;;;1.0;1.0;1.0;3.0;;;2020-Nov-20;2020-11-20
966;1444550;0;False;;;;1.0;0.0;0.0;1.0;;20.0;2020-Dec-20;2020-12-20
967;1144440;0;False;full;;;1.0;1.0;0.0;2.0;645.0;30.0;2020-pr-3A;
968;1216230;0;False;full;;;1.0;0.0;1.0;2.0;233.0;6.0;2020-Mar-26;2020-03-26
969;1286140;0;True;;;;1.0;0.0;0.0;1.0;;;2020-Jul-15;2020-07-15
970;1343090;0;False;;;;1.0;1.0;1.0;3.0;;;2020-ug-7A;
971;1361240;0;True;full;;;1.0;1.0;0.0;2.0;;5.0;2020-Sep-17;2020-09-17
972;1154840;0;False;;1.0;78.0;1.0;0.0;0.0;1.0;743.0;;2020-ec-3D;
973;1247170;0;False;;;;1.0;0.0;0.0;1.0;272.0;8.0;2020-Feb-25;2020-02-25
974;1238520;0;False;;2.0;;1.0;1.0;1.0;3.0;150.0;11.0;2020-Jul-21;2020-07-21
975;1335200;0;True;;;;1.0;0.0;0.0;1.0;;;2020-ct-5O;
976;1190400;0;False;full;2.0;85.0;1.0;0.0;0.0;1.0;441.0;100.0;2020-May-19;2020-05-19
977;676510;0;False;full;;;1.0;1.0;0.0;2.0;;;2020-Mar-17;2020-03-17
978;1035950;0;False;full;;;1.0;0.0;0.0;1.0;;34.0;2020-Feb-10;2020-02-10
