;appid;required_age;is_free;controller_support;dlc;metacritic;windows;mac;linux;platforms_num;recommendations;achievements;release_date;release_date_final
71;781440;0;True;full;;;1.0;0.0;0.0;1.0;;8.0;2018-Feb18-20;
72;668350;0;False;;;;1.0;1.0;1.0;3.0;447.0;15.0;2018-Jun-14;2018-06-14
73;945360;0;False;full;;85.0;1.0;0.0;0.0;1.0;581158.0;33.0;2018-nov-16;2018-11-16
74;802890;0;False;;6.0;83.0;1.0;0.0;0.0;1.0;1985.0;19.0;2018-Feb-28;2018-02-28
75;846470;0;False;;1.0;81.0;1.0;0.0;0.0;1.0;2352.0;38.0;2018-un-7J;
76;758530;0;True;;;;1.0;1.0;0.0;2.0;;3.0;2018-an-5J;
77;852110;0;False;;;;1.0;0.0;0.0;1.0;1084.0;232.0;2018-May-21;2018-05-21
78;793350;0;False;full;;;1.0;0.0;0.0;1.0;1557.0;27.0;2018-Mar-12;2018-03-12
79;658850;0;False;;;;1.0;1.0;1.0;3.0;6709.0;33.0;2018-Oct-23;2018-10-23
80;587220;0;False;;;;1.0;0.0;0.0;1.0;1496.0;;2018-Sep-21;2018-09-21
81;850000;0;False;;3.0;;1.0;0.0;0.0;1.0;1740.0;;2018-May-15;2018-05-15
82;773670;0;False;;;;1.0;1.0;0.0;2.0;1232.0;8.0;2018-Jan-25;2018-01-25
83;791470;0;True;full;1.0;;1.0;0.0;0.0;1.0;;10.0;2018-Feb-13;2018-02-13
84;743450;0;False;;1.0;73.0;1.0;1.0;1.0;3.0;10558.0;52.0;2018-Apr-27;2018-04-27
85;927890;0;False;;;;1.0;1.0;0.0;2.0;3869.0;100.0;2018-ec-7D;
86;648390;0;True;;3.0;;1.0;0.0;0.0;1.0;;7.0;2018-Apr-13;2018-04-13
87;862570;0;False;full;;;1.0;1.0;1.0;3.0;676.0;32.0;2018-Jun-15;2018-06-15
88;838310;0;False;;;77.0;1.0;0.0;0.0;1.0;3138.0;15.0;2018-May-24;2018-05-24
89;979600;0;False;full;;;1.0;1.0;0.0;2.0;411.0;;2018-ec-3D;
90;787070;0;False;;;;1.0;0.0;0.0;1.0;532.0;16.0;2018-Nov-16;2018-11-16
91;291860;0;False;full;;78.0;1.0;0.0;0.0;1.0;6868.0;27.0;2018-ar-2M;
92;754150;0;False;;;;1.0;0.0;0.0;1.0;1552.0;;2018-Apr-27;2018-04-27
93;795100;0;False;full;;;1.0;1.0;0.0;2.0;;60.0;2018-Apr-12;2018-04-12
94;809020;0;False;full;1.0;;1.0;0.0;0.0;1.0;1132.0;1.0;2018-Sep-28;2018-09-28
95;882110;0;True;;;;1.0;0.0;0.0;1.0;;;2018-Nov-13;2018-11-13
96;857450;0;False;;1.0;;1.0;0.0;0.0;1.0;1086.0;;2018-Aug-23;2018-08-23
97;410340;0;False;;3.0;;1.0;1.0;1.0;3.0;6718.0;34.0;2018-Sep-13;2018-09-13
98;389140;0;False;full;4.0;76.0;1.0;1.0;1.0;3.0;3438.0;48.0;2018-May-15;2018-05-15
99;747250;0;True;;;;1.0;0.0;0.0;1.0;;;2018-Nov-16;2018-11-16
100;824270;0;False;;1.0;;1.0;0.0;0.0;1.0;26051.0;;2018-pr-3A;
101;323190;0;False;;7.0;84.0;1.0;1.0;0.0;2.0;75128.0;115.0;2018-Apr-24;2018-04-24
102;525510;0;False;full;;80.0;1.0;1.0;0.0;2.0;3066.0;20.0;2018-ar-2M;
103;650700;0;True;;;;1.0;0.0;0.0;1.0;;;2018-an-9J;
104;600480;0;False;;2.0;69.0;1.0;1.0;1.0;3.0;2380.0;21.0;2018-Sep-13;2018-09-13
105;815780;0;False;full;;;1.0;1.0;0.0;2.0;5103.0;8.0;2018-Mar-15;2018-03-15
106;971680;0;False;;;;1.0;0.0;0.0;1.0;1101.0;8.0;2018-Nov-23;2018-11-23
107;878750;0;False;;;;1.0;1.0;0.0;2.0;10970.0;3000.0;2018-Aug-17;2018-08-17
108;393190;0;False;;2.0;;1.0;1.0;0.0;2.0;671.0;31.0;2018-ov-7N;
109;731490;0;False;;;;1.0;0.0;0.0;1.0;9913.0;74.0;2018-Jun-29;2018-06-29
110;599390;0;True;;;;1.0;1.0;1.0;3.0;;;2018-ay-1M;
111;744810;0;True;;1.0;;1.0;1.0;0.0;2.0;;;2018-Jan-11;2018-01-11
112;820730;0;False;;2.0;;1.0;0.0;0.0;1.0;683.0;20.0;2018-Apr-26;2018-04-26
113;845070;18;True;full;;79.0;1.0;0.0;0.0;1.0;;;2018-Jun-25;2018-06-25
114;510420;0;False;;6.0;81.0;1.0;1.0;1.0;3.0;2204.0;28.0;2018-Oct-16;2018-10-16
115;963710;0;False;;1.0;;1.0;0.0;0.0;1.0;2518.0;9.0;2018-ov-5N;
116;843260;0;False;;;;1.0;1.0;0.0;2.0;907.0;47.0;2018-Aug-14;2018-08-14
117;334920;0;True;;3.0;;1.0;0.0;1.0;2.0;;;2018-Apr-27;2018-04-27
118;801630;0;False;full;26.0;;1.0;0.0;0.0;1.0;2389.0;44.0;2018-Aug18-20;
119;944220;0;False;;;;1.0;0.0;0.0;1.0;1528.0;88.0;2018-Oct-26;2018-10-26
120;785890;0;False;full;;;1.0;0.0;1.0;2.0;471.0;11.0;2018-May-29;2018-05-29
121;859680;18;False;;1.0;;1.0;0.0;0.0;1.0;1057.0;69.0;2018-Sep-27;2018-09-27
122;963690;0;False;;;;1.0;1.0;0.0;2.0;3476.0;100.0;2018-ov-6N;
123;744800;0;True;;1.0;;1.0;1.0;0.0;2.0;;;2018-Jan-11;2018-01-11
124;748490;0;False;;13.0;81.0;1.0;0.0;0.0;1.0;2129.0;51.0;2018-Feb-14;2018-02-14
125;888090;0;True;;;;1.0;0.0;0.0;1.0;;3.0;2018-Aug-13;2018-08-13
126;733340;0;False;full;2.0;;1.0;0.0;0.0;1.0;664.0;36.0;2018-Mar-13;2018-03-13
127;716490;0;False;;;;1.0;1.0;1.0;3.0;1107.0;16.0;2018-Oct-22;2018-10-22
128;753420;0;False;full;1.0;;1.0;1.0;1.0;3.0;7485.0;16.0;2018-Feb-14;2018-02-14
129;616250;0;False;full;;;1.0;1.0;0.0;2.0;1249.0;;2018-Aug-22;2018-08-22
130;736190;0;False;;;;1.0;1.0;0.0;2.0;19469.0;23.0;2018-Sep-28;2018-09-28
131;757240;0;True;;1.0;;1.0;0.0;0.0;1.0;;3.0;2018-Jan-28;2018-01-28
132;863550;18;False;full;;82.0;1.0;0.0;0.0;1.0;31004.0;146.0;2018-Nov-13;2018-11-13
133;233610;0;False;;1.0;74.0;1.0;1.0;1.0;3.0;5101.0;31.0;2018-Sep20-18;
134;822930;0;False;;1.0;;1.0;1.0;1.0;3.0;782.0;12.0;2018-ay-4M;
135;535930;0;False;;13.0;83.0;1.0;1.0;1.0;3.0;22654.0;61.0;2018-Aug-29;2018-08-29
136;904740;0;True;;2.0;;1.0;0.0;0.0;1.0;;2.0;2018-ug-2A;
137;600990;0;False;full;1.0;80.0;1.0;1.0;1.0;3.0;1994.0;17.0;2018-Sep-19;2018-09-19
138;848350;0;False;full;;81.0;1.0;0.0;0.0;1.0;3539.0;21.0;2018-ec-6D;
139;648580;0;False;full;;;1.0;0.0;0.0;1.0;1509.0;27.0;2018-ep-4S;
140;688420;0;False;full;1.0;;1.0;1.0;0.0;2.0;6735.0;11.0;2018-Nov-16;2018-11-16
141;448850;0;False;full;4.0;74.0;1.0;1.0;1.0;3.0;1360.0;50.0;2018-May-31;2018-05-31
142;473770;0;False;full;5.0;;1.0;1.0;1.0;3.0;1357.0;26.0;2018-Dec-14;2018-12-14
143;673880;0;False;full;3.0;78.0;1.0;1.0;1.0;3.0;8601.0;34.0;2018-Nov-15;2018-11-15
144;349250;0;False;;1.0;;1.0;0.0;0.0;1.0;261.0;56.0;2018-Apr-19;2018-04-19
145;827290;0;False;;;;1.0;1.0;1.0;3.0;284.0;7.0;2018-Apr-16;2018-04-16
146;601050;18;False;;41.0;;1.0;0.0;0.0;1.0;4859.0;40.0;2023-Apr-26;2023-04-26
147;783120;0;False;;;;1.0;0.0;0.0;1.0;595.0;;2018-Jun-29;2018-06-29
148;822760;0;False;;1.0;;1.0;0.0;0.0;1.0;273.0;;2018-ay-4M;
149;922460;0;True;;;;1.0;1.0;0.0;2.0;;33.0;2018-Oct-31;2018-10-31
150;802880;0;False;;4.0;76.0;1.0;0.0;0.0;1.0;944.0;15.0;2018-Feb-28;2018-02-28
151;355170;0;False;;;;1.0;1.0;0.0;2.0;551.0;;2018-Nov-16;2018-11-16
152;931500;0;False;full;16.0;;1.0;0.0;0.0;1.0;1606.0;45.0;2018-Oct-25;2018-10-25
153;469820;0;False;full;;68.0;1.0;1.0;0.0;2.0;7747.0;28.0;2018-Jan20-18;
154;876850;0;False;;1.0;;1.0;0.0;0.0;1.0;191.0;21.0;2018-Aug-16;2018-08-16
155;950460;0;True;;;;1.0;0.0;0.0;1.0;;27.0;2018-Oct-30;2018-10-30
156;774461;0;False;full;1.0;;1.0;1.0;1.0;3.0;1772.0;20.0;2018-Oct-17;2018-10-17
157;866540;0;True;;1.0;;1.0;0.0;0.0;1.0;;5.0;2018-Jun18-20;
158;758090;0;False;;1.0;;1.0;0.0;0.0;1.0;465.0;;2018-Jan-26;2018-01-26
159;743130;0;False;;;;1.0;0.0;1.0;2.0;995.0;21.0;2018-ec-7D;
160;882140;0;False;;;;1.0;0.0;0.0;1.0;513.0;15.0;2018-Nov-15;2018-11-15
161;800620;0;False;;;;1.0;1.0;1.0;3.0;320.0;65.0;2018-Mar-15;2018-03-15
162;956240;0;False;;1.0;;1.0;1.0;0.0;2.0;172.0;14.0;2018-ec-3D;
163;841770;0;False;full;1.0;;1.0;1.0;1.0;3.0;861.0;1172.0;2018-Oct-15;2018-10-15
164;678950;0;False;full;33.0;85.0;1.0;0.0;0.0;1.0;43430.0;35.0;2018-Jan-26;2018-01-26
165;925440;0;False;;;;1.0;0.0;0.0;1.0;554.0;7.0;2018-Sep-30;2018-09-30
166;570940;0;False;full;;84.0;1.0;0.0;0.0;1.0;50553.0;41.0;2018-May-23;2018-05-23
167;728880;0;False;full;6.0;81.0;1.0;1.0;1.0;3.0;34835.0;54.0;2018-ug-7A;
168;445980;0;False;full;1.0;79.0;1.0;1.0;1.0;3.0;14613.0;19.0;2018-May-15;2018-05-15
169;417290;0;False;full;;75.0;1.0;0.0;0.0;1.0;3414.0;20.0;2018-Mar-13;2018-03-13
170;963000;0;False;full;1.0;73.0;1.0;1.0;0.0;2.0;1811.0;6.0;2018-Nov-22;2018-11-22
171;701160;0;False;full;4.0;;1.0;1.0;1.0;3.0;15357.0;36.0;2018-Dec-11;2018-12-11
172;428080;0;False;;;;1.0;0.0;0.0;1.0;456.0;28.0;2018-Jul-17;2018-07-17
173;757480;0;False;;1.0;;1.0;0.0;0.0;1.0;1299.0;;2018-Nov-29;2018-11-29
174;658550;0;False;;1.0;;1.0;0.0;0.0;1.0;945.0;777.0;2018-Sep-11;2018-09-11
175;882790;0;False;;1.0;;1.0;0.0;0.0;1.0;11216.0;80.0;2018-ug-7A;
176;631510;18;False;full;4.0;;1.0;0.0;0.0;1.0;6032.0;99.0;2018-Mar-13;2018-03-13
177;762610;0;False;full;1.0;85.0;1.0;1.0;1.0;3.0;165.0;37.0;2018-ug-2A;
178;620210;0;False;;3.0;;1.0;1.0;1.0;3.0;708.0;31.0;2018-Mar-30;2018-03-30
179;322450;0;False;full;1.0;;1.0;1.0;1.0;3.0;1234.0;18.0;2018-May-17;2018-05-17
180;922400;0;False;;3.0;;1.0;0.0;0.0;1.0;379.0;32.0;2018-Nov-21;2018-11-21
181;16900;0;False;;;;1.0;0.0;0.0;1.0;11999.0;;2018-Aug-14;2018-08-14
182;766280;0;False;;3.0;;1.0;1.0;0.0;2.0;1419.0;12.0;2018-Jun-15;2018-06-15
183;853550;0;False;;;;1.0;1.0;1.0;3.0;2368.0;;2018-Nov-23;2018-11-23
184;285920;0;False;;8.0;;1.0;1.0;1.0;3.0;15642.0;15.0;2018-Aug-10;2018-08-10
185;955560;;;;;;;;;;;;;
186;757210;0;False;;;71.0;1.0;0.0;0.0;1.0;1325.0;;2018-Apr-24;2018-04-24
187;760060;0;False;full;2.0;78.0;1.0;0.0;0.0;1.0;11824.0;54.0;2018-ec-4D;
188;917290;0;False;full;;;1.0;0.0;0.0;1.0;239.0;21.0;2018-ep-6S;
189;792100;0;False;;1.0;;1.0;1.0;1.0;3.0;1359.0;19.0;2018-Aug-23;2018-08-23
190;746400;0;False;;1.0;;1.0;1.0;0.0;2.0;386.0;6.0;2018-Feb-13;2018-02-13
191;949370;0;True;;;;1.0;0.0;0.0;1.0;;;2018-Oct-17;2018-10-17
192;952420;0;False;;4.0;;1.0;1.0;1.0;3.0;381.0;14.0;2018-Dec-15;2018-12-15
193;628070;0;False;;;;1.0;0.0;0.0;1.0;2344.0;;2018-Jan-16;2018-01-16
194;913010;0;True;;;;1.0;1.0;1.0;3.0;;3.0;2018-Aug-17;2018-08-17
195;851530;0;True;;1.0;;1.0;0.0;0.0;1.0;;4.0;2018-ay-4M;
196;943380;0;False;full;;;1.0;1.0;0.0;2.0;2933.0;29.0;2018-Oct-12;2018-10-12
197;891510;0;False;;1.0;;1.0;0.0;0.0;1.0;621.0;;2018-ep-7S;
198;812140;0;False;;3.0;;1.0;0.0;0.0;1.0;122994.0;93.0;2018-ct-5O;
199;702670;0;False;full;1.0;77.0;1.0;1.0;0.0;2.0;6958.0;20.0;2018-Aug-28;2018-08-28
200;852480;0;False;;;;1.0;1.0;1.0;3.0;1142.0;31.0;2018-Oct-29;2018-10-29
201;959750;0;True;;;;1.0;0.0;0.0;1.0;;;2018-Nov-14;2018-11-14
202;692130;;;;;;;;;;;;;
203;608110;0;False;;;;1.0;0.0;0.0;1.0;;;2018-ay-3M;
204;779990;0;True;;;;1.0;0.0;0.0;1.0;;1.0;2018-Jul-30;2018-07-30
205;396710;0;False;full;;78.0;1.0;1.0;0.0;2.0;783.0;31.0;2018-pr-3A;
206;873200;0;False;full;;;1.0;0.0;0.0;1.0;264.0;11.0;2018-Jun-15;2018-06-15
207;823580;0;False;;1.0;;1.0;1.0;0.0;2.0;211.0;;2018-ay-1M;
208;896460;0;False;full;;;1.0;1.0;1.0;3.0;308.0;29.0;2018-Aug-21;2018-08-21
209;701380;0;False;;1.0;;1.0;0.0;0.0;1.0;215.0;;2018-Apr-24;2018-04-24
210;782340;0;True;;;;1.0;1.0;0.0;2.0;;24.0;2018-Aug-28;2018-08-28
211;564050;0;False;full;;;1.0;1.0;1.0;3.0;1344.0;34.0;2018-Apr18-20;
212;961660;0;False;;;;1.0;0.0;0.0;1.0;169.0;12.0;2018-ov-5N;
213;332950;0;True;;4.0;;1.0;0.0;0.0;1.0;709.0;40.0;2018-Sep-26;2018-09-26
214;559620;0;False;;;;1.0;0.0;0.0;1.0;499.0;;2018-Nov-16;2018-11-16
215;833040;0;False;;17.0;;1.0;1.0;1.0;3.0;1103.0;;2018-Apr-13;2018-04-13
216;845880;0;False;;;65.0;1.0;0.0;0.0;1.0;939.0;15.0;2018-Jul-11;2018-07-11
217;847370;18;False;full;;83.0;1.0;0.0;0.0;1.0;8546.0;80.0;2018-Nov-16;2018-11-16
218;771310;0;True;;;;1.0;0.0;0.0;1.0;;;2018-Mar-14;2018-03-14
219;942850;0;False;;;;1.0;0.0;0.0;1.0;398.0;;2018-Dec-17;2018-12-17
220;810660;0;False;;;72.0;1.0;0.0;0.0;1.0;613.0;17.0;2018-May-24;2018-05-24
221;598700;0;False;full;2.0;;1.0;0.0;0.0;1.0;6872.0;40.0;2018-Jul-13;2018-07-13
222;829110;0;False;full;9.0;76.0;1.0;0.0;0.0;1.0;3741.0;75.0;2018-Oct-16;2018-10-16
223;510680;0;False;;1.0;;1.0;0.0;0.0;1.0;126.0;21.0;2018-Apr-17;2018-04-17
224;742300;0;False;full;2.0;;1.0;0.0;0.0;1.0;2986.0;50.0;2018-ct-2O;
225;907000;0;True;;;;1.0;1.0;0.0;2.0;;;2018-ug-3A;
226;416600;0;False;full;1.0;85.0;1.0;1.0;1.0;3.0;1828.0;36.0;2018-Jan-17;2018-01-17
227;664750;0;False;;;;1.0;0.0;0.0;1.0;385.0;62.0;2018-May-11;2018-05-11
228;923260;0;False;;;;1.0;1.0;0.0;2.0;366.0;12.0;2018-Nov-13;2018-11-13
229;880940;0;False;full;;;1.0;0.0;0.0;1.0;34886.0;31.0;2018-Sep18-20;
230;431930;0;False;full;3.0;;1.0;0.0;0.0;1.0;165.0;50.0;2018-May-29;2018-05-29
231;840010;0;False;;2.0;;1.0;1.0;0.0;2.0;1733.0;65.0;2018-Dec20-18;
232;796790;0;False;;1.0;;1.0;0.0;0.0;1.0;396.0;37.0;2018-Jun-14;2018-06-14
233;591630;0;False;full;1.0;76.0;1.0;1.0;0.0;2.0;922.0;19.0;2018-Jan-31;2018-01-31
234;864060;0;False;full;;;1.0;1.0;0.0;2.0;564.0;42.0;2018-Nov-16;2018-11-16
235;590950;0;False;;;;1.0;0.0;0.0;1.0;109.0;21.0;2018-Nov-14;2018-11-14
236;851670;0;False;full;1.0;;1.0;0.0;0.0;1.0;420.0;30.0;2018-Jun-26;2018-06-26
237;595520;0;False;full;;;1.0;0.0;0.0;1.0;5647.0;41.0;2018-eb-1F;
238;742250;0;False;;2.0;;1.0;1.0;0.0;2.0;1052.0;22.0;2018-eb-7F;
239;890750;0;False;;;;1.0;1.0;1.0;3.0;;18.0;2018-Aug-19;2018-08-19
240;315460;0;False;;;76.0;1.0;0.0;0.0;1.0;3594.0;18.0;2018-Jul-10;2018-07-10
241;534550;0;False;full;3.0;84.0;1.0;0.0;0.0;1.0;2175.0;49.0;2018-Aug-21;2018-08-21
242;836490;0;False;;;;1.0;0.0;0.0;1.0;496.0;7.0;2018-ay-8M;
243;527230;0;False;full;6.0;79.0;1.0;1.0;1.0;3.0;23404.0;78.0;2018-Apr-19;2018-04-19
244;762930;0;False;;;;1.0;0.0;0.0;1.0;;;2018-Apr-12;2018-04-12
245;466110;0;False;full;;;1.0;0.0;0.0;1.0;877.0;12.0;2018-Jul-26;2018-07-26
246;425770;0;False;;;;1.0;0.0;0.0;1.0;;;2018-ug-2A;
247;950140;0;False;full;;;1.0;1.0;1.0;3.0;115.0;10.0;2018-Oct-16;2018-10-16
248;939620;0;False;;3.0;;1.0;0.0;0.0;1.0;170.0;100.0;2018-Sep-24;2018-09-24
249;714800;0;False;;;;1.0;0.0;0.0;1.0;319.0;11.0;2018-Jun-29;2018-06-29
250;468920;0;False;;10.0;70.0;1.0;0.0;0.0;1.0;5649.0;131.0;2018-Aug-30;2018-08-30
251;792030;0;True;;1.0;;1.0;0.0;0.0;1.0;;9.0;2018-May-31;2018-05-31
252;792050;0;True;;;;1.0;1.0;0.0;2.0;;;2018-Nov-13;2018-11-13
253;893730;0;True;;;;1.0;1.0;1.0;3.0;;25.0;2018-Jul20-18;
254;702810;0;True;full;5.0;;1.0;1.0;1.0;3.0;;29.0;2018-ar-6M;
255;706560;0;False;;1.0;82.0;1.0;1.0;0.0;2.0;393.0;;2018-ug-7A;
256;758190;0;False;;;;1.0;0.0;0.0;1.0;6329.0;70.0;2018-May-11;2018-05-11
257;828580;0;False;;1.0;;1.0;0.0;0.0;1.0;257.0;;2018-Apr-27;2018-04-27
258;800600;0;False;;;;1.0;1.0;1.0;3.0;303.0;;2018-ar-8M;
259;823130;0;True;;;;1.0;0.0;0.0;1.0;15676.0;;2018-un-5J;
260;814540;0;False;;1.0;;1.0;0.0;0.0;1.0;10778.0;6.0;2018-pr-4A;
261;290510;0;False;full;;;1.0;1.0;0.0;2.0;340.0;20.0;2018-Jul-17;2018-07-17
262;821890;0;False;full;;;1.0;1.0;0.0;2.0;1052.0;20.0;2018-Aug-13;2018-08-13
263;979260;0;True;full;;;1.0;0.0;0.0;1.0;;3.0;2018-ec-5D;
264;937850;0;False;;;;1.0;0.0;0.0;1.0;204.0;15.0;2018-Dec20-18;
