;appid;required_age;is_free;controller_support;dlc;metacritic;windows;mac;linux;platforms_num;recommendations;achievements;release_date;release_date_final
32;992310;0;1.0;full;;;1.0;0.0;0.0;1.0;;;2019-Apr-24;2019-04-24
33;1069230;0;0.0;;;;1.0;0.0;0.0;1.0;2318.0;14.0;2019-Jul-26;2019-07-26
34;1147690;0;1.0;;;;1.0;0.0;0.0;1.0;;61.0;2019-ct-1O;
35;858210;0;0.0;full;1.0;;1.0;1.0;0.0;2.0;8613.0;40.0;2019-Mar-27;2019-03-27
36;844590;0;0.0;;1.0;83.0;1.0;1.0;1.0;3.0;2735.0;14.0;2019-Mar-12;2019-03-12
37;774171;0;0.0;full;1.0;;1.0;1.0;0.0;2.0;78499.0;39.0;2019-Jun20-19;
38;1038740;0;0.0;;1.0;;1.0;1.0;0.0;2.0;2849.0;13.0;2019-Aug-14;2019-08-14
39;944020;0;0.0;;1.0;;1.0;0.0;0.0;1.0;2419.0;11.0;2019-Jul-22;2019-07-22
40;1031480;0;0.0;;1.0;;1.0;0.0;0.0;1.0;1901.0;28.0;2019-Mar-18;2019-03-18
41;1064610;0;1.0;full;2.0;;1.0;1.0;0.0;2.0;643.0;27.0;2019-ay-3M;
42;980300;0;0.0;;;83.0;1.0;0.0;0.0;1.0;3371.0;63.0;2019-Apr-15;2019-04-15
43;1103210;0;1.0;;;;1.0;1.0;0.0;2.0;;;2019-ul-9J;
44;1045520;0;0.0;;;;1.0;1.0;1.0;3.0;4626.0;19.0;2019-Jul-25;2019-07-25
45;611760;0;0.0;;;;1.0;1.0;0.0;2.0;1271.0;25.0;2019-Mar-11;2019-03-11
46;986800;0;0.0;;2.0;79.0;1.0;0.0;0.0;1.0;1726.0;24.0;2019-Dec-10;2019-12-10
47;692850;0;0.0;full;2.0;;1.0;0.0;0.0;1.0;24443.0;45.0;2019-Jun-18;2019-06-18
48;927380;0;0.0;full;1.0;82.0;1.0;0.0;0.0;1.0;9380.0;59.0;2019-ay-9M;
49;1198320;0;1.0;;;;1.0;0.0;0.0;1.0;;;2019-Dec-23;2019-12-23
50;314650;0;0.0;;12.0;;1.0;0.0;0.0;1.0;7401.0;;2019-Jun-11;2019-06-11
51;1033420;0;0.0;;;;1.0;0.0;0.0;1.0;985.0;;2019-Aug-16;2019-08-16
52;1046030;0;0.0;;;82.0;1.0;1.0;0.0;2.0;14185.0;38.0;2019-pr-4A;
53;572890;0;0.0;;1.0;74.0;1.0;1.0;1.0;3.0;5608.0;14.0;2019-Jan-24;2019-01-24
54;813630;0;0.0;full;1.0;85.0;1.0;0.0;0.0;1.0;8277.0;98.0;2019-pr-5A;
55;598980;0;0.0;;1.0;;1.0;0.0;0.0;1.0;4139.0;27.0;2019-Feb-22;2019-02-22
56;914710;0;0.0;full;;76.0;1.0;0.0;0.0;1.0;3203.0;9.0;2019-Sep-24;2019-09-24
57;1058020;0;0.0;;;;1.0;0.0;0.0;1.0;3245.0;;2019-ay-1M;
58;621000;0;0.0;;;;1.0;0.0;0.0;1.0;1542.0;20.0;2019-ul-4J;
59;1010750;0;0.0;;;77.0;1.0;0.0;0.0;1.0;4763.0;20.0;2019-ay-9M;
60;1018850;0;0.0;full;2.0;;1.0;1.0;0.0;2.0;1516.0;24.0;2019-May-31;2019-05-31
61;621060;0;0.0;;11.0;;1.0;0.0;0.0;1.0;38081.0;94.0;2019-Jan-29;2019-01-29
62;937580;0;0.0;;;;1.0;0.0;0.0;1.0;960.0;;2019-pr-1A;
63;996580;0;0.0;full;;;1.0;0.0;0.0;1.0;9750.0;105.0;2019-ep-3S;
64;977950;0;0.0;;3.0;;1.0;1.0;1.0;3.0;48843.0;47.0;2019-Jan-24;2019-01-24
65;966320;0;0.0;;;;1.0;1.0;1.0;3.0;1780.0;14.0;2019-Sep-18;2019-09-18
66;1058640;0;1.0;;;;1.0;0.0;0.0;1.0;;15.0;2019-Jul-11;2019-07-11
67;1049280;0;0.0;full;1.0;78.0;1.0;1.0;1.0;3.0;2683.0;45.0;2019-ct-7O;
68;801480;0;0.0;full;;;1.0;1.0;0.0;2.0;3664.0;30.0;2019-Aug-29;2019-08-29
69;913550;0;0.0;;;;1.0;0.0;0.0;1.0;2252.0;;2019-Nov-15;2019-11-15
70;752590;17;0.0;full;1.0;81.0;1.0;0.0;0.0;1.0;45668.0;35.0;2019-May-14;2019-05-14
71;632470;0;0.0;full;2.0;97.0;1.0;1.0;0.0;2.0;70552.0;45.0;2019-Oct-15;2019-10-15
72;900270;0;0.0;full;1.0;84.0;1.0;0.0;0.0;1.0;6852.0;101.0;2019-un-4J;
73;597760;0;0.0;full;;81.0;1.0;1.0;1.0;3.0;4954.0;48.0;2019-Apr-25;2019-04-25
74;1007040;17;0.0;full;20.0;76.0;1.0;0.0;0.0;1.0;6724.0;39.0;2019-Jul-11;2019-07-11
75;673130;0;0.0;full;3.0;85.0;1.0;0.0;0.0;1.0;5080.0;37.0;2019-Jun19-20;
76;681280;0;0.0;full;1.0;78.0;1.0;1.0;1.0;3.0;11135.0;42.0;2019-ay-7M;
77;1079160;0;0.0;;;;1.0;0.0;0.0;1.0;909.0;;2019-ep-9S;
78;1072390;0;1.0;;;;1.0;1.0;0.0;2.0;;22.0;2019-ay-9M;
79;965820;0;0.0;;1.0;;1.0;0.0;0.0;1.0;888.0;40.0;2019-Jun-17;2019-06-17
80;1169040;0;0.0;full;;;1.0;1.0;1.0;3.0;5748.0;27.0;2019-Dec-12;2019-12-12
81;494150;0;0.0;;;;1.0;0.0;0.0;1.0;3369.0;;2019-Oct-24;2019-10-24
82;1043340;0;0.0;;;;1.0;0.0;0.0;1.0;1170.0;42.0;2019-Apr-14;2019-04-14
83;866440;0;1.0;;;;1.0;1.0;1.0;3.0;;6.0;2019-Jan-11;2019-01-11
84;976730;18;0.0;full;6.0;;1.0;0.0;0.0;1.0;186217.0;700.0;2019-ec-3D;
85;970560;0;0.0;;;;1.0;0.0;0.0;1.0;851.0;50.0;2019-Dec-10;2019-12-10
86;1002560;0;0.0;;1.0;;1.0;0.0;0.0;1.0;3241.0;9.0;2019-Feb-27;2019-02-27
87;440310;0;0.0;;1.0;;1.0;0.0;0.0;1.0;1666.0;5.0;2019-Jun-14;2019-06-14
88;937170;0;0.0;;2.0;;1.0;1.0;0.0;2.0;5959.0;27.0;2019-May19-20;
89;1200860;0;1.0;;;;1.0;1.0;0.0;2.0;;;2019-Dec20-19;
90;1071120;0;1.0;;;;1.0;0.0;0.0;1.0;;24.0;2019-Jun-10;2019-06-10
91;992740;0;0.0;;1.0;;1.0;0.0;0.0;1.0;315.0;20.0;2019-Feb-13;2019-02-13
92;359510;0;0.0;full;1.0;;1.0;1.0;0.0;2.0;2904.0;10.0;2019-Oct-22;2019-10-22
93;655500;0;0.0;;;;1.0;0.0;0.0;1.0;11531.0;;2019-ct-7O;
94;933480;0;1.0;;4.0;;1.0;0.0;0.0;1.0;;84.0;2019-Feb-14;2019-02-14
95;934840;0;1.0;;;;1.0;0.0;0.0;1.0;;28.0;2019-an-1J;
96;578620;0;0.0;;;85.0;1.0;0.0;0.0;1.0;7117.0;;2019-Jul-18;2019-07-18
97;1109460;0;1.0;;;;1.0;0.0;0.0;1.0;;7.0;2019-Nov-11;2019-11-11
98;1012880;0;0.0;full;;;1.0;1.0;0.0;2.0;10134.0;60.0;2019-Jul-25;2019-07-25
99;1005300;0;0.0;full;1.0;80.0;1.0;1.0;1.0;3.0;1941.0;20.0;2019-Oct-16;2019-10-16
100;916730;0;0.0;full;1.0;79.0;1.0;0.0;0.0;1.0;2793.0;12.0;2019-May-30;2019-05-30
101;1057680;0;0.0;;1.0;;1.0;0.0;0.0;1.0;2041.0;;2019-Apr-30;2019-04-30
102;1004240;0;0.0;;;;1.0;1.0;0.0;2.0;3603.0;100.0;2019-Apr-12;2019-04-12
103;834530;0;0.0;full;;80.0;1.0;0.0;0.0;1.0;11402.0;55.0;2019-Feb20-19;
104;1012240;0;1.0;;;;1.0;0.0;0.0;1.0;;;2019-Feb-13;2019-02-13
105;1184770;0;0.0;;;;1.0;0.0;0.0;1.0;1451.0;;2019-Nov-22;2019-11-22
106;1010890;0;1.0;;1.0;;1.0;0.0;0.0;1.0;;9.0;2019-Jul20-19;
107;1064730;;;;;;;;;;;;;
108;1092590;0;False;;;;1.0;0.0;0.0;1.0;890.0;81.0;2019-Sep-26;2019-09-26
109;1109410;0;True;;;;1.0;0.0;0.0;1.0;;;2019-ct-9O;
110;1146950;0;False;;;;1.0;1.0;0.0;2.0;3166.0;100.0;2019-Oct-28;2019-10-28
111;1098340;0;False;;;;1.0;0.0;0.0;1.0;1419.0;770.0;2019-Jun-24;2019-06-24
112;666140;0;False;full;6.0;73.0;1.0;1.0;0.0;2.0;30988.0;91.0;2019-Jan-15;2019-01-15
113;1048540;0;False;;;;1.0;0.0;0.0;1.0;2269.0;9.0;2019-May-31;2019-05-31
114;948830;0;False;;1.0;;1.0;1.0;0.0;2.0;1138.0;18.0;2019-Mar-21;2019-03-21
115;930910;0;False;;;;1.0;0.0;0.0;1.0;529.0;35.0;2019-Feb20-19;
116;1040550;0;False;;1.0;;1.0;1.0;1.0;3.0;638.0;12.0;2019-Nov-17;2019-11-17
117;361420;0;False;full;1.0;;1.0;0.0;0.0;1.0;91255.0;56.0;2019-eb-5F;
118;1092720;0;True;;;;1.0;0.0;0.0;1.0;;;2019-t15-Oc;
119;939600;0;False;;2.0;;1.0;0.0;0.0;1.0;2241.0;26.0;2019-Jul-25;2019-07-25
120;447150;0;False;full;;83.0;1.0;1.0;0.0;2.0;2454.0;23.0;2019-Feb-28;2019-02-28
121;1046820;0;False;;;;1.0;1.0;1.0;3.0;1248.0;8.0;2019-pr-3A;
122;1070550;0;False;;;;1.0;0.0;0.0;1.0;253.0;13.0;2019-Jul-29;2019-07-29
123;741140;0;False;;;;1.0;0.0;0.0;1.0;1023.0;25.0;2019-Dec19-20;
124;1044490;0;False;;;;1.0;1.0;1.0;3.0;549.0;;2019-Jun-21;2019-06-21
125;604240;0;False;full;;;1.0;1.0;1.0;3.0;8761.0;73.0;2019-ar-8M;
126;1047440;0;False;;1.0;;1.0;0.0;0.0;1.0;2152.0;37.0;2019-Jul-23;2019-07-23
127;823500;0;False;;1.0;72.0;1.0;0.0;0.0;1.0;31473.0;16.0;2019-Dec-10;2019-12-10
128;1080750;0;False;full;1.0;80.0;1.0;1.0;1.0;3.0;710.0;20.0;2019-Sep20-19;
129;1026840;0;True;;;;1.0;0.0;0.0;1.0;;;2019-ay-8M;
130;1158470;0;False;full;;;1.0;0.0;1.0;2.0;369.0;37.0;2019-ov-7N;
131;382560;0;False;full;;;1.0;0.0;0.0;1.0;4251.0;41.0;2019-Sep20-19;
132;677620;0;True;full;3.0;;1.0;0.0;1.0;2.0;161.0;30.0;2019-May-24;2019-05-24
133;433550;0;False;;2.0;;1.0;0.0;0.0;1.0;3153.0;17.0;2019-Aug-15;2019-08-15
134;588030;0;False;;1.0;;1.0;0.0;0.0;1.0;2991.0;;2019-Jan-25;2019-01-25
135;1073390;0;True;full;;;1.0;0.0;0.0;1.0;;;2019-ug-9A;
136;1037190;0;False;full;1.0;;1.0;1.0;1.0;3.0;522.0;13.0;2019-Mar-28;2019-03-28
137;710710;0;False;;1.0;;1.0;1.0;1.0;3.0;256.0;21.0;2019-ep-6S;
138;1109130;0;False;;6.0;;1.0;0.0;0.0;1.0;540.0;100.0;2019-Aug-16;2019-08-16
139;1043240;0;False;;;;1.0;0.0;0.0;1.0;275.0;;2019-Jun-18;2019-06-18
140;844660;0;False;;3.0;;1.0;1.0;1.0;3.0;659.0;12.0;2019-Feb-15;2019-02-15
141;1047220;0;False;full;1.0;81.0;1.0;1.0;0.0;2.0;782.0;6.0;2019-ec-9D;
142;1056490;0;False;;;;1.0;0.0;0.0;1.0;521.0;;2019-Jun-27;2019-06-27
143;981020;0;False;full;1.0;;1.0;1.0;1.0;3.0;324.0;14.0;2019-Jul-10;2019-07-10
144;1146510;0;False;;;;1.0;0.0;0.0;1.0;285.0;11.0;2019-Oct-25;2019-10-25
145;594130;0;False;;1.0;74.0;1.0;1.0;1.0;3.0;465.0;57.0;2019-Aug-21;2019-08-21
146;585420;0;False;full;7.0;;1.0;0.0;0.0;1.0;13497.0;22.0;2019-Sep-18;2019-09-18
147;805550;0;False;;7.0;77.0;1.0;0.0;0.0;1.0;17318.0;;2019-May-29;2019-05-29
148;954740;17;False;full;2.0;60.0;1.0;0.0;0.0;1.0;9995.0;36.0;2019-Nov-14;2019-11-14
149;959080;0;True;full;;;1.0;1.0;1.0;3.0;;11.0;2019-Jan-15;2019-01-15
150;952290;0;False;full;;;1.0;0.0;0.0;1.0;933.0;34.0;2019-ug-6A;
151;622220;0;False;;47.0;79.0;1.0;0.0;0.0;1.0;3396.0;44.0;2019-Mar20-19;
152;679900;0;False;;;;1.0;1.0;0.0;2.0;3566.0;39.0;2019-Jul-22;2019-07-22
153;1069740;0;False;;;;1.0;0.0;0.0;1.0;8038.0;210.0;2019-Jun19-20;
154;1058000;0;True;;;;1.0;0.0;0.0;1.0;;;2019-Apr20-19;
155;1084570;0;True;;1.0;;1.0;0.0;0.0;1.0;;14.0;2019-Jun-10;2019-06-10
156;909190;0;True;;;;1.0;1.0;0.0;2.0;;;2019-Feb-14;2019-02-14
157;489520;0;True;full;18.0;;1.0;1.0;0.0;2.0;1407.0;38.0;2019-May-24;2019-05-24
158;1021950;0;True;;;;1.0;0.0;0.0;1.0;;32.0;2019-ar-1M;
159;1121910;0;True;;;;1.0;1.0;0.0;2.0;;;2019-Sep-24;2019-09-24
160;1098490;0;False;;;;1.0;0.0;0.0;1.0;;;2019-Oct-11;2019-10-11
161;1079800;0;False;;2.0;83.0;1.0;0.0;0.0;1.0;3117.0;25.0;2019-ov-7N;
162;1036950;0;True;;117.0;;1.0;0.0;0.0;1.0;;17.0;2019-pr-4A;
163;572220;0;False;full;;;1.0;1.0;1.0;3.0;704.0;10.0;2019-Oct-10;2019-10-10
164;1017180;0;False;;;;1.0;0.0;0.0;1.0;19862.0;;2019-Sep-25;2019-09-25
165;505230;0;False;full;3.0;;1.0;0.0;0.0;1.0;6484.0;50.0;2019-May-23;2019-05-23
166;1174180;0;False;;;93.0;1.0;0.0;0.0;1.0;368490.0;51.0;2019-ec-5D;
167;951830;0;True;;1.0;;1.0;0.0;0.0;1.0;;;2019-Feb-15;2019-02-15
168;846030;0;False;full;5.0;;1.0;1.0;1.0;3.0;1198.0;83.0;2019-Aug-12;2019-08-12
169;976390;0;False;;;;1.0;0.0;0.0;1.0;1007.0;4.0;2019-Jan-31;2019-01-31
170;968350;0;False;;1.0;;1.0;1.0;0.0;2.0;407.0;39.0;2019-Dec-31;2019-12-31
171;1100800;0;False;;;;1.0;0.0;0.0;1.0;205.0;;2019-Aug-12;2019-08-12
172;910630;0;False;full;2.0;78.0;1.0;1.0;1.0;3.0;356.0;21.0;2019-Feb-12;2019-02-12
173;970570;0;False;;1.0;;1.0;0.0;0.0;1.0;2087.0;34.0;2019-Jan-22;2019-01-22
174;702050;0;False;;;;1.0;0.0;0.0;1.0;3857.0;;2019-Aug-12;2019-08-12
175;1073440;;;;;;;;;;;;;
176;1094530;0;False;;1.0;;1.0;0.0;0.0;1.0;403.0;34.0;2019-Nov-15;2019-11-15
177;951000;0;False;;1.0;;1.0;0.0;0.0;1.0;1366.0;;2019-Mar-29;2019-03-29
178;703080;0;False;;15.0;81.0;1.0;0.0;0.0;1.0;57289.0;38.0;2019-ov-5N;
179;971210;0;True;;;;1.0;0.0;0.0;1.0;;;2019-Apr-29;2019-04-29
180;1101180;0;False;;;;1.0;0.0;0.0;1.0;386.0;32.0;2019-Sep-27;2019-09-27
181;1026820;0;True;;5.0;;1.0;0.0;0.0;1.0;;155.0;2019-Apr-12;2019-04-12
182;1005930;0;False;;13.0;;1.0;1.0;1.0;3.0;1184.0;103.0;2019-n-Ja;
183;983150;0;False;;;;1.0;0.0;0.0;1.0;277.0;;2019-Mar-15;2019-03-15
184;1182370;0;True;;;;1.0;0.0;0.0;1.0;;12.0;2019-Nov-15;2019-11-15
185;761600;18;False;full;;;1.0;0.0;0.0;1.0;1528.0;55.0;2019-Jan-15;2019-01-15
186;923910;0;False;;;;1.0;0.0;0.0;1.0;413.0;;2019-un-4J;
187;948740;0;False;;;;1.0;0.0;0.0;1.0;6121.0;45.0;2019-Sep-17;2019-09-17
188;1187510;0;False;;1.0;;1.0;0.0;0.0;1.0;878.0;55.0;2019-Nov-27;2019-11-27
189;1172980;0;True;;;;1.0;0.0;0.0;1.0;;;2019-ov-5N;
190;939330;0;True;;4.0;;1.0;0.0;0.0;1.0;;23.0;2019-an-9J;
191;631570;0;False;;1.0;77.0;1.0;1.0;0.0;2.0;1020.0;25.0;2019-Apr-17;2019-04-17
192;1147750;0;True;;;;1.0;0.0;0.0;1.0;;;2019-Sep19-20;
193;1104660;0;False;full;1.0;;1.0;0.0;0.0;1.0;3607.0;26.0;2019-Oct-24;2019-10-24
194;1106770;0;True;;;;1.0;1.0;0.0;2.0;;;2019-ep-4S;
195;619150;0;False;full;3.0;;1.0;1.0;1.0;3.0;5718.0;31.0;2019-Jan-17;2019-01-17
196;1072420;0;False;full;;85.0;1.0;0.0;0.0;1.0;5056.0;31.0;2019-Dec-10;2019-12-10
197;751780;0;False;full;;78.0;1.0;0.0;0.0;1.0;27827.0;103.0;2019-Apr-18;2019-04-18
198;889510;0;False;;31.0;;1.0;0.0;0.0;1.0;1716.0;51.0;2019-Jan-22;2019-01-22
199;969700;0;False;;;;1.0;0.0;0.0;1.0;372.0;19.0;2019-Jan-24;2019-01-24
200;1042550;0;False;full;;;1.0;0.0;0.0;1.0;6691.0;103.0;2019-Oct-17;2019-10-17
201;976010;0;False;;1.0;;1.0;0.0;0.0;1.0;1518.0;16.0;2019-ar-7M;
202;784150;0;False;;2.0;;1.0;0.0;0.0;1.0;12423.0;;2019-Mar-15;2019-03-15
203;839870;0;False;full;;;1.0;1.0;0.0;2.0;338.0;32.0;2019-Aug-29;2019-08-29
204;1012560;0;False;;;;1.0;1.0;0.0;2.0;1882.0;17.0;2019-May-10;2019-05-10
205;1043500;0;False;;;;1.0;0.0;0.0;1.0;388.0;;2019-Mar-25;2019-03-25
206;1070580;0;False;;2.0;;1.0;0.0;0.0;1.0;4568.0;41.0;2019-Nov20-19;
207;657240;0;False;full;3.0;;1.0;0.0;0.0;1.0;878.0;15.0;2019-Nov-14;2019-11-14
208;1144110;0;True;full;2.0;;1.0;0.0;0.0;1.0;;20.0;2019-Nov20-19;
209;1065100;0;False;;1.0;;1.0;1.0;0.0;2.0;393.0;22.0;2019-Jun-17;2019-06-17
210;1034940;0;False;;;;1.0;1.0;1.0;3.0;331.0;14.0;2019-Jul-18;2019-07-18
211;665370;0;False;;;;1.0;0.0;0.0;1.0;1403.0;;2019-ar-1M;
212;865570;0;True;;;;1.0;1.0;1.0;3.0;;;2019-Jun-25;2019-06-25
213;1132190;0;True;;6.0;;1.0;0.0;0.0;1.0;;80.0;2019-Aug-16;2019-08-16
214;559330;0;False;;2.0;78.0;1.0;0.0;0.0;1.0;810.0;29.0;2019-Jan-22;2019-01-22
215;935880;0;False;;4.0;;1.0;1.0;0.0;2.0;2320.0;40.0;2019-Feb-27;2019-02-27
216;589500;0;False;full;;;1.0;1.0;1.0;3.0;606.0;45.0;2019-Dec-10;2019-12-10
217;774361;0;False;full;4.0;77.0;1.0;1.0;1.0;3.0;24530.0;45.0;2019-Sep-10;2019-09-10
218;1084020;0;False;;;;1.0;1.0;1.0;3.0;1484.0;35.0;2019-un-5J;
219;1002290;0;True;;;;1.0;0.0;0.0;1.0;;;2019-Feb-17;2019-02-17
220;1151080;0;True;;;;1.0;1.0;1.0;3.0;;5.0;2019-Oct-10;2019-10-10
221;1039940;0;False;;;;1.0;0.0;0.0;1.0;253.0;23.0;2019-Sep-26;2019-09-26
222;1173940;0;False;;;;1.0;0.0;0.0;1.0;164.0;8.0;2019-Dec-13;2019-12-13
223;1068070;18;True;;;;1.0;0.0;0.0;1.0;;24.0;2019-May-17;2019-05-17
224;1055430;0;False;;;;1.0;1.0;0.0;2.0;1737.0;74.0;2019-Apr-18;2019-04-18
225;422510;0;False;full;1.0;;1.0;1.0;0.0;2.0;680.0;29.0;2019-Dec-13;2019-12-13
226;1043180;0;True;;;;1.0;1.0;0.0;2.0;;15.0;2019-pr-1A;
227;925460;0;False;;2.0;;1.0;1.0;0.0;2.0;206.0;20.0;2019-May-28;2019-05-28
228;931690;0;True;;1.0;;1.0;1.0;1.0;3.0;;11.0;2019-Apr-26;2019-04-26
229;1161770;0;True;;;;1.0;0.0;0.0;1.0;;;2019-Oct-18;2019-10-18
230;1034900;0;False;;2.0;;1.0;0.0;0.0;1.0;721.0;15.0;2019-Jun-14;2019-06-14
231;1076880;0;False;;;;1.0;1.0;1.0;3.0;284.0;65.0;2019-Nov-17;2019-11-17
232;1055760;0;True;;1.0;;1.0;0.0;0.0;1.0;;22.0;2019-ay-9M;
233;1170640;0;True;;1.0;;1.0;1.0;0.0;2.0;;;2019-ov-4N;
234;977230;0;False;full;;;1.0;1.0;1.0;3.0;491.0;11.0;2019-ov-4N;
235;1010870;0;False;;2.0;;1.0;0.0;0.0;1.0;522.0;9.0;2019-Feb-28;2019-02-28
236;1148510;0;False;;1.0;;1.0;1.0;0.0;2.0;3085.0;100.0;2019-Dec-13;2019-12-13
237;986280;0;False;;2.0;;1.0;0.0;0.0;1.0;172.0;2.0;2019-Mar-29;2019-03-29
238;1079450;0;False;;;;1.0;1.0;1.0;3.0;125.0;41.0;2019-Jul-17;2019-07-17
239;1172380;0;False;full;;81.0;1.0;0.0;0.0;1.0;108806.0;39.0;2019-Nov-14;2019-11-14
240;1114030;0;True;;;;1.0;0.0;0.0;1.0;;7.0;2019-ov-1N;
241;714120;0;False;;2.0;57.0;1.0;1.0;1.0;3.0;6206.0;35.0;2019-Sep-18;2019-09-18
242;562860;0;False;full;2.0;79.0;1.0;0.0;1.0;2.0;5802.0;30.0;2019-Aug-15;2019-08-15
243;931270;0;False;;;;1.0;1.0;1.0;3.0;384.0;7.0;2019-Aug-30;2019-08-30
244;742520;0;False;;1.0;74.0;1.0;1.0;0.0;2.0;348.0;25.0;2019-ay-9M;
245;690640;0;False;full;4.0;81.0;1.0;0.0;0.0;1.0;8765.0;39.0;2019-t8-Oc;
246;915460;0;False;;;;1.0;0.0;0.0;1.0;1786.0;33.0;2019-Apr-12;2019-04-12
247;1032520;0;True;;;;1.0;0.0;0.0;1.0;;14.0;2019-pr-6A;
248;829660;0;False;full;1.0;;1.0;1.0;0.0;2.0;1056.0;67.0;2019-Aug-21;2019-08-21
249;898580;0;False;;;;1.0;0.0;0.0;1.0;340.0;99.0;2019-Oct-18;2019-10-18
250;1026400;0;False;full;;;1.0;0.0;0.0;1.0;258.0;25.0;2019-ar-5M;
251;928600;;;;;;;;;;;;;
252;1061090;0;False;full;1.0;;1.0;0.0;0.0;1.0;8954.0;48.0;2019-ay-3M;
253;1053680;0;False;;;;1.0;0.0;0.0;1.0;3166.0;;2019-Apr-17;2019-04-17
254;1065970;0;False;;;;1.0;0.0;0.0;1.0;884.0;8.0;2019-un-3J;
255;885000;0;False;;54.0;83.0;1.0;0.0;0.0;1.0;1076.0;;2019-Oct-31;2019-10-31
256;424200;0;False;full;;;1.0;1.0;1.0;3.0;152.0;20.0;2019-Feb-25;2019-02-25
257;950740;0;False;;3.0;;1.0;1.0;1.0;3.0;746.0;106.0;2019-May-24;2019-05-24
258;1075980;0;False;;;;1.0;0.0;0.0;1.0;706.0;12.0;2019-ug-8A;
259;1117310;0;False;;;;1.0;1.0;0.0;2.0;145.0;;2019-Aug20-19;
260;1160330;0;False;;10.0;;1.0;0.0;0.0;1.0;375.0;20.0;2019-Dec-18;2019-12-18
261;1002300;0;False;;;;1.0;1.0;0.0;2.0;1676.0;1.0;2019-Jan-21;2019-01-21
