;App_id;24_Hour_Peak;All_time_peak
199;1296540;Invalid;Invalid
200;1694420;Invalid;Invalid
201;1712830;Invalid;Invalid
202;1296770;Invalid;Invalid
203;1854430;Invalid;Invalid
204;1910580;Invalid;Invalid
205;595500;Invalid;Invalid
206;1850570;Invalid;Invalid
207;2088250;Invalid;Invalid
208;1296830;Invalid;Invalid
209;1874170;Invalid;Invalid
210;1109570;Invalid;Invalid
211;1287040;Invalid;Invalid
212;2066550;Invalid;Invalid
213;1578650;Invalid;Invalid
214;1853200;Invalid;Invalid
215;1881340;Invalid;Invalid
216;1902710;Invalid;Invalid
217;2119940;Invalid;Invalid
218;1975120;Invalid;Invalid
219;1970460;Invalid;Invalid
220;2113540;Invalid;Invalid
221;1923790;Invalid;Invalid
222;2226870;Invalid;Invalid
223;1878740;Invalid;Invalid
224;898890;Invalid;Invalid
225;1998530;Invalid;Invalid
226;1545990;Invalid;Invalid
227;1977530;Invalid;Invalid
228;1966900;Invalid;Invalid
229;1967510;Invalid;Invalid
230;1740930;Invalid;Invalid
231;1182110;Invalid;Invalid
232;2056560;Invalid;Invalid
233;1984350;Invalid;Invalid
234;1980530;Invalid;Invalid
235;1604380;Invalid;Invalid
236;2112520;Invalid;Invalid
237;1743850;Invalid;Invalid
238;1785820;Invalid;Invalid
239;1883260;Invalid;Invalid
240;1962920;Invalid;Invalid
241;1621310;Invalid;Invalid
242;1895300;Invalid;Invalid
243;1679210;Invalid;Invalid
244;1834920;Invalid;Invalid
245;553420;Invalid;Invalid
246;1846170;Invalid;Invalid
247;1425760;Invalid;Invalid
248;1723260;Invalid;Invalid
249;1919460;Invalid;Invalid
250;2085800;Invalid;Invalid
251;1755100;Invalid;Invalid
252;1051690;Invalid;Invalid
253;1932570;Invalid;Invalid
254;1988540;Invalid;Invalid
255;1210320;Invalid;Invalid
256;1608290;Invalid;Invalid
257;2059670;Invalid;Invalid
258;920210;Invalid;Invalid
259;980610;Invalid;Invalid
260;552080;Invalid;Invalid
261;1985260;Invalid;Invalid
262;2067920;Invalid;Invalid
263;1532710;Invalid;Invalid
264;1249480;Invalid;Invalid
265;1761390;Invalid;Invalid
266;1615290;Invalid;Invalid
267;1944250;Invalid;Invalid
268;1511780;Invalid;Invalid
269;1944240;Invalid;Invalid
270;1150760;Invalid;Invalid
271;1428100;Invalid;Invalid
