developer	publisher	positive	negative	average_forever	average_2weeks	median_forever	median_2weeks	price	initialprice	languages	tags	genre	appid	num_lang
WSS playground, xemono	WSS playground	21925	1050	222	0	207	0	15.99	15.99	English, Japanese, Simplified Chinese, Korean, Traditional Chinese	{'Psychological Horror': 524, 'Visual Novel': 439, 'Anime': 434, 'Sexual Content': 433, 'Cute': 381, 'Pixel Graphics': 351, 'Point & Click': 270, '2D': 264, 'Psychological': 255, 'Multiple Endings': 252, 'Choose Your Own Adventure': 246, 'Psychedelic': 236, 'Dark Humor': 225, 'Colorful': 210, 'Adventure': 205, 'Story Rich': 203, 'Singleplayer': 151, 'Text-Based': 134, 'Simulation': 117, 'Conversation': 112}	Simulation	1451940	7
		0	0	0	0	0	0	0.0	0.0		[]		1827680	0
PantyParrot	Mango Party, PantyParrot	0	0	285	21	337	21	9.34	10.99	Traditional Chinese, English, Japanese, Simplified Chinese, Russian	[]	Casual, Indie, RPG, Simulation, Strategy	1732180	7
Splashteam	tinyBuild	1188	13	326	0	326	0	24.99	24.99	English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Simplified Chinese, Russian	{'Cute': 285, '3D Platformer': 282, 'Action-Adventure': 279, 'Cartoony': 276, 'Family Friendly': 273, 'Puzzle': 264, 'Third Person': 260, 'Funny': 251, 'Story Rich': 246, 'Adventure': 243, 'Puzzle-Platformer': 238, 'Atmospheric': 234, 'Comedy': 224, 'Singleplayer': 216, 'Platformer': 212, 'Exploration': 203, 'Action': 200, 'Collectathon': 185, 'Retro': 183, 'Lore-Rich': 177}	Action, Adventure, Indie	1599020	13
David Szymanski	David Szymanski	1419	21	216	0	230	0	4.99	4.99	English	"{'Old School': 515, 'FPS': 513, 'Shooter': 500, 'First-Person': 498, 'Fast-Paced': 490, 'Dark Humor': 480, 'Action': 476, 'Gore': 474, ""1990's"": 464, 'Colorful': 443, 'Comedy': 433, 'Short': 422, 'Pixel Graphics': 408, 'Stylized': 395, 'Destruction': 378, 'Time Travel': 364, 'Combat': 347, 'Retro': 334, 'Linear': 328, 'Singleplayer': 309}"	Action, Indie	1935660	1
DirectDoggo	DirectDoggo	1009	8	0	0	0	0	7.99	7.99	English	{'Indie': 103, 'Casual': 95, 'Comedy': 40, 'Dating Sim': 40, 'Sexual Content': 32, 'Psychological Horror': 29, 'LGBTQ+': 26, 'Visual Novel': 23, 'RPGMaker': 21, 'Funny': 18, 'Great Soundtrack': 12}	Casual, Indie	1035990	1
Monomi Park	Monomi Park	18918	937	552	0	406	0	22.49	29.99	English, French, German, Japanese, Korean, Russian, Simplified Chinese, Spanish - Latin America, Portuguese - Brazil	{'Early Access': 918, 'Cute': 834, 'Colorful': 770, 'Relaxing': 736, 'Open World': 733, 'Singleplayer': 718, 'First-Person': 718, 'Adventure': 665, 'Creature Collector': 630, 'Family Friendly': 591, 'Simulation': 584, 'Casual': 574, 'Female Protagonist': 569, '3D': 551, 'Fantasy': 540, 'Action-Adventure': 493, 'Building': 490, 'FPS': 484, 'Action': 476, 'Multiplayer': 474}	Action, Adventure, Casual, Indie, Simulation, Early Access	1657630	15
Hyperstrange, CreativeForge Games	Running With Scissors, Hyperstrange	4778	172	180	623	126	623	19.99	19.99	English, Polish, French, Italian, German, Spanish - Spain	"{'Funny': 1029, 'Comedy': 1016, 'Memes': 950, 'FPS': 712, 'Action': 692, 'Shooter': 690, 'Gore': 685, 'Soundtrack': 675, 'Fast-Paced': 674, 'First-Person': 667, 'Violent': 663, 'Retro': 662, 'Horror': 653, ""1990's"": 646, 'Psychedelic': 643, 'Old School': 641, 'Stylized': 640, 'Singleplayer': 639, 'Arcade': 618, 'Atmospheric': 612}"	Action	1359980	8
Bay 12 Games	Kitfox Games	19224	975	2411	1133	503	1792	29.99	29.99	English	{'Colony Sim': 941, 'Indie': 845, 'Pixel Graphics': 805, 'Simulation': 802, 'Procedural Generation': 766, 'Economy': 764, 'City Builder': 722, 'Fantasy': 673, 'Base-Building': 664, 'Difficult': 663, 'Survival': 642, '2D': 640, 'Singleplayer': 624, 'Strategy': 572, 'Moddable': 569, 'Medieval': 524, 'Tactical RPG': 483, 'RPG': 469, 'Sandbox': 444, 'Turn-Based Combat': 426}	RPG, Simulation, Strategy	975370	1
Eremite Games	Hooded Horse	10376	477	2017	158	779	239	29.99	29.99	English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese, Italian, Czech, Hungarian, Turkish, Ukrainian, Thai	{'Strategy': 343, 'Simulation': 337, 'Base-Building': 334, 'City Builder': 331, 'Resource Management': 328, 'Management': 319, 'Building': 317, 'RTS': 312, 'Sandbox': 308, 'Colony Sim': 306, 'Survival': 301, 'Moddable': 300, 'Open World': 297, 'Historical': 284, 'Singleplayer': 284, '2D': 272, 'Medieval': 268, 'Replay Value': 267, 'Economy': 265, 'Early Access': 262}	Simulation, Strategy, Early Access	1336490	23
Hiding Spot	Fellow Traveller	1352	24	212	0	424	0	19.99	19.99	English	{'Visual Novel': 1563, 'Choose Your Own Adventure': 1443, 'Story Rich': 1338, 'Emotional': 1333, 'Cozy': 1319, 'Colorful': 1304, 'Exploration': 1297, 'Singleplayer': 1291, 'Interactive Fiction': 1072, 'Horror': 978, 'Choices Matter': 974, 'Casual': 925, 'Cute': 914, 'Relaxing': 904, 'RPG': 839, 'Atmospheric': 828, 'Mystery': 826, 'Narration': 816, 'Hand-drawn': 816, 'Adventure': 809}	Adventure, Casual, Indie	1269640	1
		0	0	30	0	31	0	0.0	0.0		[]		1902490	0
Fractal Projects	Fractal Projects	1698	39	51	0	53	0	2.99	2.99	English	{'Puzzle': 139, 'Relaxing': 128, 'Inventory Management': 128, 'Minimalist': 125, 'Logic': 118, 'Grid-Based Movement': 111, 'Resource Management': 109, 'Survival Horror': 104, 'Gun Customization': 96, 'Military': 94, 'Horror': 91, 'Crafting': 90, 'Management': 87, 'Controller': 87, 'Casual': 79, 'Sniper': 77, 'Hunting': 62, 'Singleplayer': 60, 'War': 57, 'Indie': 54}	Casual, Indie	1955330	1
Redbeet Interactive	Axolot Games	250043	16779	1447	301	903	119	19.99	19.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish	{'Survival': 3647, 'Open World Survival Craft': 3256, 'Multiplayer': 3179, 'Co-op': 2677, 'Crafting': 2132, 'Open World': 1833, 'Building': 1733, 'Base-Building': 1533, 'Online Co-Op': 1453, 'Adventure': 1296, 'Sandbox': 1186, 'First-Person': 783, 'Singleplayer': 671, 'Early Access': 654, 'Underwater': 593, 'Simulation': 549, 'Action': 485, 'Indie': 453, 'Strategy': 396, 'Massively Multiplayer': 290}	Adventure, Indie, Simulation	648800	17
Northway Games	Finji	1687	39	0	0	0	0	24.99	24.99	English	{'Choices Matter': 292, 'Life Sim': 286, 'RPG': 260, 'Deckbuilding': 254, 'Choose Your Own Adventure': 249, 'Dating Sim': 248, 'Multiple Endings': 244, 'Story Rich': 238, 'Sci-fi': 226, 'Trading Card Game': 215, 'Visual Novel': 195, 'Simulation': 192, 'Management': 184, 'Interactive Fiction': 176, 'Card Game': 164, 'Hand-drawn': 163, 'LGBTQ+': 151, 'Turn-Based': 148, 'Survival': 148, 'Futuristic': 144}	Indie, RPG, Simulation	1148760	1
James Bendon	James Bendon	15364	794	1277	48	761	48	19.99	19.99	English	{'Early Access': 450, 'Adventure': 409, 'Life Sim': 407, 'Online Co-Op': 406, 'Farming Sim': 401, 'Co-op': 388, 'Open World Survival Craft': 382, 'Building': 375, 'Open World': 369, 'Crafting': 353, 'Exploration': 345, 'Singleplayer': 340, 'Sandbox': 333, 'Agriculture': 327, 'Fishing': 312, 'Hunting': 306, 'Character Customization': 303, 'Mining': 301, 'Cute': 296, 'RPG': 291}	Indie, RPG, Simulation, Early Access	1062520	1
TetraScope	HotchPotch K.K., 346lab Localization	2378	71	228	0	374	0	9.99	9.99	English, Not supported, Simplified Chinese, Japanese	{'Otome': 177, 'Female Protagonist': 172, 'Visual Novel': 163, 'Text-Based': 154, 'Romance': 154, 'Comedy': 138, 'Funny': 136, 'Anime': 132, 'Indie': 123, 'Multiple Endings': 121, 'Choices Matter': 117, 'Choose Your Own Adventure': 105, 'Adventure': 101, 'Dating Sim': 86, 'Story Rich': 81, 'Emotional': 79, 'Casual': 71, 'Nudity': 70, 'Sexual Content': 69, 'Drama': 67}	Adventure, Casual, Indie	2106520	6
Bevan McKechnie	notdead	1751	44	90	0	112	0	19.99	19.99	English	{'Action': 111, 'Rogue-lite': 105, 'VR': 98, 'Indie': 91, 'Retro': 79, 'Shooter': 68, 'FPS': 66, 'Pixel Graphics': 62, '3D': 61, 'First-Person': 56, 'Action Roguelike': 55, 'Early Access': 47, '1980s': 43, 'Rogue-like': 41, 'Procedural Generation': 41, 'Singleplayer': 39, 'Dungeon Crawler': 35, 'Bullet Hell': 35, 'Difficult': 30, 'Cyberpunk': 30, 'VR Only': 1}	Action, Indie	615120	1
		0	0	16	0	10	0	0.0	0.0		[]		2083040	0
Massive Monster	Devolver Digital	48678	2975	886	398	775	400	24.99	24.99	English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese	{'Character Customization': 608, 'Base-Building': 600, 'Cute': 596, 'Action Roguelike': 588, 'Singleplayer': 542, 'Dungeon Crawler': 534, 'Dark Humor': 531, 'Rogue-lite': 530, 'Building': 511, 'Colony Sim': 510, 'Action': 417, '2D': 413, 'Funny': 412, 'Adventure': 411, 'Fantasy': 406, 'Faith': 406, 'Controller': 391, 'Strategy': 375, 'Colorful': 363, 'Third Person': 354}	Action, Adventure, Indie, Strategy	1313140	16
		0	0	8986	400	2930	400	0.0	0.0		[]		1535560	0
Checkmaty	Checkmaty	2498	80	173	0	173	0	3.49	4.99	English, French, Polish, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America, Portuguese - Brazil, Italian, German, Czech, Hungarian, Turkish, Norwegian, Swedish	"{'Action': 82, 'Horror': 67, 'FPS': 61, 'Zombies': 53, 'First-Person': 53, 'Survival Horror': 52, 'Action-Adventure': 51, 'Indie': 47, ""1990's"": 46, 'Gore': 46, 'Violent': 43, 'Retro': 37, 'Adventure': 36, 'Demons': 33, 'Singleplayer': 33, 'Survival': 30, 'Combat': 26, 'PvE': 24}"	Action, Adventure, Indie	1848450	22
Walternate Realities	Walternate Realities	6342	291	2490	441	1721	441	19.99	19.99	English, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America	{'Early Access': 300, 'Space': 272, 'Sandbox': 266, 'Building': 263, 'Strategy': 245, 'Simulation': 241, 'Open World': 240, 'PvP': 239, 'Co-op': 235, 'Singleplayer': 235, 'Online Co-Op': 233, 'Base-Building': 227, 'Automation': 222, 'Crafting': 216, 'Multiplayer': 209, 'Sci-fi': 207, 'Space Sim': 204, 'Resource Management': 201, 'Real Time Tactics': 194, 'Top-Down': 186}	Simulation, Strategy, Early Access	799600	13
Supra Games UG	Supra Games UG	2252	71	527	0	620	0	19.99	19.99	English, French, German, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Japanese, Russian, Turkish, Italian, Hungarian, Korean, Polish, Portuguese - Portugal, Spanish - Latin America	{'Puzzle': 127, 'Metroidvania': 119, 'Exploration': 116, 'First-Person': 114, 'FPS': 110, 'Puzzle-Platformer': 104, 'Singleplayer': 102, 'Adventure': 101, 'Combat': 96, 'Logic': 90, 'Cartoon': 87, 'Cute': 83, 'Colorful': 80, 'Funny': 76, 'Comedy': 69, '3D': 65, 'Open World': 57, 'Shooter': 46, 'Multiplayer': 42, '3D Platformer': 32}	Adventure	1522870	24
		0	0	0	0	0	0	0.0	0.0		[]		1997680	0
Zeekerss	Zeekerss	642	4	0	0	0	0	9.99	9.99	English	{'Physics': 454, 'Comedy': 450, 'Survival Horror': 445, '3D Platformer': 439, 'Cartoony': 432, 'Story Rich': 420, 'Mystery': 412, 'Exploration': 407, 'Puzzle-Platformer': 397, 'Action-Adventure': 384, '3D': 377, 'Combat': 365, 'Action': 356, 'Stylized': 353, 'Adventure': 343, 'Third Person': 307, 'Platformer': 291, 'Funny': 290, 'Singleplayer': 272, 'Post-apocalyptic': 245}	Action, Adventure, Indie	1717770	1
VDimension	VDimension, Yodo1 Ltd.	4056	168	368	125	540	125	14.99	14.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese	{'Indie': 384, 'Sandbox': 364, 'Dinosaurs': 338, 'Simulation': 337, 'Physics': 333, 'Funny': 330, 'Wargame': 316, 'Survival': 310, 'War': 309, 'Strategy': 294, 'Moddable': 291, 'Fighting': 287, '3D': 285, 'Combat': 284, 'Tactical': 281, 'Memes': 272, 'Action': 272, 'Blood': 261, 'Singleplayer': 254, 'Casual': 246}		1215390	15
		0	0	213	0	238	0	0.0	0.0		[]		2113430	0
Bad Viking	Iceberg Interactive	6828	329	417	0	504	0	14.99	14.99	English, German, Russian, Simplified Chinese, French, Italian, Spanish - Spain, Korean, Japanese, Traditional Chinese, Czech, Dutch, Polish, Portuguese - Brazil, Turkish	{'Mystery': 325, 'Puzzle': 290, 'Exploration': 287, 'Nature': 277, 'Investigation': 276, 'Relaxing': 249, '2D': 235, 'Detective': 230, 'Choices Matter': 227, 'Multiple Endings': 218, 'Story Rich': 204, 'Simulation': 183, 'Lovecraftian': 177, 'Atmospheric': 173, 'Adventure': 152, 'Dark': 140, 'Conversation': 107, 'Point & Click': 106, 'Alternate History': 80, 'Colorful': 72}	Adventure, Indie, Simulation	1574580	21
		0	0	0	0	0	0	0.0	0.0		[]		2240530	0
Kane Carter	Clickteam	1087	21	623	0	819	0	4.99	4.99	English	{'RPG': 78, 'Horror': 64, 'Singleplayer': 58, 'Pixel Graphics': 42, 'Action RPG': 42, 'Exploration': 40, 'Indie': 20, 'Arcade': 11, '2D': 11, 'Great Soundtrack': 7, 'Robots': 6}	RPG	1986840	1
Dancing Dragon Games	Freedom Games	7299	358	2170	0	1106	0	19.99	19.99	English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese	{'RPG': 278, 'Tactical RPG': 270, 'Story Rich': 249, 'Fantasy': 232, 'Adventure': 214, 'Female Protagonist': 195, 'Turn-Based Strategy': 187, 'Lore-Rich': 176, 'Strategy RPG': 170, 'Drama': 170, 'Romance': 166, 'Pixel Graphics': 160, 'Strategy': 144, 'Indie': 140, '2D': 134, 'Singleplayer': 130, 'Auto Battler': 130, 'JRPG': 129, 'Tactical': 126, 'Party-Based RPG': 125}	Adventure, Indie, RPG, Strategy	1488200	13
Ryu Ga Gotoku Studio	SEGA	4367	188	2730	0	3393	0	39.99	39.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese	"{'Action': 468, 'Adventure': 458, ""Beat 'em up"": 434, 'Action-Adventure': 429, '3D Fighter': 425, 'Cinematic': 395, 'Hack and Slash': 392, '3D': 392, 'Third Person': 377, 'Realistic': 373, 'Conspiracy': 359, 'Crime': 358, 'Detective': 345, 'Dark': 330, 'Drama': 313, 'Foreign': 284, 'Gambling': 280, 'Investigation': 275, 'Logic': 242, 'Martial Arts': 241}"	Action, Adventure	2058180	13
WONDER POTION	NEOWIZ	2528	90	47	0	47	0	14.99	14.99	English, Korean, Simplified Chinese, Russian, Portuguese - Brazil, Japanese, Traditional Chinese, French, German	{'Action': 155, 'Pixel Graphics': 144, 'Adventure': 135, 'Cyberpunk': 112, 'Action-Adventure': 109, '2D Platformer': 104, 'Platformer': 102, '2D': 94, 'Story Rich': 92, 'Singleplayer': 85, 'Retro': 76, 'Indie': 70, 'Side Scroller': 40, 'Precision Platformer': 36, 'Difficult': 33, 'Atmospheric': 30, 'Early Access': 28, 'Linear': 21, 'Great Soundtrack': 6, 'Metroidvania': 6}	Action, Adventure, Indie, Early Access	1562700	13
Perfect Day Studio	Perfect Day Studio	1146	24	0	0	0	0	2.49	2.49	Simplified Chinese, English, Russian, Traditional Chinese, Japanese, Korean, Turkish	{'Psychological': 109, 'Point & Click': 105, 'Hand-drawn': 104, 'Stylized': 98, 'Indie': 94, 'Modern': 91, 'Female Protagonist': 90, 'Atmospheric': 89, 'Singleplayer': 86, 'Text-Based': 83, '2D': 83, 'Cartoon': 78, 'Cartoony': 77, 'Colorful': 75, 'Clicker': 72, 'Puzzle': 70, 'Life Sim': 68, 'Simulation': 67, 'Casual': 50, 'Psychedelic': 26}	Adventure, Casual, Indie, RPG, Simulation	2085360	9
COWCAT	COWCAT	733	9	0	0	0	0	19.99	19.99	English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Portuguese - Brazil, Russian, Polish, Traditional Chinese	"{'Adventure': 158, 'Point & Click': 154, ""Beat 'em up"": 149, 'Detective': 146, 'Choices Matter': 140, 'RPG': 139, 'Story Rich': 131, 'Mystery': 130, 'Dystopian ': 130, 'Action': 123, 'Atmospheric': 122, 'Cartoony': 120, 'Investigation': 113, 'Soundtrack': 104, '2D': 98, 'Action-Adventure': 93, 'Emotional': 88, 'Cyberpunk': 86, 'Futuristic': 83, 'Post-apocalyptic': 79}"	Action, Adventure, Indie, RPG	949480	17
		0	0	0	0	0	0	0.0	0.0		[]		1903370	0
		0	0	0	0	0	0	0.0	0.0		[]		2207540	0
ponett	ponett	596	4	241	0	241	0	14.99	14.99	English	{'LGBTQ+': 360, 'RPGMaker': 352, 'Party-Based RPG': 346, 'Fantasy': 343, 'Pixel Graphics': 338, 'Story Rich': 327, 'Cute': 326, 'Funny': 325, 'Indie': 323, 'Female Protagonist': 320, 'RPG': 318, 'Drama': 304, 'Colorful': 300, '2D': 293, 'Top-Down': 278, 'Romance': 273, 'Surreal': 262, 'Singleplayer': 254, 'Turn-Based Combat': 230, 'Cartoony': 215}	Indie, RPG	2124380	1
		0	0	80	0	83	0	0.0	0.0		[]		1888430	0
Stefo Mai Morojna	Stefo Mai Morojna	2884	112	656	0	656	0	11.99	11.99	English	{'Sandbox': 178, 'Space Sim': 172, 'Simulation': 164, 'Space': 161, '2D': 156, 'Exploration': 151, 'Singleplayer': 135, 'Science': 127, 'Crafting': 92, 'Early Access': 83, 'Atmospheric': 69, 'Spaceships': 67, 'Physics': 62, 'Indie': 61, 'Building': 60, '2.5D': 58, 'Realistic': 48, 'Open World': 39, 'Moddable': 32, 'Sci-fi': 12}	Indie, Simulation, Early Access	1718870	1
Asymmetric	Asymmetric	2074	71	754	0	904	0	22.99	22.99	English	{'Adventure': 246, 'RPG': 238, 'Point & Click': 217, 'Puzzle': 204, 'Turn-Based Strategy': 198, 'Choose Your Own Adventure': 187, 'Comedy': 179, 'CRPG': 176, '2D': 173, 'Funny': 170, 'Lovecraftian': 161, 'Investigation': 144, 'Character Customization': 131, 'Choices Matter': 119, 'Controller': 97, 'Multiple Endings': 86, 'Open World': 67, 'Story Rich': 56, 'Turn-Based Combat': 37, 'Singleplayer': 36}	Adventure, Indie, RPG	1939160	1
Rusty Lake	Rusty Lake	9788	535	141	119	131	136	5.99	5.99	English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Vietnamese, Portuguese - Portugal, Spanish - Latin America, Romanian, Finnish, Ukrainian	{'Co-op': 179, 'Puzzle': 121, 'Online Co-Op': 90, 'Multiplayer': 84, 'Mystery': 66, 'Horror': 66, 'Escape Room': 58, 'Adventure': 54, 'Indie': 46, 'Point & Click': 41, 'Psychological Horror': 34, 'Local Co-Op': 32, 'Local Multiplayer': 27, 'Story Rich': 25, 'Atmospheric': 23, 'Asynchronous Multiplayer': 21, 'Thriller': 18, '2D': 16, 'Surreal': 13, '3D': 13}	Adventure, Indie	1515210	34
		0	0	0	0	0	0	0.0	0.0		[]		2057080	0
Onfire Games	Onfire Games	2049	71	1660	0	1660	0	14.99	14.99	English, Not supported, Korean	{'Dating Sim': 192, 'Visual Novel': 159, 'Sexual Content': 159, 'Nudity': 146, '2D': 146, 'Story Rich': 144, 'Simulation': 136, 'Casual': 123, 'Cute': 121, 'Immersive Sim': 117, 'Anime': 113, 'Cartoony': 112, 'Drama': 96, 'Romance': 91, 'Indie': 81, 'Singleplayer': 78, 'Text-Based': 73, 'Early Access': 66, 'Choices Matter': 37, 'Medieval': 25}	Indie	1817940	4
Feperd Games	Feperd Games	1141	27	0	0	0	0	24.99	24.99	English	"{'3D': 191, '3D Platformer': 190, 'Action': 186, 'Platformer': 178, 'Hack and Slash': 167, 'Third Person': 151, 'Exploration': 144, 'Singleplayer': 136, ""Beat 'em up"": 131, 'Combat': 121, 'Driving': 105, 'Sci-fi': 105, 'Cartoony': 94, 'Colorful': 78, 'Fantasy': 61, ""1990's"": 43, 'Indie': 32, 'Futuristic': 29, 'Retro': 28, 'Fast-Paced': 17}"	Action, Indie	1629530	1
		0	0	0	0	0	0	0.0	0.0		[]		1834870	0
		0	0	0	0	0	0	0.0	0.0		[]		1706930	0
Gameloft	Gameloft	10900	623	2746	21	3325	21	29.99	29.99	English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese	{'Relaxing': 212, 'Adventure': 198, 'Life Sim': 195, 'Simulation': 189, 'Sandbox': 180, 'Exploration': 179, 'Colorful': 171, 'Immersive Sim': 163, 'Character Customization': 158, 'Magic': 157, '3D': 153, 'Crafting': 140, 'Cooking': 139, 'Fishing': 129, 'Singleplayer': 118, 'Casual': 109, 'PvE': 103, 'Early Access': 101, 'Story Rich': 97, 'Choose Your Own Adventure': 96}	Action, Adventure, Casual, RPG, Simulation, Early Access	1401590	10
Devcats	Devcats	606	6	1123	1	1123	1	1.99	1.99	English, Portuguese - Brazil, Korean, Japanese, Russian	{'Casual': 186, 'Cats': 182, 'Puzzle': 178, 'Relaxing': 174, 'Cute': 171, 'Logic': 162, 'Hand-drawn': 157, 'Wholesome': 155, '2D': 152, 'Cozy': 147, 'Education': 145, 'Tabletop': 138, 'Cartoony': 130, 'Colorful': 123, 'Minimalist': 112, 'Family Friendly': 100, 'Singleplayer': 96, 'Mouse only': 88, 'Stylized': 85, 'Indie': 76}	Casual	1725640	7
Crows Crows Crows	Crows Crows Crows	19789	1238	259	236	258	236	24.99	24.99	English, French, Italian, German, Russian, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Ukrainian	{'Multiple Endings': 537, 'Comedy': 508, 'Choices Matter': 497, 'Walking Simulator': 479, 'First-Person': 437, 'Narration': 412, 'Singleplayer': 409, 'Funny': 350, 'Exploration': 325, '3D': 320, 'Psychological Horror': 295, 'Adventure': 278, 'Story Rich': 270, 'Casual': 236, 'Emotional': 219, 'Mystery': 215, 'Atmospheric': 150, 'Dark Humor': 149, 'Horror': 147, 'Game Development': 141}	Adventure, Casual, Indie	1703340	17
Obsidian Entertainment	Xbox Game Studios	2977	125	540	261	614	261	19.99	19.99	English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil	{'Adventure': 229, 'Historical': 218, 'Choices Matter': 209, 'Investigation': 196, 'Stylized': 178, 'Exploration': 175, 'Story Rich': 174, 'Hand-drawn': 162, 'Interactive Fiction': 147, 'Multiple Endings': 141, 'Mystery': 133, 'Choose Your Own Adventure': 123, 'Singleplayer': 115, 'Detective': 98, '2D': 75, 'Casual': 71, 'Medieval': 46, 'Conspiracy': 36, 'Controller': 36, 'Point & Click': 21}	Adventure, Casual	1205520	11
Airdorf Games	New Blood Interactive 	2920	123	99	0	133	0	13.49	14.99	English	{'Horror': 164, 'Indie': 158, 'Pixel Graphics': 158, 'Psychological Horror': 151, 'Retro': 137, 'Story Rich': 124, 'Atmospheric': 114, 'Dark': 112, 'Adventure': 107, 'Gore': 101, 'Violent': 98, 'Blood': 94, 'Great Soundtrack': 82, 'Survival Horror': 80, 'Lovecraftian': 73, 'Puzzle': 67, 'Classic': 58, 'Animation & Modeling': 57, 'Alternate History': 44, 'Old School': 31}	Adventure, Indie	1179080	1
Joey Drew Studios	Joey Drew Studios	7278	394	525	132	776	132	29.99	29.99	English, French, Italian, German, Spanish - Spain, Japanese	{'Horror': 211, 'Action': 185, 'Singleplayer': 179, 'First-Person': 178, 'Adventure': 174, 'Survival Horror': 163, 'Indie': 139, 'Cartoony': 130, 'Story Rich': 130, 'Puzzle': 126, 'Survival': 125, 'Dark': 124, 'Action-Adventure': 118, 'Sequel': 109, 'Combat': 109, 'Stealth': 108, 'Strategy': 87, 'Atmospheric': 86, 'Great Soundtrack': 76, 'Casual': 75}	Action, Adventure	1063660	8
Devcats	Devcats	466	2	340	0	340	0	1.99	1.99	English, Portuguese - Brazil, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese	{'Cats': 141, 'Puzzle': 137, 'Relaxing': 133, 'Casual': 127, 'Cute': 122, 'Tabletop': 114, 'Wholesome': 111, 'Hand-drawn': 108, 'Cartoony': 104, 'Colorful': 96, 'Stylized': 93, 'Cozy': 91, 'Solitaire': 86, 'Family Friendly': 77, 'Atmospheric': 61, 'Indie': 52, 'Mouse only': 49, 'Minimalist': 45, '2D': 42, 'Singleplayer': 39}	Casual	1817000	11
DriftyGames	DriftyGames	0	0	289	0	289	0	10.99	10.99	English	[]	Indie, RPG	1768640	1
EverCats	EverCats	520	4	0	0	0	0	1.99	1.99	English	{'Cats': 102, 'Hidden Object': 95, 'Cozy': 91, 'Relaxing': 87, 'Hand-drawn': 84, 'Stylized': 78, 'Casual': 74, 'Point & Click': 71, 'Family Friendly': 66, 'Mouse only': 60, 'Wholesome': 58, 'Singleplayer': 53, 'Clicker': 49, 'Cartoony': 48, 'Colorful': 45, '2D': 43, 'Minimalist': 41, 'Cute': 39, 'Funny': 36, 'Exploration': 31}	Casual	1733060	1
MONKEYCRAFT Co. Ltd.	Bandai Namco Entertainment	1229	35	0	0	0	0	39.99	39.99	English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Spanish - Latin America	"{'Adventure': 211, 'Side Scroller': 180, '2.5D': 177, 'Action-Adventure': 174, 'Cute': 174, ""1990's"": 144, 'Singleplayer': 139, 'Fantasy': 132, 'Emotional': 130, 'Family Friendly': 124, 'Platformer': 120, 'Action': 111, 'Colorful': 105, 'Local Co-Op': 104, 'Casual': 104, '2D': 98, 'Anime': 91, 'Pixel Graphics': 90, 'Conversation': 88, 'Funny': 83}"	Action, Adventure, Casual	1730680	17
NotGames	tinyBuild	8850	510	159	126	104	126	24.99	24.99	English, French, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese	{'Adventure': 496, '1980s': 439, 'Dystopian ': 412, 'Choices Matter': 408, 'Simulation': 407, 'Dark Comedy': 405, 'Story Rich': 399, 'FMV': 393, 'Choose Your Own Adventure': 389, 'Multiple Endings': 389, 'Political Sim': 387, 'Management': 386, 'Interactive Fiction': 382, 'Political': 371, 'Atmospheric': 367, 'Point & Click': 361, 'Alternate History': 350, 'First-Person': 344, 'Singleplayer': 337, 'Indie': 330}	Adventure, Indie, Simulation	1147550	12
Huw Millward	Huw Millward	1161	32	221	0	221	0	9.99	9.99	English	{'Text-Based': 55, 'Simulation': 52, 'RPG': 48, 'Strategy': 46, 'Indie': 32, 'Procedural Generation': 26, 'Rogue-like': 19, 'Singleplayer': 19, 'Sandbox': 17, 'Fantasy': 16, 'Open World': 16, 'Early Access': 13, 'Experimental': 13, 'Funny': 11, 'Medieval': 11, 'Exploration': 10, '4X': 8, 'Action-Adventure': 8, 'Management': 6}	Indie, RPG, Simulation, Strategy	659540	1
