developer	publisher	positive	negative	average_forever	average_2weeks	median_forever	median_2weeks	price	initialprice	languages	tags	genre	appid	num_lang
MegaWobble	Playtonic Friends	2209	13	81	0	81	0	12.99	19.99	English	{'Casual': 272, 'Relaxing': 266, 'Cozy': 266, 'Cute': 256, 'Family Friendly': 249, 'Wholesome': 246, 'Funny': 235, 'Short': 228, 'Colorful': 222, 'LGBTQ+': 198, 'Indie': 191, 'Adventure': 155, '3D Platformer': 142, '3D': 120, 'Collectathon': 107, 'Third Person': 107, 'Singleplayer': 95, 'Action-Adventure': 88, 'Comedy': 82, 'RPG': 81}	Action, Adventure, Casual, Indie	1586800	1
kouri	PLAYISM	2505	20	96	192	109	192	12.99	12.99	Japanese, English, Simplified Chinese, Traditional Chinese, Korean, French, Italian, German, Spanish - Spain	{'Horror': 201, '2D': 180, 'RPGMaker': 165, 'Female Protagonist': 161, 'Psychological Horror': 160, 'Pixel Graphics': 154, 'Cute': 125, 'Singleplayer': 114, 'Adventure': 111, 'Anime': 108, 'Atmospheric': 100, 'Indie': 94, 'Psychological': 93, 'Dark Fantasy': 88, 'Puzzle': 72, 'Survival Horror': 71, 'Survival': 67, 'Multiple Endings': 66, 'Remake': 44, 'Great Soundtrack': 41}	Adventure, Indie	1901370	13
Sokpop Collective	Sokpop Collective	0	0	333	14	255	14	4.99	4.99	English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese, Traditional Chinese	{'Card Battler': 212, 'Card Game': 203, 'Management': 203, 'Survival': 199, 'Rogue-lite': 190, 'City Builder': 175, 'Solitaire': 166, 'Building': 161, 'Strategy': 156, '2D': 142, 'Tabletop': 141, 'Singleplayer': 135, 'Cute': 129, 'Deckbuilding': 126, 'Simulation': 119, 'Colorful': 108, 'Hand-drawn': 107, 'Indie': 98, 'Casual': 86, 'Fantasy': 44}	Casual, Indie, Simulation	1948280	18
Devcats	Devcats	2365	23	50	0	50	0	1.99	1.99	English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, French, German, Russian, Spanish - Latin America, Spanish - Spain, Traditional Chinese, Hungarian, Polish, Turkish, Dutch, Italian	{'Cats': 148, 'Hidden Object': 142, 'Puzzle': 136, 'Hand-drawn': 132, 'Creature Collector': 129, 'Relaxing': 123, 'Wholesome': 123, 'Cozy': 118, 'Minimalist': 116, 'Point & Click': 113, 'Collectathon': 107, 'Cartoony': 106, 'Colorful': 96, 'Cute': 88, 'Casual': 77, 'Clicker': 75, 'Exploration': 66, 'Singleplayer': 55, 'Family Friendly': 43, 'Adventure': 34}	Casual	1969080	25
The Outsiders	Funcom	9184	259	443	89	553	89	29.99	29.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese	{'Rhythm': 610, 'Atmospheric': 602, 'Singleplayer': 575, 'FPS': 573, 'Action': 550, 'Shooter': 546, 'Music': 545, 'Demons': 528, 'Combat': 513, 'First-Person': 504, 'Adventure': 487, 'Score Attack': 477, 'Female Protagonist': 476, '3D': 461, 'Stylized': 448, 'Cinematic': 446, 'Dark Fantasy': 444, 'Dark': 443, 'Narration': 439, 'Fantasy': 417}	Action, Adventure	1061910	16
Devcats	Devcats	1761	11	94	0	94	0	2.99	2.99	English, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Italian, Hungarian	{'Cats': 106, 'Hidden Object': 99, 'Wholesome': 93, 'Creature Collector': 88, 'Puzzle': 81, 'Point & Click': 81, 'Minimalist': 78, 'Cozy': 78, 'Metroidvania': 76, 'Relaxing': 75, 'Adventure': 71, 'Exploration': 57, 'Casual': 55, 'Vampire': 52, 'Horror': 47, 'Singleplayer': 34, 'Hand-drawn': 32, 'Cartoony': 28, 'Cute': 26, 'Collectathon': 23}	Adventure, Casual	2070550	24
		0	0	0	0	0	0	0.0	0.0		[]		658920	0
Beautiful Glitch	Beautiful Glitch	2104	22	292	0	344	0	11.99	11.99	English	{'Visual Novel': 253, 'Comedy': 251, 'LGBTQ+': 248, 'Multiplayer': 245, 'Choices Matter': 237, 'Story Rich': 220, 'Dating Sim': 218, 'Dark Humor': 213, 'Funny': 212, 'Memes': 200, 'Multiple Endings': 196, 'Choose Your Own Adventure': 193, 'Survival': 192, 'Romance': 184, 'Indie': 179, 'Comic Book': 162, 'Resource Management': 153, '2D': 143, 'Simulation': 126, 'Text-Based': 120}	Casual, Indie, Simulation, Strategy	1665190	1
Miju Games	Miju Games	19695	732	1338	0	1633	0	19.99	19.99	English, French, German, Spanish - Spain, Simplified Chinese, Russian, Polish, Portuguese - Portugal, Korean, Japanese, Portuguese - Brazil	{'Early Access': 437, 'Story Rich': 397, 'Open World Survival Craft': 372, 'Base-Building': 365, 'Sandbox': 363, 'Open World': 357, 'Crafting': 349, 'Building': 348, 'Atmospheric': 344, 'Resource Management': 326, 'First-Person': 325, 'Survival': 323, 'Exploration': 306, 'Immersive Sim': 299, 'Sci-fi': 295, 'Automation': 292, 'Adventure': 282, 'Singleplayer': 276, 'Space': 264, 'Aliens': 262}	Adventure, Early Access	1284190	18
KEIZO	WhisperGames	14409	506	2472	1173	3188	1173	24.99	24.99	Japanese, English, Simplified Chinese	{'Action RPG': 439, '2D': 426, 'JRPG': 421, 'Side Scroller': 412, 'Drama': 410, 'Metroidvania': 396, 'Time Travel': 391, 'Spectacle fighter': 389, 'RPG': 384, 'Fantasy': 383, 'Action': 369, 'Dragons': 358, 'Swordplay': 294, 'Demons': 290, 'Gothic': 285, 'Futuristic': 208, 'Modern': 187, 'Mythology': 172, 'Adventure': 162, 'Supernatural': 151}	Action, Adventure, RPG	1718570	4
maJAJa	maJAJa	5785	157	391	0	501	0	19.99	19.99	English, Traditional Chinese, Simplified Chinese, German, Spanish - Spain, Japanese, Korean, Turkish, Vietnamese	{'Indie': 333, 'Pixel Graphics': 325, 'Action': 325, 'Adventure': 316, 'RPG': 310, 'Funny': 310, 'Anime': 306, '2D': 293, 'Post-apocalyptic': 286, 'Singleplayer': 286, 'Exploration': 279, 'Platformer': 273, 'Comedy': 270, 'Side Scroller': 268, 'Early Access': 267, 'Bullet Hell': 265, 'Cooking': 259, 'Difficult': 248, 'Action RPG': 248, 'Action-Adventure': 244}	Action, Adventure, Indie, RPG	799640	13
Happy Juice Games	Joystick Ventures	2614	43	336	21	380	21	19.99	19.99	English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Norwegian, Romanian, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Hebrew	{'Puzzle': 603, 'Indie': 601, 'Point & Click': 598, 'Singleplayer': 588, 'Mystery': 574, 'Casual': 564, 'Hand-drawn': 525, 'Cartoon': 524, 'Adventure': 474, 'Female Protagonist': 466, 'Fantasy': 443, 'Wholesome': 414, 'Comedy': 411, 'Surreal': 404, 'Colorful': 403, 'Story Rich': 402, 'Funny': 392, 'Family Friendly': 389, 'Atmospheric': 342, '2D': 196}	Adventure, Indie	1328840	41
ustwo games	ustwo games	2042	26	127	0	125	0	7.99	7.99	English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Portuguese - Portugal, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish	{'Adventure': 211, 'Puzzle': 211, 'Relaxing': 205, 'Casual': 194, 'Singleplayer': 193, 'Exploration': 177, 'Design & Illustration': 172, 'Female Protagonist': 155, 'Strategy': 150, 'Emotional': 144, 'Point & Click': 124, '3D': 124, 'Puzzle-Platformer': 108, 'Third Person': 92, 'Linear': 79, 'Fantasy': 63, 'Atmospheric': 51, 'Mystery': 28, 'Indie': 27, 'Precision Platformer': 26}	Adventure, Casual, Indie, Strategy	1927720	20
Goose Minded	HypeTrain Digital	3360	72	378	0	592	0	24.99	24.99	English, French, German, Japanese, Korean, Russian, Simplified Chinese, Portuguese - Brazil, Spanish - Latin America, Turkish, Polish	{'Design & Illustration': 195, 'Immersive Sim': 189, 'Sandbox': 187, 'FPS': 186, '3D': 174, 'First-Person': 173, 'Management': 173, 'Cute': 169, 'Relaxing': 167, 'Funny': 166, 'Casual': 155, 'Simulation': 150, 'Realistic': 140, 'Colorful': 135, 'Family Friendly': 129, 'Atmospheric': 125, 'Singleplayer': 122, 'Cozy': 115, 'Wholesome': 110, 'Indie': 102}	Adventure, Casual, Indie, Simulation	1293180	17
Doctor Shinobi	Doctor Shinobi	4878	132	0	0	0	0	0.0	0.0	English, Spanish - Spain, Turkish, Simplified Chinese, Japanese, Russian, Korean, Polish, Italian, German	{'Story Rich': 219, 'Choices Matter': 213, 'RPG': 209, 'Colorful': 209, 'Exploration': 207, 'Free to Play': 203, 'Logic': 202, 'Comedy': 188, 'Puzzle': 186, 'Cute': 183, 'Funny': 180, 'Emotional': 180, 'Indie': 168, 'Pixel Graphics': 165, 'Singleplayer': 153, 'Psychological Horror': 136, 'Visual Novel': 131, 'Simulation': 126, '2D Platformer': 123, 'Atmospheric': 118}	Action, Adventure, Free to Play, Indie, RPG, Simulation	1275670	13
		0	0	85	20	128	20	0.0	0.0		[]		2237980	0
Young Horses	Young Horses	3317	73	465	0	730	0	24.99	24.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America	{'Psychological Horror': 531, 'Creature Collector': 395, 'Adventure': 394, 'LGBTQ+': 348, 'Comedy': 336, 'Story Rich': 334, 'Singleplayer': 331, 'First-Person': 318, 'Cute': 295, 'Puzzle': 294, 'Exploration': 287, 'Cartoony': 271, 'Action': 266, 'Casual': 256, 'Colorful': 243, 'Sandbox': 213, 'Physics': 211, 'Investigation': 202, 'Multiple Endings': 195, 'Narration': 171}	Action, Adventure, Casual, Indie	674140	20
YUZUSOFT	NekoNyan Ltd., HIKARI FIELD	2307	40	2173	0	2310	0	34.99	34.99	English, Japanese, Simplified Chinese, Traditional Chinese	{'Visual Novel': 240, 'Romance': 208, 'Sexual Content': 184, 'Story Rich': 181, 'Multiple Endings': 179, 'Choices Matter': 179, 'Cute': 137, '2D': 136, 'Anime': 133, 'Mystery': 132, 'Casual': 130, 'Funny': 125, 'Relaxing': 108, 'Nudity': 85, 'Colorful': 79, 'Comedy': 62, 'Emotional': 54, 'FPS': 53, 'Adventure': 47, 'Singleplayer': 34}	Adventure, Casual	1829980	6
Akabaka	DreadXP	2062	32	117	0	117	0	9.99	9.99	English, Simplified Chinese	"{'Anime': 370, 'Story Rich': 364, 'Romance': 359, 'Horror': 350, 'Cute': 349, 'Comedy': 341, 'Psychological Horror': 338, 'Multiple Endings': 333, 'Dating Sim': 331, 'Visual Novel': 330, 'Singleplayer': 282, 'RPG': 273, 'Point & Click': 265, '2D': 241, 'Choices Matter': 214, 'Lovecraftian': 197, 'Simulation': 192, 'Hand-drawn': 141, 'Sexual Content': 119, ""1990's"": 78}"	Indie, RPG, Simulation	1574270	3
rose-engine	Humble Games, PLAYISM	7181	239	353	36	431	36	15.99	19.99	English, German, Japanese, Korean, Russian, Simplified Chinese, Spanish - Latin America, French	{'Survival Horror': 486, 'Female Protagonist': 452, 'Sci-fi': 443, 'Atmospheric': 437, 'Psychological Horror': 427, 'Cyberpunk': 390, 'Mystery': 388, 'Action': 378, 'Lovecraftian': 378, 'Dark': 375, 'Violent': 374, 'Adventure': 370, 'Dystopian ': 367, 'Singleplayer': 355, 'Puzzle': 338, 'Action-Adventure': 295, 'Cinematic': 292, 'Shooter': 292, 'Third-Person Shooter': 285, '3D': 278}	Action, Adventure, Indie	1262350	12
Oppai-Man	Oppai-Man	0	0	174	2	149	2	13.99	13.99	English, Portuguese - Brazil, Simplified Chinese, French, Turkish, Polish, Spanish - Spain, Russian, German, Italian, Traditional Chinese, Portuguese - Portugal, Thai, Spanish - Latin America	[]	Adventure, Indie	1350650	25
Grace Bruxner, Thomas Bowker	worm club, SUPERHOT PRESENTS	1097	5	115	0	115	0	4.99	4.99	English	{'Comedy': 201, 'Funny': 195, 'Short': 189, 'Casual': 188, 'Cute': 184, 'Mystery': 179, 'Detective': 165, 'Exploration': 152, 'Investigation': 144, 'Colorful': 135, 'Relaxing': 124, 'Walking Simulator': 120, 'Point & Click': 107, 'Sequel': 95, 'Soundtrack': 76, 'Indie': 67, 'Interactive Fiction': 62, 'Adventure': 48, 'Singleplayer': 30}	Adventure, Casual, Indie	1171320	1
sprite, NekoNyan Ltd.	NekoNyan Ltd., HIKARI FIELD	963	2	241	0	241	0	24.99	24.99	English, Japanese, Simplified Chinese, Traditional Chinese	{'Visual Novel': 176, 'Sports': 167, 'Cute': 164, 'Romance': 160, 'Story Rich': 157, 'Casual': 146, '2D': 140, 'Anime': 138, 'Colorful': 134, 'Hand-drawn': 131, 'Atmospheric': 130, 'Adventure': 126, 'Comedy': 123, 'Emotional': 122, 'Funny': 117, 'Futuristic': 110, 'Linear': 106, 'Sexual Content': 94, 'Choices Matter': 79, 'Nudity': 70}	Adventure, Casual, Sports	2206340	6
Navel	HIKARI FIELD	1956	32	1201	0	1201	0	39.99	39.99	Japanese, Simplified Chinese, Traditional Chinese	{'Visual Novel': 199, 'Word Game': 166, 'Story Rich': 161, 'Female Protagonist': 155, 'Casual': 153, 'Cartoon': 151, 'Adventure': 143, 'Interactive Fiction': 116, 'Anime': 115, '2D Platformer': 106, 'Cartoony': 93, 'Cute': 91, 'Sexual Content': 84, 'LGBTQ+': 78, 'Drama': 63, 'Comedy': 46, 'Multiple Endings': 37, 'Singleplayer': 33, 'Nudity': 23, 'Hentai': 22}	Adventure, Casual	1776970	5
It's happening	Yogscast Games	12143	492	1132	136	733	216	17.99	17.99	English, French, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean, Turkish	{'Co-op': 375, 'Management': 348, 'Rogue-lite': 318, 'Cooking': 314, 'Building': 312, 'Rogue-like': 290, 'Cute': 263, 'Local Co-Op': 255, 'Procedural Generation': 244, 'Funny': 228, 'Base-Building': 227, 'Casual': 221, 'Action Roguelike': 212, 'Controller': 204, 'Strategy': 195, '4 Player Local': 187, 'Online Co-Op': 174, 'Top-Down': 173, 'Singleplayer': 159, 'Action': 137}	Action, Casual, Indie, Strategy	1599600	18
RubyDev	RubyDev	3040	73	723	0	974	0	5.99	5.99	English	{'Action Roguelike': 203, 'Bullet Hell': 193, 'Top-Down Shooter': 191, 'Difficult': 188, 'Replay Value': 183, 'Dungeon Crawler': 176, 'Action-Adventure': 171, 'Top-Down': 168, 'Rogue-like': 167, 'Rogue-lite': 166, '1980s': 165, 'Adventure': 155, 'Fantasy': 153, 'Singleplayer': 142, 'RPG': 141, 'Pixel Graphics': 136, 'Combat': 108, 'Early Access': 93, '2D': 82, 'Indie': 72}	Action, Adventure, Indie, RPG, Early Access	2088570	1
		0	0	0	0	0	0	0.0	0.0		[]		2135690	0
		0	0	0	0	0	0	0.0	0.0		[]		1740100	0
		0	0	0	0	0	0	0.0	0.0		[]		1865780	0
Jonas Tyroller	Jonas Tyroller, FondGame	2204	45	511	0	511	0	14.99	14.99	English, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Korean, Russian, Italian, Czech, Dutch, Romanian, Arabic, Bulgarian, Finnish, Greek, Hungarian, Norwegian, Polish, Portuguese - Portugal, Swedish, Turkish, Vietnamese, Ukrainian, Spanish - Latin America	{'Artificial Intelligence': 360, 'Precision Platformer': 312, 'Difficult': 304, 'Unforgiving': 300, 'Story Rich': 297, 'Funny': 294, 'Platformer': 287, '2D Platformer': 285, 'Puzzle-Platformer': 280, 'Fast-Paced': 274, 'Comedy': 267, 'Singleplayer': 258, 'Exploration': 246, 'Cute': 245, 'Side Scroller': 242, '2D': 234, 'Adventure': 231, 'Indie': 220, 'Action': 214, 'Short': 201}	Action, Adventure, Indie	1115050	35
RewindApp	RewindApp	12654	541	128	101	104	101	1.49	2.99	English, Simplified Chinese, Russian, French, Traditional Chinese, Polish, Romanian, Turkish, Hungarian, Portuguese - Brazil, Czech, Spanish - Spain, Spanish - Latin America	"{'Racing': 144, 'Indie': 118, '1980s': 110, 'Casual': 109, 'Simulation': 99, 'Action': 98, 'Retro': 98, 'Music': 64, 'Relaxing': 60, 'Cyberpunk': 57, ""1990's"": 51, 'Great Soundtrack': 43, 'Arcade': 37, 'Singleplayer': 36, 'Futuristic': 36, 'Runner': 35, 'Psychedelic': 33, 'Surreal': 31, 'Atmospheric': 30, 'Addictive': 27}"	Action, Casual, Indie, Racing, Simulation	1239690	22
