developer	publisher	positive	negative	average_forever	average_2weeks	median_forever	median_2weeks	price	initialprice	languages	tags	genre	appid	num_lang
Quiet River	Quiet River	10555	265	129	0	82	0	1.99	1.99	English, Russian, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Spanish - Latin America	{'Puzzle': 102, 'Casual': 93, 'Indie': 84, '2D': 69, 'Physics': 66, 'Relaxing': 59, 'Singleplayer': 58, 'Minimalist': 56, 'Short': 53, 'Fast-Paced': 53, 'Cute': 50, 'Trading Card Game': 49, 'Strategy': 45, 'Logic': 43, 'Psychological Horror': 39, 'Difficult': 37, 'Action': 33, 'Education': 32, 'Horror': 29, 'Beautiful': 28}	Casual, Indie	617670	39
KAGAMI WORKS	Paradise Project	80419	2554	1016	231	309	231	1.99	1.99	Japanese, Traditional Chinese, English, Spanish - Spain, Russian, Korean, Thai, Portuguese - Brazil, Ukrainian, Turkish	{'Sexual Content': 5002, 'Nudity': 4132, 'Hentai': 4102, 'Mature': 3741, 'Anime': 1606, 'NSFW': 1459, 'Match 3': 667, 'Female Protagonist': 560, 'Visual Novel': 506, 'Dating Sim': 460, 'Singleplayer': 439, 'RPG': 433, 'Cute': 343, 'Story Rich': 340, 'Puzzle': 311, 'Adventure': 225, 'JRPG': 214, 'Indie': 213, 'Shooter': 170, 'Casual': 118}	Adventure, Indie, RPG	644560	15
Endnight Games Ltd	Endnight Games Ltd	458281	21912	1435	233	791	216	19.99	19.99	English, French, German, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Italian, Spanish - Spain	{'Open World Survival Craft': 11896, 'Survival': 11536, 'Open World': 8331, 'Horror': 8068, 'Crafting': 6201, 'Adventure': 5370, 'Building': 5260, 'Survival Horror': 4875, 'First-Person': 4354, 'Action': 3607, 'Exploration': 3428, 'Sandbox': 3200, 'Atmospheric': 2648, 'Singleplayer': 2628, 'Simulation': 2499, 'Gore': 2315, 'Realistic': 2253, 'Indie': 2200, 'Early Access': 1618, 'Zombies': 1586}	Action, Adventure, Indie, Simulation	242760	22
Lucas Pope	3909	20003	654	498	0	487	0	19.99	19.99	English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Korean, Simplified Chinese, Traditional Chinese, Arabic, Ukrainian	{'Detective': 410, 'Mystery': 396, 'Puzzle': 313, 'Story Rich': 289, 'Atmospheric': 266, 'Singleplayer': 262, 'Indie': 225, 'Great Soundtrack': 159, 'First-Person': 126, 'Adventure': 122, 'Historical': 121, 'Difficult': 108, 'Naval': 104, 'Retro': 98, 'Multiple Endings': 97, 'Violent': 91, 'Horror': 78, 'Pirates': 77, 'Walking Simulator': 61, 'Noir': 58}	Adventure, Indie	653530	20
Rusty Lake	Rusty Lake	7696	206	169	0	130	0	0.0	0.0	English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Danish, Japanese, Korean, Dutch, Polish, Russian, Turkish	{'Puzzle': 297, 'Free to Play': 185, 'Point & Click': 140, 'Psychological Horror': 133, 'Indie': 103, 'Mystery': 103, 'Singleplayer': 99, 'Adventure': 94, 'Horror': 83, 'Atmospheric': 70, 'Escape Room': 64, 'Story Rich': 56, '2D': 49, 'Multiplayer': 37, 'Detective': 36, 'Dark': 35, 'Great Soundtrack': 34, 'Surreal': 29, 'Hand-drawn': 6}	Adventure, Free to Play, Indie	909080	19
AsicxArt	SakuraGame	4467	115	552	0	195	0	1.99	1.99	English, Traditional Chinese, Simplified Chinese, Russian	{'Visual Novel': 120, 'Anime': 117, 'Indie': 69, 'Cute': 55, 'Mature': 53, 'Casual': 51, 'Adventure': 49, 'Romance': 43, 'Singleplayer': 36, 'Hentai': 16, 'Psychological Horror': 5}	Adventure, Casual, Indie, RPG	844930	6
Scott Cawthon	Scott Cawthon	44593	2094	225	7	75	11	0.0	0.0	English	{'Free to Play': 1120, 'Horror': 1092, 'Difficult': 866, 'Robots': 862, 'Singleplayer': 862, 'Survival Horror': 862, 'Strategy': 718, 'First-Person': 662, 'Survival': 607, 'Dark': 516, 'Indie': 475, 'Point & Click': 466, 'Action': 375, 'Psychological Horror': 355, 'Atmospheric': 330, 'Story Rich': 329, 'Memes': 295, 'Funny': 282, 'Character Customization': 269, 'Simulation': 262}	Action, Free to Play, Indie	871720	1
Ryu Ga Gotoku Studio	SEGA	56415	2744	1935	1122	861	1467	19.99	19.99	English, Japanese	"{'Story Rich': 659, 'Action': 646, ""Beat 'em up"": 525, 'Great Soundtrack': 496, 'Open World': 442, 'Crime': 431, 'RPG': 390, 'Minigames': 383, 'Funny': 365, 'Singleplayer': 364, 'Violent': 352, 'Mature': 341, 'Adventure': 340, 'Comedy': 302, 'Sexual Content': 288, 'Third Person': 285, 'Drama': 284, 'Atmospheric': 221, 'JRPG': 140, 'Dating Sim': 129}"	Action, Adventure, RPG	638970	2
NEKO WORKs	Sekai Project	3351	78	1148	0	99	0	4.99	4.99	English, Japanese, Traditional Chinese	{'Anime': 287, 'Cute': 214, 'Nudity': 194, 'Visual Novel': 191, 'Casual': 105, 'Singleplayer': 97, 'Hentai': 96, 'Story Rich': 90, 'Indie': 70, 'Cats': 29, 'Kickstarter': 20, 'Action': 14, 'Crowdfunded': 13, 'Great Soundtrack': 11, 'Funny': 8, '2D': 6, 'Dating Sim': 6}	Casual, Indie	899970	4
Lo-Fi Games	Lo-Fi Games	65182	3323	3719	250	1158	316	29.99	29.99	English, Spanish - Spain, Portuguese - Brazil, Japanese, German, Russian, French, Simplified Chinese, Korean	{'Open World': 1461, 'Sandbox': 1210, 'RPG': 1147, 'Survival': 1116, 'Strategy': 735, 'Building': 706, 'Base-Building': 628, 'Post-apocalyptic': 627, 'Crafting': 611, 'Singleplayer': 611, 'City Builder': 528, 'Indie': 467, 'Simulation': 412, 'Adventure': 411, 'Management': 401, 'RTS': 330, 'Ninja': 278, 'Character Customization': 221, 'Alternate History': 167, 'Steampunk': 156}	Action, Indie, RPG, Simulation, Strategy	233860	14
Yuzusoft	NekoNyan Ltd.	2082	34	316	0	403	0	29.99	29.99	English, Japanese	{'Visual Novel': 98, 'Anime': 56, 'Casual': 44, 'Adventure': 39, 'Cute': 38, 'Hentai': 32, 'Romance': 29, 'Dating Sim': 29, 'Mature': 27, 'Simulation': 20, 'Story Rich': 20, 'NSFW': 10}	Adventure, Casual, Simulation	888790	2
Fireproof Games	Fireproof Games	9124	338	409	0	407	0	5.99	5.99	English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish	{'Puzzle': 249, 'Mystery': 162, 'Adventure': 102, 'Point & Click': 88, 'Indie': 82, 'Atmospheric': 73, 'Singleplayer': 65, 'Hidden Object': 47, 'Lovecraftian': 45, 'Horror': 43, 'Dark': 39, 'Psychological Horror': 35, 'Story Rich': 35, 'Multiple Endings': 34, 'Escape Room': 31, 'First-Person': 19, '3D': 9, 'Multiplayer': 9, 'Short': 7, 'Co-op': 7}	Adventure, Indie	456750	12
Quiet River	Quiet River	5809	182	215	5	211	5	1.99	1.99	English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese	{'Puzzle': 153, 'Casual': 147, 'Indie': 125, 'Fast-Paced': 117, '2D': 115, 'Physics': 109, 'Short': 105, 'Relaxing': 104, 'Minimalist': 100, 'Puzzle-Platformer': 94, 'Point & Click': 92, 'Singleplayer': 89, 'Cute': 87, 'Rhythm': 78, 'Exploration': 76, 'Psychological Horror': 66, 'Funny': 61, 'Story Rich': 57, 'Difficult': 53, 'Great Soundtrack': 48}	Casual, Indie	508900	35
Team Reptile	Team Reptile	5395	175	491	12	371	12	12.99	19.99	English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese	{'Action': 131, 'Indie': 130, 'Great Soundtrack': 121, '2D Fighter': 118, 'Sports': 116, 'Fighting': 108, 'Fast-Paced': 97, 'Local Multiplayer': 81, 'Competitive': 77, 'Multiplayer': 66, 'Arcade': 53, 'Online Co-Op': 44, 'Funny': 43, 'Soundtrack': 41, '4 Player Local': 39, 'e-sports': 30, '2D': 10, 'Co-op': 6, 'Anime': 5}	Action, Indie, Sports	553310	16
Innocent Grey	JAST USA	1009	5	461	55	461	55	19.99	19.99	English, Japanese, Simplified Chinese	{'Visual Novel': 119, 'Female Protagonist': 115, 'LGBTQ+': 113, 'Romance': 110, 'Mystery': 102, 'Multiple Endings': 90, 'Story Rich': 90, 'Cute': 87, 'Anime': 84, 'Hand-drawn': 78, 'Casual': 73, 'Adventure': 42, 'Singleplayer': 41, 'Great Soundtrack': 35, 'Indie': 35, 'Beautiful': 29, 'Dating Sim': 27, 'Nudity': 23, 'War': 19, 'World War II': 14}	Casual	858940	4
etherane	etherane	1422	20	7544	0	11248	0	2.99	2.99	English, Russian, Simplified Chinese, Korean, Spanish - Spain, Portuguese - Brazil	{'Gore': 122, 'Indie': 116, 'Story Rich': 114, 'Psychological Horror': 112, 'Violent': 109, 'RPG': 94, 'RPGMaker': 93, 'Atmospheric': 79, 'Horror': 71, 'Anime': 70, 'Visual Novel': 70, '2D': 67, 'Female Protagonist': 63, 'Surreal': 62, 'Singleplayer': 61, 'Psychological': 60, 'Philosophical': 60, 'Choices Matter': 50, 'Puzzle': 48, 'Adventure': 46}	Indie, RPG	760890	11
ToastieLabs	ToastieLabs	5816	214	2309	586	275	586	0.0	0.0	English	{'Free to Play': 204, 'Pixel Graphics': 154, 'Relaxing': 140, 'Casual': 133, 'Indie': 92, 'Singleplayer': 89, 'Colorful': 85, 'Family Friendly': 55, 'Addictive': 38, '2D': 34, 'Puzzle': 33, 'Cute': 14}	Casual, Free to Play, Indie	897330	1
Lose	HIKARI FIELD	3114	100	162	0	169	0	9.24	24.99	English, Not supported, Japanese, Simplified Chinese, Traditional Chinese	{'Sexual Content': 171, 'Anime': 134, 'Visual Novel': 127, 'Mature': 119, 'Nudity': 108, 'FPS': 101, 'NSFW': 89, 'Adventure': 71, 'Dating Sim': 65, 'Cute': 59, 'First-Person': 56, 'Story Rich': 55, 'Trains': 38, 'Shooter': 37, 'Simulation': 37, 'Hentai': 19, 'Great Soundtrack': 18}	Adventure	880950	8
LucasArts	LucasArts, Lucasfilm, Disney	2087	54	782	0	1332	0	6.99	6.99	English, French, Italian, German, Spanish - Spain	"{'Point & Click': 94, ""1990's"": 90, 'Cult Classic': 60, 'Adventure': 59, 'Retro': 52, 'Classic': 35, 'Remake': 32, 'Pirates': 26, 'Singleplayer': 24, 'Cartoony': 23, 'Comedy': 21, 'Puzzle': 21, '2D': 19, 'Colorful': 16, 'Atmospheric': 13, 'Great Soundtrack': 9, 'Funny': 8, 'Exploration': 5}"	Adventure	730820	7
MAGES. Inc.	Spike Chunsoft Co., Ltd.	4676	177	1030	1	1374	1	34.99	34.99	English, Japanese, Simplified Chinese, Traditional Chinese	{'Visual Novel': 177, 'Story Rich': 159, 'Anime': 139, 'Time Travel': 124, 'Sci-fi': 107, 'Great Soundtrack': 101, 'Adventure': 89, 'Multiple Endings': 86, 'Singleplayer': 60, 'Science': 56, 'Choices Matter': 43, 'Artificial Intelligence': 34, 'Psychological Horror': 22, 'Romance': 21, 'Mystery': 18, 'Psychological': 18, 'Atmospheric': 18, 'Violent': 15, 'Memes': 9}	Adventure	825630	6
Klei Entertainment	Klei Entertainment	4669	178	277	42	138	42	4.99	4.99	English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Simplified Chinese	{'Stealth': 120, 'Ninja': 96, 'Action': 78, '2D': 77, 'Indie': 74, 'Platformer': 70, 'Violent': 59, 'Side Scroller': 50, 'Gore': 47, 'Singleplayer': 44, 'Assassin': 25, 'Atmospheric': 16, 'Remake': 15, 'Adventure': 13, 'Puzzle': 10, 'Story Rich': 9}	Action, Indie	860950	12
Statespace	Statespace	79517	4815	466	54	52	22	0.0	0.0	English, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, French, Italian, German, Japanese, Korean, Polish, Russian, Simplified Chinese, Thai, Traditional Chinese, Turkish	{'Free to Play': 494, 'FPS': 348, 'Shooter': 288, 'Simulation': 286, 'First-Person': 235, 'Singleplayer': 233, 'Action': 223, 'Multiplayer': 223, 'Early Access': 214, 'e-sports': 209, 'Competitive': 205, 'Casual': 200, 'Indie': 198, 'Sniper': 193, 'Adventure': 184, 'Fast-Paced': 179, 'Tactical': 179, 'Difficult': 176, 'Score Attack': 174, 'Third-Person Shooter': 118}	Action, Adventure, Casual, Free to Play, Indie, Simulation, Early Access	714010	24
Giants Software	Giants Software	63746	3922	17860	117	3149	142	19.99	19.99	English, French, Italian, German, Spanish - Spain, Czech, Dutch, Hungarian, Japanese, Korean, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Traditional Chinese, Turkish	{'Simulation': 844, 'Farming Sim': 745, 'Multiplayer': 546, 'Agriculture': 541, 'Realistic': 442, 'Open World': 408, 'Driving': 405, 'Singleplayer': 350, 'Management': 348, 'Automobile Sim': 342, 'Moddable': 325, 'Co-op': 307, 'Resource Management': 267, 'Relaxing': 259, 'First-Person': 194, 'Online Co-Op': 179, 'Economy': 163, 'Family Friendly': 139, 'Atmospheric': 133, 'Strategy': 132}	Simulation	787860	26
TALESSHOP Co., Ltd.	TALESSHOP Co., Ltd.	2155	60	513	0	568	0	9.99	9.99	English, Japanese, Korean, Simplified Chinese, Traditional Chinese	{'Dating Sim': 180, 'Visual Novel': 138, 'Sexual Content': 137, 'Simulation': 129, 'Anime': 128, 'Indie': 120, 'Casual': 117, 'Management': 115, 'Singleplayer': 112, 'Adventure': 109, '2D': 107, 'Cute': 105, 'Fantasy': 103, 'Mature': 101, 'Action': 99, 'NSFW': 91, 'Nudity': 84, 'Illuminati': 82, 'Capitalism': 31, 'Psychological Horror': 26}	Casual, Indie, Simulation	995460	7
Avocavo	Avocavo	4043	151	23	0	22	0	0.0	0.0	English, Japanese, Korean, French, German, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese	{'Free to Play': 159, 'Funny': 90, 'Indie': 72, 'Simulation': 66, 'Multiple Endings': 66, 'Casual': 63, 'Action': 59, '2D': 56, 'Singleplayer': 53, 'Sexual Content': 35, 'Story Rich': 29, 'Retro': 28, 'Comic Book': 27, 'Nudity': 26, 'Cute': 25, 'Psychological Horror': 11, 'Short': 10, 'Anime': 9, 'Memes': 8, 'Multiplayer': 5}	Action, Casual, Free to Play, Indie, Simulation	788770	13
Veyeral Games	The Hidden Levels	563	0	1050	0	1050	0	12.99	12.99	English	"{'Action Roguelike': 68, 'Indie': 55, 'Bullet Hell': 49, 'Action': 49, ""Shoot 'Em Up"": 46, 'Nudity': 36, 'Rogue-lite': 31, 'Early Access': 30, 'Great Soundtrack': 23, 'Rogue-like': 20, '2D': 20, 'Pixel Graphics': 20, 'Female Protagonist': 20, 'Difficult': 18, 'Cute': 18, 'Atmospheric': 17, 'Colorful': 17, 'Boss Rush': 17}"	Action, Indie, Early Access	790060	1
Ironhide Game Studio	Ironhide Game Studio	5083	214	697	65	635	65	14.99	14.99	English, French, German, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Spanish - Spain	{'Tower Defense': 260, 'Strategy': 204, '2D': 192, 'Singleplayer': 192, 'Difficult': 186, 'Casual': 175, 'Building': 170, 'Tactical': 169, 'Medieval': 161, 'Action-Adventure': 161, 'Cartoony': 158, 'Choices Matter': 155, 'Fantasy': 154, 'Action': 153, 'Adventure': 150, 'Indie': 144, 'Pixel Graphics': 125, 'RPG': 110, 'Stylized': 104, 'Anime': 95}	Indie, Strategy	816340	20
David Stark	David Stark	4675	194	1386	0	1754	0	24.99	24.99	English, German, French, Russian, Japanese, Simplified Chinese, Korean	{'Grand Strategy': 299, 'PvP': 294, 'Naval Combat': 292, 'Wargame': 292, 'Multiplayer': 289, 'Real-Time': 285, 'Competitive': 282, 'RTS': 276, '4X': 273, 'Online Co-Op': 268, 'Vehicular Combat': 267, 'Strategy': 259, '2D': 255, 'Alternate History': 252, 'Mechs': 241, 'Steampunk': 232, 'Tanks': 230, 'World War I': 217, 'Co-op': 216, 'Military': 205}	Action, Indie, Strategy	342560	8
Fummy	DANGEN Entertainment	2375	76	140	0	162	0	14.99	14.99	English, Japanese, Korean, Traditional Chinese, French, German, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Spanish - Latin America	{'Horror': 197, 'RPGMaker': 161, '2D': 93, 'Indie': 86, 'Pixel Graphics': 85, 'RPG': 78, 'Adventure': 67, 'Psychological Horror': 62, 'Female Protagonist': 61, 'Story Rich': 55, 'Puzzle': 49, 'Anime': 49, 'Singleplayer': 47, 'Dark': 43, 'Survival Horror': 39, 'Atmospheric': 36, 'Classic': 34, 'Great Soundtrack': 34, 'Casual': 34, 'Cute': 33}	Adventure, Casual, Indie, RPG	885810	18
ProjectMoon	ProjectMoon	23901	1384	858	7	233	7	24.99	24.99	English, Korean, Japanese, Simplified Chinese, Traditional Chinese, Russian, Bulgarian, Spanish - Latin America, French, Portuguese - Portugal, Portuguese - Brazil	{'Management': 519, 'Difficult': 386, 'Simulation': 370, 'Story Rich': 341, 'Horror': 314, 'Psychological Horror': 306, 'Indie': 283, 'Gore': 283, 'Great Soundtrack': 277, 'Strategy': 246, 'Singleplayer': 239, '2D': 211, 'Cute': 200, 'Lovecraftian': 158, 'Anime': 148, 'Atmospheric': 125, 'RTS': 120, 'Rogue-like': 102, 'Rogue-lite': 99, 'Visual Novel': 64}	Indie, Simulation	568220	20
Empyrean	Frozen District, PlayWay S.A.	69772	4581	1626	1398	695	2521	24.99	24.99	English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Czech, Japanese, Korean, Romanian, Turkish, Hungarian, Portuguese - Brazil, Traditional Chinese, Ukrainian, Greek, Dutch, Norwegian, Portuguese - Portugal, Spanish - Latin America	{'Simulation': 1111, 'Design & Illustration': 1052, 'Building': 939, 'Singleplayer': 931, 'Relaxing': 926, 'Sandbox': 915, 'Casual': 876, 'Immersive Sim': 856, 'Education': 854, 'Management': 509, 'Economy': 509, 'Family Friendly': 508, 'First-Person': 507, 'Replay Value': 502, 'Base-Building': 497, '3D': 496, 'Realistic': 483, 'Indie': 361, 'Moddable': 311, 'Destruction': 304}	Indie, Simulation	613100	33
Villa Gorilla	Team17 Digital Ltd	3841	154	191	0	173	0	3.99	19.99	English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean	{'Pinball': 88, 'Metroidvania': 73, 'Adventure': 64, 'Platformer': 63, 'Singleplayer': 49, 'Family Friendly': 45, 'Indie': 44, 'Puzzle-Platformer': 33, 'Great Soundtrack': 30, 'Cute': 27, 'Physics': 26, 'Open World': 25, 'Hand-drawn': 23, '2D': 22, 'Controller': 19, 'Casual': 6}	Adventure, Indie	334940	12
Quiet River	Quiet River	3605	138	207	0	206	0	1.99	1.99	English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese	{'Puzzle': 137, 'Casual': 131, 'Fast-Paced': 127, 'Indie': 125, '2D': 94, 'Physics': 88, 'Short': 86, 'Relaxing': 84, 'Minimalist': 82, 'Puzzle-Platformer': 78, 'Point & Click': 76, 'Singleplayer': 75, 'Cute': 46, 'Action': 44, 'Family Friendly': 41, 'Adventure': 38, 'Multiplayer': 35, 'Trading Card Game': 33, 'Funny': 31, 'Steam Machine': 28}	Casual, Indie	799070	35
