iter	Logloss
477	0.4812694177
478	0.4811429003
479	0.4809915523
480	0.4808821963
481	0.4807648109
482	0.4806543413
483	0.4805466002
484	0.4804485429
485	0.4803703777
486	0.4802096835
487	0.4800818311
488	0.4799617337
489	0.479865636
490	0.479753501
491	0.4796036456
492	0.4795117095
493	0.479362269
494	0.4792624751
495	0.4791681461
496	0.4790566229
497	0.4789134099
498	0.4787955461
499	0.4787231784
500	0.4786215477
501	0.478481593
502	0.4783287733
503	0.4781973957
504	0.4780915894
505	0.4779360505
506	0.4778351936
507	0.4777310096
508	0.4776246694
509	0.477466552
510	0.4773409251
511	0.4772156667
512	0.4771353177
513	0.4769977071
514	0.4768458547
515	0.4767562999
516	0.4766123217
517	0.4765785762
518	0.4764443719
519	0.4763431541
520	0.4762114132
521	0.4761141564
522	0.4760378494
523	0.4758759128
524	0.4758119097
525	0.4757084604
526	0.4756261162
527	0.4755176876
528	0.4754488601
529	0.4753561237
530	0.4752705575
531	0.4751452385
532	0.4750279303
533	0.4749086629
534	0.4748071296
535	0.4747164731
536	0.474606804
537	0.4745275544
538	0.4744095928
539	0.4742983837
540	0.4741765769
541	0.4740974265
542	0.4739464663
543	0.4738720716
544	0.4737240835
545	0.473608947
546	0.4735206437
547	0.4734030454
548	0.4733152013
549	0.4732410995
550	0.4730954783
551	0.4730202009
552	0.4729558505
553	0.472883147
554	0.4727897395
555	0.4726910164
556	0.472619533
557	0.4724839233
558	0.4724104959
559	0.4722835136
560	0.4721481825
561	0.4720799436
562	0.4719606231
563	0.4718498805
564	0.4717321215
565	0.4716079427
566	0.4714611641
567	0.4713597963
568	0.4712374589
569	0.4711414366
570	0.4710296417
571	0.4709057471
572	0.4707884725
573	0.4707032783
574	0.4706165233
575	0.4704730888
576	0.4703316184
577	0.4702020766
578	0.4700685314
579	0.4699684461
580	0.4698571005
581	0.4697583819
582	0.4696735137
583	0.4695591902
584	0.4694681298
585	0.4693207961
586	0.4692267647
587	0.4690881151
588	0.4689655162
589	0.4688107441
590	0.4687044939
591	0.4686861044
592	0.4685661134
593	0.4684937469
594	0.4684240835
595	0.4682797119
596	0.468190152
597	0.4681306327
598	0.4680327176
599	0.4679039735
600	0.467813608
601	0.4677105788
602	0.4675796067
603	0.4674555478
604	0.4672921499
605	0.4671430513
606	0.4670503927
607	0.4669243967
608	0.4668155109
609	0.4667234506
610	0.4666204655
611	0.4665058052
612	0.466416763
613	0.4663123635
614	0.4662180156
615	0.4661101821
616	0.4660224437
617	0.4659257451
618	0.4658450445
619	0.4657554927
620	0.4656508233
621	0.4655538174
622	0.4654642312
623	0.4653815035
624	0.4652463983
625	0.4651425749
626	0.465047442
627	0.4649645148
628	0.464872298
629	0.4647860971
630	0.4647092342
631	0.4646457273
632	0.4645368425
633	0.4644358708
634	0.4643143488
635	0.4642268254
636	0.4641548415
637	0.4640191354
638	0.4639426432
639	0.4639213543
640	0.463806946
641	0.4636721436
642	0.4635752219
643	0.4634697927
644	0.4633551029
645	0.4632340082
646	0.4631210949
647	0.4630587833
648	0.4629649261
649	0.462878455
650	0.4627951887
651	0.4627189081
652	0.4626176508
653	0.4625184184
654	0.4624096904
655	0.4622309429
656	0.4621146909
657	0.4619640356
658	0.4618722054
659	0.4617617424
660	0.4616775511
661	0.4615258801
662	0.4614327149
663	0.4613199506
664	0.4612253328
665	0.4611614869
666	0.4610594025
667	0.4609369307
668	0.4608106763
669	0.4606855196
670	0.4605542971
671	0.4603755468
672	0.4602758715
673	0.4601792396
674	0.4600642632
675	0.4599868295
676	0.4598522799
677	0.4597860956
678	0.4596726635
679	0.4595804903
680	0.4595180971
681	0.4594370757
682	0.4593653854
683	0.459272574
684	0.4591688274
685	0.4591124793
686	0.4589913828
687	0.4589113581
688	0.4588129727
689	0.4587291184
690	0.4586094468
691	0.4584595046
692	0.4583430691
693	0.4582286659
694	0.4581530419
695	0.4580449168
696	0.457918183
697	0.457818865
698	0.4577277525
699	0.4575955053
700	0.4575048314
701	0.4573642945
702	0.4572417177
703	0.4571656257
704	0.4570734215
705	0.4569729117
706	0.4568594009
707	0.4567440981
708	0.4566216613
709	0.4565212846
710	0.4564267634
711	0.4563026727
712	0.4561629087
713	0.4560941668
714	0.4560164591
715	0.4559131729
716	0.4558465125
717	0.4558228543
718	0.4557185329
719	0.455598159
720	0.4554513397
721	0.4553627277
722	0.4553121823
723	0.4551883009
724	0.4550855277
725	0.4549772715
726	0.4548877626
727	0.4548292755
728	0.4547351695
729	0.4546667898
730	0.4546198872
731	0.4545653585
732	0.454495583
733	0.4544243185
734	0.4542899459
735	0.4541850484
736	0.4540486826
737	0.4539731897
738	0.4538809752
739	0.4538078132
740	0.4537141838
741	0.4536448274
742	0.4535588794
743	0.4534571334
744	0.453311064
745	0.4532252301
746	0.4530846852
747	0.4530087788
748	0.4529253361
749	0.4528432996
750	0.4527603331
751	0.4526636689
752	0.4525510879
753	0.4524617491
754	0.4523598242
755	0.4522751119
756	0.4521619937
757	0.4520886991
758	0.4520124567
759	0.4519032583
760	0.451825099
761	0.4517544968
762	0.451632956
763	0.4515293095
764	0.4514590257
765	0.4513783803
766	0.4513015765
767	0.4512118188
768	0.4511471055
769	0.451037137
770	0.4509101115
771	0.4508186106
772	0.4506982163
773	0.4506511147
774	0.4505692576
775	0.4504553041
776	0.4503637047
777	0.4502678858
778	0.45015827
779	0.4500658317
780	0.4499776527
781	0.4498610776
782	0.4498116546
783	0.4497160113
784	0.4496231948
785	0.4495164072
786	0.4494455045
787	0.4493766861
788	0.4492864133
789	0.4491903567
790	0.4491138747
791	0.449038332
792	0.4489407994
793	0.4488661883
794	0.4487216917
795	0.4486403698
796	0.4485385456
797	0.4484191493
798	0.4482977056
799	0.44821371
800	0.4481212023
801	0.4480016185
802	0.447906559
803	0.4477873941
804	0.4477671832
805	0.4476577094
806	0.4475417461
807	0.4474636031
808	0.4473575751
809	0.4472299854
810	0.4471409208
811	0.4470437246
812	0.4469783739
813	0.4469004674
814	0.4468113447
815	0.4467329194
816	0.4466701302
817	0.4465356328
818	0.4464392552
819	0.4463782207
820	0.4463258578
821	0.4462670043
822	0.4461557208
823	0.4460585024
824	0.4459752819
825	0.4458851549
826	0.4457811258
827	0.4456891424
828	0.4456383889
829	0.4455521605
830	0.4454779923
831	0.4453404745
832	0.4452723046
833	0.4451414235
834	0.4450417155
835	0.444955078
836	0.4448528837
837	0.4447975192
838	0.4446831196
839	0.4445688698
840	0.4444656612
841	0.444400012
842	0.4442976449
843	0.444202322
844	0.4441054187
845	0.4440417198
846	0.4439508847
847	0.4438847269
848	0.4437739121
849	0.4436892518
850	0.4436373824
851	0.4435750458
852	0.4434644754
853	0.4433958966
854	0.4433169071
855	0.443226794
856	0.4431446627
857	0.4430582008
858	0.4429558853
859	0.4428643536
860	0.4427297283
861	0.4426305634
862	0.4425283687
863	0.4424485021
864	0.4423650776
865	0.4422690456
866	0.4421648342
867	0.4420781755
868	0.4419765052
869	0.4418620122
870	0.4417876629
871	0.4416924594
872	0.4416164284
873	0.4415365512
874	0.4414436999
875	0.441357537
876	0.4412485006
877	0.4411929622
878	0.4410623158
879	0.440975533
880	0.4408573231
881	0.4407536754
882	0.4406491253
883	0.4405643465
884	0.4404686613
885	0.4403558285
886	0.4403072341
887	0.44023209
888	0.4401380316
889	0.4400154904
890	0.4399374885
891	0.4398343415
892	0.4397145304
893	0.4396473263
894	0.4395926149
895	0.4395234373
896	0.4394085272
897	0.4393279006
898	0.4392280559
899	0.4391304094
900	0.4390561907
901	0.4389439314
902	0.4388734062
903	0.4387851998
904	0.438688067
905	0.4386013569
906	0.4385346465
907	0.4384568204
908	0.4383870428
909	0.4382928508
910	0.4382025333
911	0.4380915589
912	0.4380068049
913	0.4379129492
914	0.4378618346
915	0.4378067825
916	0.437698186
917	0.4376006387
918	0.4375425822
919	0.4374594597
920	0.4373815403
921	0.4373155225
922	0.4372164772
923	0.4371276165
924	0.4370697647
925	0.4369895761
926	0.4369249803
927	0.4368572856
928	0.4367624645
929	0.4366936637
930	0.4366194394
931	0.4365606932
932	0.4364999122
933	0.4363961871
934	0.4363159013
935	0.4362333624
936	0.4361924776
937	0.4361292516
938	0.436057775
939	0.4360297641
940	0.4359540798
941	0.4358943101
942	0.4357633279
943	0.4357102129
944	0.4356368988
945	0.435532226
946	0.4354173207
947	0.4353420105
948	0.4352725649
949	0.4351846703
950	0.4351128938
951	0.4350340276
952	0.4349694045
953	0.4348965462
954	0.4347920708
955	0.4347296627
956	0.4346608247
957	0.434602499
958	0.4345374788
959	0.4344907174
960	0.434421878
961	0.4343769394
962	0.4342940516
963	0.4342202973
964	0.4341092205
965	0.434055649
966	0.4339901508
967	0.4338818401
968	0.4337663945
969	0.4336666081
970	0.4335550204
971	0.4334633632
972	0.4334491215
973	0.4333507993
974	0.4332545702
975	0.4331815709
976	0.4331005831
977	0.4330308237
978	0.4329574567
979	0.4328460877
980	0.432789311
981	0.4327178218
982	0.4326421121
983	0.4325854153
984	0.4324837586
985	0.4323797172
986	0.4322963446
987	0.4322315393
988	0.4321407005
989	0.4320669485
990	0.4319984692
991	0.4319347018
992	0.4318551069
993	0.4317755599
994	0.4316840199
995	0.4315831101
996	0.4315130289
997	0.4314471225
998	0.4313827568
999	0.4313076107
